SNP,PPI,DRUG,eQTL_gene,eQTL_gene_id,Chromosome,piQTL_peak,piQTL_left,piQTL_right,eQTL_peak,eQTL_left,eQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,eQTL_LOD,eQTL_gene_dist,eQTL_cis,peak_distance,is_piQTL_peak_in_eQTL,is_eQTL_peak_in_piQTL,eQTL_gene_description,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
2274,RET2_EMP47,5-FC,TCB2,YNL087W,Chr4,956734,956734,969630,956734,628582,998628,0.421531101,3.945542205,0.029860455,5.820096507,,False,0,True,True,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,5-FC,MOD5,YOR274W,Chr4,956734,956734,969630,956734,941063,980835,0.421531101,3.945542205,0.029860455,6.769428725,,False,0,True,True,"""Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; also has a role in tRNA gene-mediated silencing; gene encodes two isozymic forms; converts to a prion form ; prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis; homolog of human TRIT1 ; a mutation in which is associated with severe combined respiratory chain defects""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,5-FC,YDR338C,YDR338C,Chr4,956734,956734,969630,956734,212608,1011970,0.421531101,3.945542205,0.029860455,3.53201924,135208.0,False,0,True,True,"""Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,5-FC,YMR265C,YMR265C,Chr4,956734,956734,969630,956734,934187,998628,0.421531101,3.945542205,0.029860455,4.073300557,,False,0,True,True,"""Putative protein of unknown function""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,5-FC,YPL245W,YPL245W,Chr4,956734,956734,969630,956734,51735,996583,0.421531101,3.945542205,0.029860455,3.56189619,,False,0,True,True,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,noDrug,TCB2,YNL087W,Chr4,956734,956734,969630,956734,628582,998628,0.472752006,3.773612404,0.041835602,5.820096507,,False,0,True,True,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,noDrug,MOD5,YOR274W,Chr4,956734,956734,969630,956734,941063,980835,0.472752006,3.773612404,0.041835602,6.769428725,,False,0,True,True,"""Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; also has a role in tRNA gene-mediated silencing; gene encodes two isozymic forms; converts to a prion form ; prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis; homolog of human TRIT1 ; a mutation in which is associated with severe combined respiratory chain defects""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,noDrug,YDR338C,YDR338C,Chr4,956734,956734,969630,956734,212608,1011970,0.472752006,3.773612404,0.041835602,3.53201924,135208.0,False,0,True,True,"""Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,noDrug,YMR265C,YMR265C,Chr4,956734,956734,969630,956734,934187,998628,0.472752006,3.773612404,0.041835602,4.073300557,,False,0,True,True,"""Putative protein of unknown function""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,RET2_EMP47,noDrug,YPL245W,YPL245W,Chr4,956734,956734,969630,956734,51735,996583,0.472752006,3.773612404,0.041835602,3.56189619,,False,0,True,True,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,SSH1_ERG11,Metformin,TCB2,YNL087W,Chr4,956734,956734,969630,956734,628582,998628,0.355612791,3.789535157,0.040599429,5.820096507,,False,0,True,True,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,SSH1_ERG11,Metformin,MOD5,YOR274W,Chr4,956734,956734,969630,956734,941063,980835,0.355612791,3.789535157,0.040599429,6.769428725,,False,0,True,True,"""Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; also has a role in tRNA gene-mediated silencing; gene encodes two isozymic forms; converts to a prion form ; prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis; homolog of human TRIT1 ; a mutation in which is associated with severe combined respiratory chain defects""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,SSH1_ERG11,Metformin,YDR338C,YDR338C,Chr4,956734,956734,969630,956734,212608,1011970,0.355612791,3.789535157,0.040599429,3.53201924,135208.0,False,0,True,True,"""Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,SSH1_ERG11,Metformin,YMR265C,YMR265C,Chr4,956734,956734,969630,956734,934187,998628,0.355612791,3.789535157,0.040599429,4.073300557,,False,0,True,True,"""Putative protein of unknown function""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2274,SSH1_ERG11,Metformin,YPL245W,YPL245W,Chr4,956734,956734,969630,956734,51735,996583,0.355612791,3.789535157,0.040599429,3.56189619,,False,0,True,True,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm""",YDR247W,VHS1,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication"""
2312,HNM1_TPO4,Metformin,YDR261C-D,YDR261C-D,Chr4,979983,973283,1045331,979983,979983,980835,0.329049278,3.76937133,0.042178853,342.2619686,7350.0,False,0,True,True,"""Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins ; Pol is cleaved to produce protease ; reverse transcriptase and integrase activities; in YDRCTy1-3 TYB is mutant and probably non-functional""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,YDR262W,YDR262W,Chr4,979983,973283,1045331,979983,977428,993025,0.329049278,3.76937133,0.042178853,82.22645439,0.0,True,0,True,True,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole and is induced in response to the DNA-damaging agent MMS; gene expression increases in response to Zymoliase treatment""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,YGR027W-A,YGR027W-A,Chr4,979983,973283,1045331,979983,955222,1062037,0.329049278,3.76937133,0.042178853,3.82400918,,False,0,True,True,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,BUD9,YGR041W,Chr4,979983,973283,1045331,979983,934187,1095230,0.329049278,3.76937133,0.042178853,3.467842655,,False,0,True,True,"""Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the distal pole; BUD9 has a paralog ; BUD8 ; that arose from the whole genome duplication""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,ECL1,YGR146C,Chr4,979983,973283,1045331,979983,388440,1013385,0.329049278,3.76937133,0.042178853,3.353743373,,False,0,True,True,"""Protein of unknown function; mitochondrial-dependent role in the extension of chronological lifespan; overexpression increases oxygen consumption and respiratory activity while deletion results in reduced oxygen consumption under conditions of caloric restriction; induced by iron homeostasis transcription factor Aft2p; multicopy suppressor of temperature sensitive hsf1 mutant; induced by treatment with 8-methoxypsoralen and UVA irradiation""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,IME1,YJR094C,Chr4,979983,973283,1045331,979983,961189,998628,0.329049278,3.76937133,0.042178853,9.927132927,,False,0,True,True,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,LAC1,YKL008C,Chr4,979983,973283,1045331,979983,959283,1004080,0.329049278,3.76937133,0.042178853,9.565949121,,False,0,True,True,"""Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine ; functionally equivalent to Lag1p; LAC1 has a paralog ; LAG1 ; that arose from the whole genome duplication""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,MIH1,YMR036C,Chr4,979983,973283,1045331,979983,426944,1008697,0.329049278,3.76937133,0.042178853,4.399239475,,False,0,True,True,"""Protein tyrosine phosphatase involved in cell cycle control and retrograde protein transport; regulates the phosphorylation state of Cdc28p; modulates phosphorylation of retromer component Vps26p; homolog of S. pombe cdc25""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,GAT2,YMR136W,Chr4,979983,973283,1045331,979983,969630,998628,0.329049278,3.76937133,0.042178853,12.38528008,,False,0,True,True,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,YOR343W-B,YOR343W-B,Chr4,979983,973283,1045331,979983,965626,996583,0.329049278,3.76937133,0.042178853,11.43648437,,False,0,True,True,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",XUT_4F-449,,ncRNA_UNB
2312,HNM1_TPO4,Metformin,SUR2,YDR297W,Chr4,979983,973283,1045331,979983,33211,1004080,0.329049278,3.76937133,0.042178853,6.959821694,51726.0,False,0,True,True,"""Sphinganine C4-hydroxylase; catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis""",XUT_4F-449,,ncRNA_UNB
2312,RET2_SNA3,Metformin,YDR261C-D,YDR261C-D,Chr4,979983,973283,1045331,979983,979983,980835,0.408856395,4.161563855,0.01936767,342.2619686,7350.0,False,0,True,True,"""Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins ; Pol is cleaved to produce protease ; reverse transcriptase and integrase activities; in YDRCTy1-3 TYB is mutant and probably non-functional""",XUT_4F-449,,ncRNA_UNB
2312,RET2_SNA3,Metformin,YDR262W,YDR262W,Chr4,979983,973283,1045331,979983,977428,993025,0.408856395,4.161563855,0.01936767,82.22645439,0.0,True,0,True,True,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole and is induced in response to the DNA-damaging agent MMS; gene expression increases in response to Zymoliase treatment""",XUT_4F-449,,ncRNA_UNB
2312,RET2_SNA3,Metformin,YGR027W-A,YGR027W-A,Chr4,979983,973283,1045331,979983,955222,1062037,0.408856395,4.161563855,0.01936767,3.82400918,,False,0,True,True,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",XUT_4F-449,,ncRNA_UNB
