SNP_marker,chr,pos,start,end
chr1:45522,1,45522,36313,56904
chr1:45522,1,45522,33040,54175
chr1:45522,1,45522,33040,52858
chr1:45522,1,45522,37976,52124
chr1:45522,1,45522,33040,58073
chr1:45522,1,45522,33040,67269
chr1:45522,1,45522,34308,67275
chr1:45522,1,45522,33040,56904
chr1:46375,1,46375,33040,55688
chr1:46375,1,46375,37008,56904
chr1:46375,1,46375,39795,51095
chr1:46375,1,46375,39162,55688
chr1:46375,1,46375,42635,50024
chr1:46375,1,46375,36313,53266
chr1:46375,1,46375,37976,52858
chr1:46375,1,46375,33040,56904
chr1:46375,1,46375,45198,51434
chr1:46375,1,46375,35128,60912
chr1:46375,1,46375,34308,56129
chr1:46375,1,46375,34554,56904
chr1:46375,1,46375,35128,59496
chr1:46375,1,46375,35818,59496
chr1:47206,1,47206,42115,51434
chr1:47518,1,47518,42635,53167
chr1:47518,1,47518,33293,55327
chr1:47518,1,47518,36898,54661
chr1:47518,1,47518,33040,60165
chr1:47518,1,47518,33293,54661
chr1:47518,1,47518,39795,51434
chr1:47518,1,47518,33040,55327
chr1:47518,1,47518,33293,58073
chr1:47518,1,47518,33293,107538
chr1:47518,1,47518,33040,56904
chr1:47518,1,47518,35818,56904
chr1:47518,1,47518,33040,59496
chr1:47518,1,47518,33040,68621
chr1:47518,1,47518,36313,52858
chr1:47518,1,47518,39963,53167
chr1:47518,1,47518,33040,71601
chr1:47518,1,47518,33293,57669
chr1:47518,1,47518,37008,56904
chr1:47518,1,47518,33040,74327
chr1:47518,1,47518,33293,60774
chr1:47518,1,47518,33040,55171
chr1:47518,1,47518,33040,58073
chr1:47518,1,47518,33040,129476
chr1:47660,1,47660,33293,60165
chr1:47660,1,47660,33040,67275
chr1:47660,1,47660,46375,54806
chr1:47660,1,47660,47518,51434
chr1:47660,1,47660,33040,133857
chr1:47660,1,47660,33040,66033
chr1:47660,1,47660,36313,60912
chr1:47660,1,47660,33293,60912
chr1:47660,1,47660,33040,60165
chr1:47660,1,47660,45198,56904
chr1:48890,1,48890,48890,50024
chr1:48890,1,48890,46375,52124
chr1:48890,1,48890,47660,53167
chr1:48890,1,48890,33040,81442
chr1:48890,1,48890,35818,53266
chr1:48890,1,48890,46375,49403
chr1:48890,1,48890,37008,55688
chr1:48890,1,48890,46375,53167
chr1:48890,1,48890,35128,60912
chr1:48890,1,48890,46375,54661
chr1:48890,1,48890,37976,52939
chr1:48890,1,48890,48890,52124
chr1:48890,1,48890,46375,49871
chr1:48890,1,48890,46375,55688
chr1:48890,1,48890,45522,53167
chr1:48890,1,48890,45198,54661
chr1:48890,1,48890,47660,49403
chr1:48890,1,48890,48890,49403
chr1:48890,1,48890,42527,55688
chr1:48890,1,48890,36898,54661
chr1:48890,1,48890,48890,54175
chr1:48890,1,48890,47518,50024
chr1:48890,1,48890,47660,50024
chr1:49589,1,49589,44384,54661
chr1:49589,1,49589,33040,71601
chr1:49589,1,49589,33040,56904
chr1:49589,1,49589,33040,67269
chr1:49589,1,49589,33040,54661
chr1:49589,1,49589,35128,60198
chr1:49589,1,49589,33040,68621
chr1:49589,1,49589,47206,53266
chr1:49589,1,49589,33293,99471
chr1:49589,1,49589,40866,55688
chr1:49589,1,49589,37976,56129
chr1:49589,1,49589,46375,54661
chr1:49589,1,49589,35818,51095
chr1:49589,1,49589,33040,60912
chr1:49589,1,49589,47518,50840
chr1:49589,1,49589,40866,55327
chr1:49589,1,49589,33040,55688
chr1:49589,1,49589,47660,53167
chr1:49589,1,49589,33040,81442
chr1:50024,1,50024,33040,60198
chr1:50024,1,50024,33040,66033
chr1:50024,1,50024,33040,60774
chr1:50024,1,50024,48890,53266
chr1:50024,1,50024,33040,133857
chr1:50024,1,50024,48890,51095
chr1:50024,1,50024,33040,57669
chr1:50024,1,50024,42527,55327
chr1:50024,1,50024,36313,60912
chr1:50024,1,50024,47518,50840
chr1:50024,1,50024,33040,60912
chr1:50024,1,50024,33040,55171
chr1:50024,1,50024,47518,52124
chr1:50456,1,50456,33040,66033
chr1:50456,1,50456,33293,68621
chr1:50456,1,50456,33040,68621
chr1:50456,1,50456,33040,127853
chr1:50456,1,50456,33040,59496
chr1:50456,1,50456,33040,55327
chr1:50456,1,50456,33040,60165
chr1:50456,1,50456,41987,54175
chr1:51095,1,51095,33040,71601
chr1:51095,1,51095,33040,68621
chr1:51095,1,51095,33040,67275
chr1:51095,1,51095,33040,56904
chr1:51095,1,51095,37008,58073
chr1:51095,1,51095,39901,57669
chr1:51095,1,51095,35128,60526
chr1:51287,1,51287,33040,68621
chr1:51287,1,51287,33040,55688
chr1:51287,1,51287,44384,54175
chr1:51287,1,51287,33040,58073
chr1:51287,1,51287,33040,60165
chr1:51287,1,51287,33040,59496
chr1:51287,1,51287,41987,58073
chr1:51287,1,51287,37008,60912
chr1:51287,1,51287,33040,67269
chr1:51287,1,51287,46375,58073
chr1:51287,1,51287,33293,55327
chr1:51287,1,51287,45198,55327
chr1:51287,1,51287,33040,60526
chr1:51287,1,51287,33040,54661
chr1:51287,1,51287,36313,74327
chr1:51287,1,51287,39795,60165
chr1:51287,1,51287,40914,54175
chr1:51287,1,51287,35128,58073
chr1:51287,1,51287,35818,55327
chr1:51287,1,51287,41987,56904
chr1:51287,1,51287,46375,51434
chr1:51287,1,51287,36313,58490
chr1:51287,1,51287,37976,62654
chr1:51287,1,51287,33293,58073
chr1:51287,1,51287,35466,116327
chr1:51287,1,51287,37008,59073
chr1:51287,1,51287,33293,137148
chr1:51287,1,51287,33040,60912
chr1:51287,1,51287,33293,60198
chr1:51287,1,51287,37976,58490
chr1:51287,1,51287,33040,133134
chr1:51287,1,51287,45198,55688
chr1:51287,1,51287,33040,58794
chr1:51287,1,51287,35128,133857
chr1:51287,1,51287,39795,67275
chr1:51287,1,51287,40914,56904
chr1:51287,1,51287,33040,56904
chr1:51287,1,51287,37976,56904
chr1:51287,1,51287,33293,59073
chr1:51287,1,51287,33040,62361
chr1:51287,1,51287,39795,82431
chr1:51287,1,51287,38888,56904
chr1:51287,1,51287,36313,60774
chr1:51287,1,51287,46375,54175
chr1:51287,1,51287,45198,53167
chr1:51287,1,51287,36313,54661
chr1:52124,1,52124,33040,66033
chr1:52124,1,52124,46375,55688
chr1:52124,1,52124,37008,55327
chr1:52124,1,52124,33040,177667
chr1:52124,1,52124,33040,71601
chr1:52124,1,52124,33293,67275
chr1:52124,1,52124,33293,55171
chr1:52124,1,52124,39795,67275
chr1:52632,1,52632,39795,55327
chr1:52632,1,52632,34170,60165
chr1:52632,1,52632,38508,187427
chr1:52632,1,52632,33040,60912
chr1:52632,1,52632,33040,58073
chr1:52939,1,52939,47660,60912
chr1:52939,1,52939,36313,58073
chr1:52939,1,52939,37976,55327
chr1:52939,1,52939,33293,70905
chr1:52951,1,52951,52632,53167
chr1:52951,1,52951,33040,58794
chr1:52951,1,52951,35128,74572
chr1:52951,1,52951,33040,66033
chr1:52951,1,52951,33040,68621
chr1:53266,1,53266,33040,74327
chr1:53266,1,53266,33040,81442
chr1:53266,1,53266,47206,54175
chr1:53266,1,53266,41987,56904
chr1:53266,1,53266,39963,60912
chr1:53266,1,53266,33040,66033
chr1:53266,1,53266,36898,71601
chr1:53542,1,53542,33040,142111
chr1:53542,1,53542,33040,56904
chr1:54679,1,54679,42527,56904
chr1:54679,1,54679,35128,56129
chr1:54679,1,54679,47518,64483
chr1:55145,1,55145,33040,71601
chr1:55145,1,55145,42527,56904
chr1:55145,1,55145,33040,77115
chr1:55145,1,55145,33040,60912
chr1:55145,1,55145,36313,56904
chr1:55145,1,55145,40866,74327
chr1:55145,1,55145,33040,74327
chr1:55213,1,55213,33040,74572
chr1:55213,1,55213,33040,131539
chr1:55213,1,55213,33040,68621
chr1:55213,1,55213,38888,74572
chr1:55213,1,55213,39901,68621
chr1:55508,1,55508,33040,67275
chr1:55508,1,55508,45198,60165
chr1:55793,1,55793,37008,60165
chr1:55793,1,55793,37008,67269
chr1:56195,1,56195,33293,71601
chr1:56195,1,56195,33040,71601
chr1:56888,1,56888,33040,60165
chr1:56888,1,56888,33040,60526
chr1:56888,1,56888,33040,70905
chr1:56888,1,56888,33040,60912
chr1:58073,1,58073,33040,68621
chr1:58073,1,58073,35128,68621
chr1:58073,1,58073,40914,71601
chr1:58073,1,58073,33040,143806
chr1:58490,1,58490,33040,74327
chr1:58490,1,58490,37008,69759
chr1:58490,1,58490,39795,64483
chr1:58490,1,58490,39795,66033
chr1:58827,1,58827,33040,71601
chr1:59475,1,59475,33293,133857
chr1:59659,1,59659,33040,71601
chr1:59659,1,59659,34554,62654
chr1:59659,1,59659,36313,68621
chr1:60774,1,60774,54679,60912
chr1:60912,1,60912,58490,93789
chr1:62361,1,62361,62361,68621
chr1:62361,1,62361,54198,68621
chr1:62361,1,62361,33040,93789
chr1:62869,1,62869,35128,68621
chr1:65365,1,65365,33040,74327
chr1:67275,1,67275,37008,133080
chr1:67476,1,67476,33040,74327
chr1:69822,1,69822,40866,82431
chr1:70024,1,70024,33040,178682
chr1:70024,1,70024,68785,70905
chr1:70024,1,70024,40914,77115
chr1:70024,1,70024,62361,71601
chr1:70024,1,70024,58490,113326
chr1:74327,1,74327,33040,85480
chr1:74327,1,74327,41987,82431
chr1:76030,1,76030,74327,81442
chr1:76368,1,76368,74327,179578
chr1:76368,1,76368,68785,176001
chr1:76368,1,76368,74327,177285
chr1:76368,1,76368,74572,82431
chr1:76368,1,76368,67275,116327
chr1:76368,1,76368,68785,82431
chr1:76368,1,76368,74327,82431
chr1:76368,1,76368,40380,89561
chr1:76368,1,76368,70024,107538
chr1:81262,1,81262,47206,93789
chr1:81262,1,81262,74327,179578
chr1:81262,1,81262,33040,107538
chr1:81262,1,81262,74327,127853
chr1:81262,1,81262,74327,93789
chr1:81999,1,81999,74327,130975
chr1:83284,1,83284,74327,189123
chr1:84112,1,84112,83284,84858
chr1:84112,1,84112,83284,85480
chr1:84112,1,84112,74327,178905
chr1:87445,1,87445,83284,99471
chr1:88173,1,88173,74327,116327
chr1:88173,1,88173,74327,107538
chr1:88173,1,88173,68785,107538
chr1:94351,1,94351,94351,107538
chr1:94351,1,94351,74327,120378
chr1:107538,1,107538,74327,107538
chr1:107538,1,107538,34308,113326
chr1:107538,1,107538,87445,116327
chr1:107538,1,107538,46375,116327
chr1:109735,1,109735,109735,176230
chr1:109735,1,109735,109735,127853
chr1:109735,1,109735,109735,134219
chr1:109735,1,109735,109735,130975
chr1:109735,1,109735,37976,171975
chr1:112136,1,112136,109735,154084
chr1:112136,1,112136,94351,189123
chr1:112136,1,112136,109735,134219
chr1:112136,1,112136,81262,189123
chr1:112549,1,112549,109735,167326
chr1:112549,1,112549,109735,133857
chr1:112549,1,112549,107538,179578
chr1:114628,1,114628,109735,129476
chr1:114628,1,114628,114628,116327
chr1:114628,1,114628,109735,134219
chr1:114628,1,114628,33040,186987
chr1:114652,1,114652,81999,157927
chr1:114652,1,114652,109735,116327
chr1:114824,1,114824,109735,127853
chr1:114824,1,114824,39795,178682
chr1:114824,1,114824,40914,139132
chr1:114824,1,114824,109735,128302
chr1:114824,1,114824,68785,127853
chr1:119344,1,119344,83284,171975
chr1:119344,1,119344,109735,135417
chr1:128302,1,128302,128302,154086
chr1:128302,1,128302,112136,170564
chr1:128302,1,128302,74327,170564
chr1:128302,1,128302,37976,135325
chr1:128704,1,128704,128302,170564
chr1:128704,1,128704,119344,131539
chr1:128704,1,128704,46375,181197
chr1:129517,1,129517,109735,189123
chr1:129517,1,129517,128302,167326
chr1:129517,1,129517,114628,133857
chr1:130362,1,130362,109735,133857
chr1:130362,1,130362,114628,143806
chr1:130362,1,130362,119344,189123
chr1:130362,1,130362,109735,139404
chr1:130362,1,130362,81262,207771
chr1:130362,1,130362,35818,179578
chr1:130362,1,130362,109735,167326
chr1:131539,1,131539,128302,133134
chr1:131539,1,131539,112136,133857
chr1:131539,1,131539,112136,133134
chr1:131539,1,131539,128302,134219
chr1:131539,1,131539,131539,133080
chr1:131539,1,131539,128302,197758
chr1:131539,1,131539,129517,173845
chr1:131539,1,131539,129517,176230
chr1:131539,1,131539,128302,136153
chr1:131539,1,131539,119344,179397
chr1:131539,1,131539,128302,167326
chr1:131539,1,131539,109735,171389
chr1:131539,1,131539,129517,145720
chr1:131539,1,131539,39901,167326
chr1:131539,1,131539,128704,135325
chr1:131539,1,131539,109735,167326
chr1:131539,1,131539,128302,135417
chr1:131539,1,131539,129517,171961
chr1:131539,1,131539,129517,167326
chr1:131539,1,131539,129517,144826
chr1:131539,1,131539,129517,136153
chr1:131539,1,131539,128704,167326
chr1:131539,1,131539,128704,166222
chr1:131539,1,131539,128302,173845
chr1:131539,1,131539,130362,133857
chr1:131539,1,131539,128302,133857
chr1:131539,1,131539,129517,171389
chr1:131539,1,131539,114824,179578
chr1:131539,1,131539,129517,135325
chr1:131539,1,131539,129517,138770
chr1:131539,1,131539,109735,160054
chr1:131539,1,131539,114824,179397
chr1:131539,1,131539,129517,177285
chr1:131539,1,131539,94351,167326
chr1:131539,1,131539,129517,134219
chr1:131539,1,131539,114652,167326
chr1:131539,1,131539,109735,166222
chr1:131539,1,131539,109735,178654
chr1:131539,1,131539,112136,138257
chr1:131539,1,131539,129517,133857
chr1:131539,1,131539,131539,167326
chr1:131539,1,131539,129517,133134
chr1:131539,1,131539,128704,141184
chr1:131539,1,131539,128302,139404
chr1:131539,1,131539,129517,138257
chr1:131539,1,131539,128302,138257
chr1:131539,1,131539,109735,173845
chr1:131539,1,131539,129517,135417
chr1:131539,1,131539,129517,179578
chr1:131539,1,131539,127853,179397
chr1:131539,1,131539,109735,145720
chr1:131539,1,131539,39795,179578
chr1:131539,1,131539,128704,171961
chr1:131539,1,131539,129517,154086
chr1:131539,1,131539,129517,139404
chr1:131539,1,131539,130362,166222
chr1:131539,1,131539,128302,168686
chr1:131539,1,131539,128704,144826
chr1:131539,1,131539,109735,144826
chr1:131539,1,131539,109735,179397
chr1:131539,1,131539,109735,178682
chr1:131539,1,131539,128302,171389
chr1:131539,1,131539,128302,135325
chr1:131539,1,131539,128704,138257
chr1:131539,1,131539,39795,156314
chr1:131539,1,131539,109735,138257
chr1:131539,1,131539,130362,174118
chr1:131539,1,131539,37976,171975
chr1:131539,1,131539,109735,171961
chr1:131539,1,131539,109735,177285
chr1:131539,1,131539,128302,177285
chr1:131539,1,131539,128704,171389
chr1:131539,1,131539,129517,134661
chr1:131539,1,131539,33040,154086
chr1:131539,1,131539,129517,160054
chr1:131539,1,131539,114628,133857
chr1:131539,1,131539,129517,179397
chr1:131539,1,131539,128302,171961
chr1:131539,1,131539,33040,135325
chr1:131539,1,131539,129517,142111
chr1:131539,1,131539,37976,179578
chr1:131539,1,131539,109735,171975
chr1:131539,1,131539,128704,179578
chr1:131539,1,131539,128302,166222
chr1:131539,1,131539,128704,189123
chr1:131539,1,131539,130362,177285
chr1:131539,1,131539,128302,134661
chr1:131539,1,131539,129517,178682
chr1:131539,1,131539,109735,158200
chr1:131539,1,131539,128704,134219
chr1:131539,1,131539,39795,138257
chr1:131539,1,131539,128704,181197
chr1:131539,1,131539,109735,142111
chr1:131539,1,131539,130362,133134
chr1:131539,1,131539,35466,167326
chr1:131539,1,131539,128302,179397
chr1:131539,1,131539,81999,179397
chr1:131539,1,131539,109735,133857
chr1:131539,1,131539,119344,171975
chr1:131539,1,131539,109735,187427
chr1:131980,1,131980,128302,138257
chr1:131980,1,131980,128302,177285
chr1:131980,1,131980,128302,167326
chr1:131980,1,131980,119344,167326
chr1:131980,1,131980,128302,133857
chr1:131980,1,131980,129517,171389
chr1:131980,1,131980,128302,156314
chr1:131980,1,131980,128302,173845
chr1:131980,1,131980,129517,138770
chr1:131980,1,131980,38508,138257
chr1:131980,1,131980,109735,167326
chr1:131980,1,131980,112136,169476
chr1:131980,1,131980,128704,138257
chr1:131980,1,131980,128302,166222
chr1:131980,1,131980,128302,171389
chr1:131980,1,131980,109735,138257
chr1:131980,1,131980,128302,179578
chr1:131980,1,131980,129517,135417
chr1:131980,1,131980,128704,134219
chr1:131980,1,131980,112136,171389
chr1:131980,1,131980,128704,167326
chr1:131980,1,131980,35128,174118
chr1:131980,1,131980,129517,138257
chr1:131980,1,131980,129517,135325
chr1:131980,1,131980,129517,134219
chr1:131980,1,131980,114628,133857
chr1:131980,1,131980,109735,135417
chr1:132618,1,132618,76368,179578
chr1:132618,1,132618,109735,178905
chr1:132618,1,132618,128302,179578
chr1:132618,1,132618,109735,142111
chr1:132618,1,132618,129517,171975
chr1:132618,1,132618,131539,133857
chr1:132618,1,132618,109735,160054
chr1:132618,1,132618,131539,154084
chr1:132618,1,132618,109735,154086
chr1:132618,1,132618,128302,135417
chr1:132618,1,132618,109735,144826
chr1:132618,1,132618,109735,189123
chr1:132618,1,132618,109735,171975
chr1:132618,1,132618,128302,171389
chr1:132618,1,132618,129517,173845
chr1:132618,1,132618,129517,136153
chr1:132618,1,132618,129517,143806
chr1:132618,1,132618,128302,179397
chr1:132618,1,132618,129517,141184
chr1:132618,1,132618,129517,144826
chr1:132618,1,132618,128302,143806
chr1:132618,1,132618,128302,133857
chr1:132618,1,132618,128302,138257
chr1:132618,1,132618,129517,178682
chr1:132618,1,132618,130362,179397
chr1:132618,1,132618,129517,177285
chr1:132618,1,132618,129517,133857
chr1:132618,1,132618,129517,171961
chr1:132618,1,132618,129517,171389
chr1:132618,1,132618,128302,144826
chr1:132618,1,132618,128302,177285
chr1:132618,1,132618,129517,139404
chr1:132618,1,132618,109735,179397
chr1:132618,1,132618,33040,179397
chr1:132618,1,132618,94351,179578
chr1:132618,1,132618,128302,145720
chr1:132618,1,132618,119344,171975
chr1:132618,1,132618,109735,193260
chr1:132618,1,132618,129517,135325
chr1:132618,1,132618,128302,167326
chr1:132618,1,132618,129517,134661
chr1:132618,1,132618,129517,135417
chr1:132723,1,132723,131539,145720
chr1:132723,1,132723,129517,136153
chr1:132723,1,132723,128302,144826
chr1:133134,1,133134,74327,187427
chr1:133174,1,133174,131539,143806
chr1:133174,1,133174,39795,179578
chr1:133174,1,133174,40866,177667
chr1:134219,1,134219,132723,159164
chr1:136160,1,136160,109735,167326
chr1:136961,1,136961,135181,159164
chr1:137167,1,137167,135417,138257
chr1:137167,1,137167,114824,179578
chr1:137167,1,137167,45522,170564
chr1:138499,1,138499,129517,192795
chr1:138499,1,138499,128302,189123
chr1:138499,1,138499,129517,167326
chr1:138499,1,138499,129517,171975
chr1:138499,1,138499,131539,156835
chr1:138780,1,138780,135181,160054
chr1:139311,1,139311,109735,174371
chr1:139311,1,139311,109735,179578
chr1:139311,1,139311,134639,142111
chr1:139692,1,139692,128302,171389
chr1:141342,1,141342,131539,167326
chr1:141342,1,141342,138499,143806
chr1:142779,1,142779,138499,160054
chr1:143852,1,143852,33040,179578
chr1:145634,1,145634,135827,167326
chr1:146738,1,146738,142779,154086
chr1:146738,1,146738,74572,169689
chr1:154086,1,154086,128704,167326
chr1:158341,1,158341,132723,168836
chr1:158341,1,158341,153742,167326
chr1:159467,1,159467,156314,167326
chr1:166369,1,166369,159467,167326
chr1:166369,1,166369,166222,167326
chr1:166369,1,166369,131539,172585
chr1:169217,1,169217,131539,189123
chr1:169638,1,169638,166369,170022
chr1:170564,1,170564,129517,179578
chr1:170564,1,170564,156314,179578
chr1:171431,1,171431,171389,177285
chr1:171975,1,171975,128704,179578
chr1:172585,1,172585,129517,179397
chr1:173339,1,173339,81262,179578
chr1:173339,1,173339,166222,189123
chr1:174371,1,174371,172585,179578
chr1:174371,1,174371,141342,189123
chr1:175818,1,175818,174118,177285
chr1:176230,1,176230,138499,197024
chr1:176266,1,176266,174118,177285
chr1:176266,1,176266,128302,179578
chr1:176266,1,176266,131980,179578
chr1:176266,1,176266,62361,189123
chr1:178191,1,178191,81262,195459
chr1:178674,1,178674,138499,179578
chr1:178674,1,178674,81262,179578
chr1:178960,1,178960,129517,187427
chr1:179578,1,179578,178768,179578
chr1:181197,1,181197,181197,181197
chr1:181197,1,181197,109735,189123
chr1:186990,1,186990,177667,189123
chr1:187427,1,187427,186990,187427
chr1:187427,1,187427,138499,192795
chr1:189123,1,189123,189123,189123
chr1:189123,1,189123,128302,192429
chr1:191704,1,191704,191704,207771
chr1:192073,1,192073,181197,207771
chr1:194020,1,194020,169217,207771
chr1:195677,1,195677,189123,207771
chr1:195872,1,195872,191704,207771
chr1:202732,1,202732,197772,207771
chr1:202732,1,202732,33040,207771
chr1:202825,1,202825,202825,207771
chr2:10135,2,10135,10135,12194
chr2:10135,2,10135,10135,18004
chr2:10135,2,10135,10135,26500
chr2:13061,2,13061,10135,19967
chr2:14298,2,14298,10135,22385
chr2:18636,2,18636,10135,41245
chr2:18636,2,18636,10135,26500
chr2:23441,2,23441,10135,26500
chr2:26500,2,26500,23441,26500
chr2:26500,2,26500,10135,38816
chr2:29490,2,29490,29490,40260
chr2:35631,2,35631,35631,36492
chr2:38816,2,38816,13061,41245
chr2:40260,2,40260,10135,438582
chr2:41245,2,41245,29490,41245
chr2:47104,2,47104,21595,67976
chr2:49603,2,49603,29490,69772
chr2:51771,2,51771,50915,63857
chr2:63857,2,63857,50915,67976
chr2:67976,2,67976,50915,69772
chr2:71431,2,71431,71431,72663
chr2:71431,2,71431,71431,75047
chr2:73448,2,73448,63857,156261
chr2:73697,2,73697,71431,87391
chr2:75097,2,75097,10135,140061
chr2:76187,2,76187,73337,81501
chr2:89547,2,89547,71431,115270
chr2:102053,2,102053,87849,132482
chr2:103188,2,103188,87849,406057
chr2:107123,2,107123,103188,156261
chr2:107123,2,107123,71431,145108
chr2:107123,2,107123,103188,117293
chr2:108452,2,108452,107123,126263
chr2:108452,2,108452,103188,126335
chr2:108764,2,108764,102053,503310
chr2:108764,2,108764,107123,145486
chr2:108764,2,108764,107123,161229
chr2:108764,2,108764,67976,132975
chr2:108764,2,108764,107123,125552
chr2:108764,2,108764,102053,146107
chr2:108764,2,108764,87849,125552
chr2:108764,2,108764,103188,160143
chr2:108764,2,108764,47104,115270
chr2:112335,2,112335,87849,143327
chr2:115270,2,115270,107123,137745
chr2:115270,2,115270,73337,127964
chr2:116832,2,116832,107123,136582
chr2:116832,2,116832,102053,146992
chr2:117298,2,117298,107123,127964
chr2:117972,2,117972,108452,143613
chr2:118818,2,118818,107123,161229
chr2:118818,2,118818,107123,140061
chr2:118818,2,118818,87849,191777
chr2:119103,2,119103,107123,144820
chr2:119103,2,119103,107123,133355
chr2:119246,2,119246,107123,140061
chr2:119246,2,119246,102053,137745
chr2:119246,2,119246,117298,132975
chr2:120701,2,120701,112335,143327
chr2:121421,2,121421,112335,142208
chr2:121908,2,121908,107123,134090
chr2:121908,2,121908,115774,560987
chr2:122381,2,122381,87849,137745
chr2:122381,2,122381,118818,125552
chr2:122381,2,122381,108764,136582
chr2:123008,2,123008,102053,143327
chr2:123008,2,123008,117298,124677
chr2:123008,2,123008,76187,134090
chr2:123764,2,123764,115774,134090
chr2:123764,2,123764,73337,146609
chr2:124505,2,124505,112335,156261
chr2:124932,2,124932,107123,160143
chr2:124932,2,124932,71431,149872
chr2:124932,2,124932,118818,125552
chr2:124932,2,124932,115270,138695
chr2:125552,2,125552,76947,154740
chr2:125552,2,125552,87391,737571
chr2:125552,2,125552,107123,134090
chr2:125552,2,125552,108452,156261
chr2:125552,2,125552,87849,145486
chr2:125552,2,125552,107123,161229
