sid_index,SNP,Chr,GenDist,ChrPos,PValue,SnpWeight,SnpWeightSE,EffectSize,SnpFractVarExpl,Mixing,Nullh2,Pheno,PhenoCount,1,2,unique,Pheno_chr,Pheno_pos,Pheno_pos_end,pos_add_p,pos_add_s,pos_cum_pheno,pos_cum_snp,pos_to_trait,type,ld_range,ld_mask
2314,rs_chromosome3_233678,3,,233678,1.62852729905862e-06,-0.386016359897093,0.0794435637319167,0.136116727119662,0.222569406478672,0,0.19913949417083,YBR127C,101,YBR127C,Prot,3_233678_YBR127C,2,491269,492822,229317,1040796,720586,1274474,0,TRANS,,
4512,rs_chromosome13_574079,13,,574079,2.76363447130322e-06,0.343059380131977,0.0722573191993075,0.0926384078354275,0.217717545414839,0,0.215039839982187,YBR127C,101,YBR127C,Prot,13_574079_YBR127C,2,491269,492822,229317,8312001,720586,8886080,0,TRANS,,
6997,rs_chromosome4_845567,4,,845567,8.18467646728238e-06,0.396918763048777,0.0879646718823986,0.138428575835849,0.207394565656998,0,0.496993543673384,YBR143C,101,YBR143C,Prot,4_845567_YBR143C,2,530869,532182,229317,1356984,760186,2202551,0,TRANS,845567|845568,
6998,rs_chromosome4_845568,4,,845568,8.18467646728238e-06,0.396918763048777,0.0879646718823986,0.138428575835849,0.207394565656998,0,0.496993543673384,YBR143C,101,YBR143C,Prot,4_845568_YBR143C,2,530869,532182,229317,1356984,760186,2202552,0,TRANS,845567|845568,
6391,rs_chromosome12_758577,12,,758577,3.06558269339978e-06,0.251452905304217,0.0532099103689166,0.0113303487303369,0.216753235582526,0,0.478881966667445,YBR177C,101,YBR177C,Prot,12_758577_YBR177C,2,584807,586162,229317,7234103,814124,7992680,0,TRANS,,
8662,rs_chromosome15_986169,15,,986169,1.65809394159443e-06,0.307932666726401,0.0634226063361241,0.0211395663281059,0.222406128660139,0,0.784920237723442,YBR249C,101,YBR249C,Prot,15_986169_YBR249C,2,716882,717994,229317,10019344,946199,11005513,0,TRANS,,
561,rs_chromosome5_85780,5,,85780,6.73830238061547e-07,-0.267959825403315,0.0531658205908394,0.0117819918355215,0.230430785916379,0,0.411999053089504,YBR263W,101,YBR263W,Prot,5_85780_YBR263W,2,736264,737736,229317,2888695,965581,2974475,0,TRANS,,
165,rs_chromosome6_48886,6,,48886,1.07871553642824e-06,0.412613036077682,0.083453844570011,0.0460329736441149,0.226274097213127,0,0.408177852511858,YBR263W,101,YBR263W,Prot,6_48886_YBR263W,2,736264,737736,229317,3465220,965581,3514106,0,TRANS,,
188,rs_chromosome9_48222,9,,48222,5.37002296729676e-06,0.280413278353305,0.0608951777555085,0.0311608613461301,0.211462208125481,0,0.406660270104712,YBR263W,101,YBR263W,Prot,9_48222_YBR263W,2,736264,737736,229317,5387374,965581,5435596,0,TRANS,,
1964,rs_chromosome16_219254,16,,219254,1.40534417121924e-06,-0.22448746561331,0.045910912276712,0.0104753097711015,0.223902345163807,0,0.401480896758559,YBR263W,101,YBR263W,Prot,16_219254_YBR263W,2,736264,737736,229317,11110207,965581,11329461,0,TRANS,,
5726,rs_chromosome15_616835,15,,616835,2.51267019858105e-06,-0.289015819279327,0.0606166027564192,0.0169858453511192,0.218599067036687,0,0.565052512951458,YBR286W,101,YBR286W,Prot,15_616835_YBR286W,2,774700,776313,229317,10019344,1004017,10636179,0,TRANS,,
5452,rs_chromosome15_579028,15,,579028,3.38354878176126e-06,-0.36510430983518,0.0776058911758595,0.0239940505001298,0.21583137251826,0,0.601726204861087,YCL018W,101,YCL018W,Prot,15_579028_YCL018W,3,91324,92418,1040796,10019344,1132120,10598372,0,TRANS,,
559,rs_chromosome3_75130,3,,75130,1.00662667098375e-06,-0.39598805719411,0.0798621489514428,0.139848644648275,0.226890048814957,0,0.688830026415982,YCL026C-B,101,YCL026C-B,Prot,3_75130_YCL026C-B,3,73405,73986,1040796,1040796,1114201,1115926,-1144,CIS,74692|75130,
1193,rs_chromosome13_133023,13,,133023,2.03524863848574e-06,-0.262838625450996,0.054617375621153,0.0181168657509101,0.220537493978126,0,0.682798038391681,YCL026C-B,101,YCL026C-B,Prot,13_133023_YCL026C-B,3,73405,73986,1040796,8312001,1114201,8445024,0,TRANS,,
2924,rs_chromosome7_316157,7,,316157,2.93911151248957e-06,-0.282094986369432,0.0595809006422407,0.0142980192298761,0.217145568625313,0,0.474797078624542,YCL028W,101,YCL028W,Prot,7_316157_YCL028W,3,70150,71367,1040796,3734736,1110946,4050893,0,TRANS,,
6500,rs_chromosome12_767369,12,,767369,5.12003133468649e-06,-0.460899778049979,0.0998649838470937,0.205038399368404,0.211917364933103,0,0.475976139119884,YCL028W,101,YCL028W,Prot,12_767369_YCL028W,3,70150,71367,1040796,7234103,1110946,8001472,0,TRANS,,
6538,rs_chromosome12_775524,12,,775524,2.28577090998636e-06,0.446126672677286,0.0931773772765182,0.194052069410829,0.21947182932565,0,0.475976139119884,YCL028W,101,YCL028W,Prot,12_775524_YCL028W,3,70150,71367,1040796,7234103,1110946,8009627,0,TRANS,,
4254,rs_chromosome15_446582,15,,446582,4.1848261969674e-06,0.226677726977323,0.0486545579915157,0.00707127611495174,0.21383223072102,0,0.735682267211221,YCL030C,101,YCL030C,Prot,15_446582_YCL030C,3,65934,68333,1040796,10019344,1106730,10465926,0,TRANS,,
1566,rs_chromosome13_183321,13,,183321,8.60954313964985e-06,0.275193844345052,0.0611402555541253,0.0653149259372296,0.206900680569721,0,0.660533793934905,YCL040W,101,YCL040W,Prot,13_183321_YCL040W,3,50838,52340,1040796,8312001,1091634,8495322,0,TRANS,,
1257,rs_chromosome16_142443,16,,142443,1.2585381691294e-06,-0.316599697100315,0.0644483409455229,0.023102883782572,0.224894779769338,0,0.648436053258923,YCL040W,101,YCL040W,Prot,16_142443_YCL040W,3,50838,52340,1040796,11110207,1091634,11252650,0,TRANS,,
601,rs_chromosome2_93441,2,,93441,2.92936572925935e-06,0.229960996028035,0.0485624986574279,0.0114449623474884,0.217176467968603,0,0.109589548623949,YCL059C,101,YCL059C,Prot,2_93441_YCL059C,3,22429,23379,1040796,229317,1063225,322758,0,TRANS,93441|93721,
638,rs_chromosome7_66795,7,,66795,7.61897999042333e-06,0.225913386659877,0.0498914265345123,0.0170488079616994,0.208091508774629,0,0.108168138881463,YCL059C,101,YCL059C,Prot,7_66795_YCL059C,3,22429,23379,1040796,3734736,1063225,3801531,0,TRANS,,
3613,rs_chromosome9_425822,9,,425822,2.66791750636344e-06,-0.239129737240808,0.0502877545396868,0.0307467707602452,0.218044357622956,0,0.101736383295084,YCL059C,101,YCL059C,Prot,9_425822_YCL059C,3,22429,23379,1040796,5387374,1063225,5813196,0,TRANS,,
5736,rs_chromosome15_617402,15,,617402,8.02884882777756e-06,0.225565740696761,0.0499424857133315,0.0177735829998284,0.207581850633488,0,0.0942000623714949,YCL059C,101,YCL059C,Prot,15_617402_YCL059C,3,22429,23379,1040796,10019344,1063225,10636746,0,TRANS,,
4146,rs_chromosome8_479996,8,,479996,3.47935482661811e-07,0.234528703448563,0.0453436482533925,0.0114235945566918,0.236140820095859,0,0.605866462821583,YCR012W,101,YCR012W,Prot,8_479996_YCR012W,3,137746,138996,1040796,4825327,1178542,5305323,0,TRANS,,
3358,rs_chromosome13_436456,13,,436456,4.52608759252798e-06,-0.373345728020255,0.0804281238516321,0.122451786210866,0.213090056856913,0,0.604317971835045,YCR012W,101,YCR012W,Prot,13_436456_YCR012W,3,137746,138996,1040796,8312001,1178542,8748457,0,TRANS,,
6196,rs_chromosome16_725524,16,,725524,4.60485544364317e-06,-0.27948545837908,0.0602567337895132,0.0128900005799279,0.212926359811517,0,0.602961097039417,YCR012W,101,YCR012W,Prot,16_725524_YCR012W,3,137746,138996,1040796,11110207,1178542,11835731,0,TRANS,,
766,rs_chromosome2_111999,2,,111999,9.90261545330301e-07,-0.285427570674748,0.0575255603102122,0.0613365786171913,0.227035763090377,0,0.537078287385835,YCR028C-A,101,YCR028C-A,Prot,2_111999_YCR028C-A,3,172950,173440,1040796,229317,1213746,341316,0,TRANS,,
7022,rs_chromosome7_796731,7,,796731,4.97548624480627e-06,-0.224995591699237,0.0486850273702417,0.0111887970473214,0.212190312569118,0,0.528286234185387,YCR028C-A,101,YCR028C-A,Prot,7_796731_YCR028C-A,3,172950,173440,1040796,3734736,1213746,4531467,0,TRANS,,
2427,rs_chromosome14_254579,14,,254579,6.45775841909338e-06,0.258923589841302,0.0567253111824628,0.0262266615444918,0.20969170599401,0,0.399176521487143,YCR053W,101,YCR053W,Prot,14_254579_YCR053W,3,216697,218241,1040796,9235803,1257493,9490382,0,TRANS,,
2389,rs_chromosome5_295532,5,,295532,1.39630045620694e-06,-0.244783648203498,0.0500480777643833,0.00959930072789916,0.223960542439811,0,0.400661041073289,YCR088W,101,YCR088W,Prot,5_295532_YCR088W,3,265068,266846,1040796,2888695,1305864,3184227,0,TRANS,,
4588,rs_chromosome12_536332,12,,536332,3.36669900620383e-07,0.456637378520442,0.0881750522535128,0.198482479632419,0.236421388481399,0,0.200507281926378,YDL007W,101,YDL007W,Prot,12_536332_YDL007W,4,438047,439360,1356984,7234103,1795031,7770435,0,TRANS,536332|536876,
4593,rs_chromosome12_536876,12,,536876,3.36669900620383e-07,0.456637378520442,0.0881750522535128,0.198482479632419,0.236421388481399,0,0.200507281926378,YDL007W,101,YDL007W,Prot,12_536876_YDL007W,4,438047,439360,1356984,7234103,1795031,7770979,0,TRANS,536332|536876,
4699,rs_chromosome12_549760,12,,549760,2.03503529425245e-06,0.39169189976558,0.0813924730442813,0.145960657490944,0.220538453931754,0,0.200507281926378,YDL007W,101,YDL007W,Prot,12_549760_YDL007W,4,438047,439360,1356984,7234103,1795031,7783863,0,TRANS,,
625,rs_chromosome12_78868,12,,78868,8.05328142433585e-07,0.412843800924986,0.082503837581662,0.0709700159009381,0.228865214934314,0,0.850774676494116,YDL022W,101,YDL022W,Prot,12_78868_YDL022W,4,411825,413000,1356984,7234103,1768809,7312971,0,TRANS,,
4470,rs_chromosome4_527851,4,,527851,2.52959320651423e-06,-0.23832363956448,0.0499996023193915,0.0480547996567395,0.218537031169589,0,0.569526991911627,YDL055C,101,YDL055C,Prot,4_527851_YDL055C,4,355674,356759,1356984,1356984,1712658,1884835,-171092,TRANS,,
1428,rs_chromosome4_180004,4,,180004,3.37908604648181e-07,-0.236682289768269,0.0457089148341025,0.0218151313944473,0.236390100251579,0,0.00212443856631997,YDL081C,101,YDL081C,Prot,4_180004_YDL081C,4,309802,310122,1356984,1356984,1666786,1536988,129798,TRANS,,
6573,rs_chromosome7_763511,7,,763511,4.18372134679132e-06,-0.21430485906212,0.0459982585016752,0.0178850576801272,0.213834726144203,0,0.00256475686859872,YDL081C,101,YDL081C,Prot,7_763511_YDL081C,4,309802,310122,1356984,3734736,1666786,4498247,0,TRANS,,
4147,rs_chromosome8_480361,8,,480361,3.09177597073038e-06,-0.21728634935667,0.0459975922266564,0.0218387874521466,0.216673917850966,0,0.00234099786736378,YDL081C,101,YDL081C,Prot,8_480361_YDL081C,4,309802,310122,1356984,4825327,1666786,5305688,0,TRANS,,
4268,rs_chromosome8_497870,8,,497870,5.23873525971464e-06,-0.210725097085724,0.045708029801953,0.00897583532099959,0.211698658544579,0,0.00234099786736378,YDL081C,101,YDL081C,Prot,8_497870_YDL081C,4,309802,310122,1356984,4825327,1666786,5323197,0,TRANS,,
2656,rs_chromosome10_297976,10,,297976,3.64449722369421e-06,-0.214234561088439,0.0456919501933352,0.00919709414360197,0.215134723132248,0,0.00267242273192333,YDL081C,101,YDL081C,Prot,10_297976_YDL081C,4,309802,310122,1356984,5825553,1666786,6123529,0,TRANS,,
1895,rs_chromosome13_231392,13,,231392,6.77635179776424e-07,-0.229669992482056,0.045579041520771,0.0112329574121653,0.23038150549811,0,0.00209347957605225,YDL081C,101,YDL081C,Prot,13_231392_YDL081C,4,309802,310122,1356984,8312001,1666786,8543393,0,TRANS,,
5850,rs_chromosome13_728436,13,,728436,6.04777057915954e-07,-0.231020500985977,0.045639156175274,0.0106424038383561,0.231374899904223,0,0.00209347957605225,YDL081C,101,YDL081C,Prot,13_728436_YDL081C,4,309802,310122,1356984,8312001,1666786,9040437,0,TRANS,,
6285,rs_chromosome14_711925,14,,711925,1.58082650906014e-06,-0.223810970933746,0.0460024952315853,0.0157174719492165,0.222838912347394,0,0.00255647697856629,YDL081C,101,YDL081C,Prot,14_711925_YDL081C,4,309802,310122,1356984,9235803,1666786,9947728,0,TRANS,,
2385,rs_chromosome15_254124,15,,254124,5.73343927282756e-06,-0.210705866930833,0.0458997604510239,0.00766969148892176,0.21083536692832,0,0.00249675634476712,YDL081C,101,YDL081C,Prot,15_254124_YDL081C,4,309802,310122,1356984,10019344,1666786,10273468,0,TRANS,,
6484,rs_chromosome16_760952,16,,760952,8.58421822179102e-08,-0.247280157149151,0.0454281433011105,0.0121931868257869,0.24777484827073,0,0.00213553355050496,YDL081C,101,YDL081C,Prot,16_760952_YDL081C,4,309802,310122,1356984,11110207,1666786,11871159,0,TRANS,,
2483,rs_chromosome7_254979,7,,254979,4.65109798612032e-07,0.29189607286586,0.0570716464742434,0.0201946474298167,0.233651284962765,0,0.472033224581197,YDL084W,101,YDL084W,Prot,7_254979_YDL084W,4,305237,306577,1356984,3734736,1662221,3989715,0,TRANS,,
3604,rs_chromosome9_425655,9,,425655,2.84634501682841e-06,-0.241596516861858,0.0509538354689639,0.0311891203280286,0.217443746413097,0,0.479568550382087,YDL084W,101,YDL084W,Prot,9_425655_YDL084W,4,305237,306577,1356984,5387374,1662221,5813029,0,TRANS,,
2656,rs_chromosome10_297976,10,,297976,3.23536847015344e-06,0.248831425048092,0.0527836975834941,0.0123060741138814,0.216250191372617,0,0.474769661791076,YDL084W,101,YDL084W,Prot,10_297976_YDL084W,4,305237,306577,1356984,5825553,1662221,6123529,0,TRANS,,
5260,rs_chromosome15_550623,15,,550623,2.4087153430292e-06,0.246636631445918,0.0516314527835677,0.0141244786080839,0.218989145068371,0,0.468354187565129,YDL084W,101,YDL084W,Prot,15_550623_YDL084W,4,305237,306577,1356984,10019344,1662221,10569967,0,TRANS,,
3136,rs_chromosome16_357947,16,,357947,8.96458395114881e-07,-0.308513578479757,0.0619244525546909,0.0819793151358766,0.227918386943128,0,0.471370285790597,YDL084W,101,YDL084W,Prot,16_357947_YDL084W,4,305237,306577,1356984,11110207,1662221,11468154,0,TRANS,,
4791,rs_chromosome2_590853,2,,590853,2.27050619573538e-06,0.50344383290159,0.105117531873639,0.228770832387647,0.219533484699214,0,0.589174898427414,YDL125C,101,YDL125C,Prot,2_590853_YDL125C,4,239019,239606,1356984,229317,1596003,820170,0,TRANS,590242|590853,
1119,rs_chromosome15_137187,15,,137187,4.3723678910998e-06,0.357805529188327,0.0769564752195401,0.0256865920221425,0.213417508173759,0,0.584012300991066,YDL125C,101,YDL125C,Prot,15_137187_YDL125C,4,239019,239606,1356984,10019344,1596003,10156531,0,TRANS,137187|137297,
1435,rs_chromosome15_161812,15,,161812,1.52798917670916e-06,0.388873685932938,0.0798137634976411,0.0404210730701821,0.223146689518155,0,0.584012300991066,YDL125C,101,YDL125C,Prot,15_161812_YDL125C,4,239019,239606,1356984,10019344,1596003,10181156,0,TRANS,,
4198,rs_chromosome2_533308,2,,533308,2.34164535906603e-06,0.343001695199416,0.0717151754758743,0.0289256110518454,0.219249460111413,0,0.383274473836861,YDL126C,101,YDL126C,Prot,2_533308_YDL126C,4,236157,238664,1356984,229317,1593141,762625,0,TRANS,,
278,rs_chromosome5_56063,5,,56063,1.55694833430125e-07,-0.260903871641748,0.0489556829845768,0.0205152146481926,0.242897637590017,0,0.391917971884928,YDL126C,101,YDL126C,Prot,5_56063_YDL126C,4,236157,238664,1356984,2888695,1593141,2944758,0,TRANS,,
5736,rs_chromosome15_617402,15,,617402,2.74572922360923e-06,-0.26138657022738,0.0550388759981544,0.0234871480188529,0.21777784862792,0,0.372139089097306,YDL126C,101,YDL126C,Prot,15_617402_YDL126C,4,236157,238664,1356984,10019344,1593141,10636746,0,TRANS,,
278,rs_chromosome5_56063,5,,56063,4.03436978053231e-06,0.215578386253443,0.0461938927526911,0.0148425828248555,0.214177984220544,0,0.569672798593219,YDL130W,101,YDL130W,Prot,5_56063_YDL130W,4,229906,230527,1356984,2888695,1586890,2944758,0,TRANS,,
3608,rs_chromosome12_392605,12,,392605,2.73961110204961e-06,-0.4261003311204,0.0897128888988384,0.118528739958956,0.217798540136573,0,0.366991038664215,YDL140C,101,YDL140C,Prot,12_392605_YDL140C,4,205360,210561,1356984,7234103,1562344,7626708,0,TRANS,392424|392605,
6266,rs_chromosome7_730694,7,,730694,4.06617614891392e-06,0.25262988766016,0.0541528841422096,0.0122108768263594,0.214103877334029,0,0.166973166994254,YDL143W,101,YDL143W,Prot,7_730694_YDL143W,4,199996,201582,1356984,3734736,1556980,4465430,0,TRANS,,
2421,rs_chromosome15_257356,15,,257356,1.27550565752291e-06,0.39124258393751,0.0796878199096275,0.0968301867472809,0.22477456112488,0,0.305291254032748,YDL147W,101,YDL147W,Prot,15_257356_YDL147W,4,190924,192261,1356984,10019344,1547908,10276700,0,TRANS,,
1231,rs_chromosome4_159428,4,,159428,2.09873946193143e-25,-0.621189726744413,0.0560716476952986,0.264639468139442,0.461711112188354,0,0.803361219039991,YDL168W,101,YDL168W,Prot,4_159428_YDL168W,4,159604,160764,1356984,1356984,1516588,1516412,176,CIS,,
1234,rs_chromosome4_159505,4,,159505,9.67569729903042e-08,-0.443522952964909,0.0818220741082109,0.18060255361833,0.246802621369545,0,0.803361219039991,YDL168W,101,YDL168W,Prot,4_159505_YDL168W,4,159604,160764,1356984,1356984,1516588,1516489,99,CIS,,
1371,rs_chromosome4_173776,4,,173776,8.27805114996062e-07,0.39818878234777,0.07966429594944,0.078323317174785,0.228622472018872,0,0.803361219039991,YDL168W,101,YDL168W,Prot,4_173776_YDL168W,4,159604,160764,1356984,1356984,1516588,1530760,-13012,CIS,,
1231,rs_chromosome16_138102,16,,138102,1.63085106703224e-06,-0.432793051181749,0.0890758226909348,0.0587346759994708,0.222556471369744,0,0.538167548822885,YDL181W,101,YDL181W,Prot,16_138102_YDL181W,4,135179,135436,1356984,11110207,1492163,11248309,0,TRANS,,
3392,rs_chromosome14_363234,14,,363234,6.98260648237026e-06,-0.466831218734289,0.102660322976751,0.0983748145176006,0.208937082850276,0,0.577345122148136,YDL195W,101,YDL195W,Prot,14_363234_YDL195W,4,107208,111029,1356984,9235803,1464192,9599037,0,TRANS,,
4055,rs_chromosome2_522687,2,,522687,3.7898531354992e-06,0.415661558027046,0.0888114204618193,0.185510507006952,0.21476707422431,0,0.411299623274345,YDL198C,101,YDL198C,Prot,2_522687_YDL198C,4,103649,104551,1356984,229317,1460633,752004,0,TRANS,,
610,rs_chromosome4_80723,4,,80723,4.01148157531661e-06,0.34470211179356,0.0738429830826872,0.120305464269849,0.214231658435116,0,0.402079137892114,YDL198C,101,YDL198C,Prot,4_80723_YDL198C,4,103649,104551,1356984,1356984,1460633,1437707,22926,CIS,,
904,rs_chromosome4_112308,4,,112308,2.8363656855506e-06,0.291022694533319,0.0613683818736779,0.0213502480204439,0.217476374620082,0,0.402079137892114,YDL198C,101,YDL198C,Prot,4_112308_YDL198C,4,103649,104551,1356984,1356984,1460633,1469292,-7757,CIS,,
927,rs_chromosome4_114279,4,,114279,1.28870942465081e-06,0.378585628395487,0.0771432993002346,0.0931389716118422,0.224682065437224,0,0.402079137892114,YDL198C,101,YDL198C,Prot,4_114279_YDL198C,4,103649,104551,1356984,1356984,1460633,1471263,-9728,CIS,,
12398,rs_chromosome4_1498558,4,,1498558,3.6249816370963e-06,0.210784871114597,0.0449451544459337,0.0105525486345756,0.21518514718965,0,0.402079137892114,YDL198C,101,YDL198C,Prot,4_1498558_YDL198C,4,103649,104551,1356984,1356984,1460633,2855542,-1394007,TRANS,,
1303,rs_chromosome9_173151,9,,173151,3.84328885328833e-06,0.318430729351963,0.0680805982098861,0.0918301144615989,0.214635297852174,0,0.647799269361782,YDR019C,101,YDR019C,Prot,9_173151_YDR019C,4,484163,485365,1356984,5387374,1841147,5560525,0,TRANS,173151|173286,
1304,rs_chromosome9_173286,9,,173286,3.84328885328833e-06,0.318430729351963,0.0680805982098861,0.0918301144615989,0.214635297852174,0,0.647799269361782,YDR019C,101,YDR019C,Prot,9_173286_YDR019C,4,484163,485365,1356984,5387374,1841147,5560660,0,TRANS,173151|173286,
1710,rs_chromosome16_193987,16,,193987,2.65247658167856e-06,-0.247367038089228,0.052006551537174,0.0259163693999713,0.218098126538676,0,0.400532512460207,YDR023W,101,YDR023W,Prot,16_193987_YDR023W,4,489508,490896,1356984,11110207,1846492,11304194,0,TRANS,,
1332,rs_chromosome15_157540,15,,157540,4.09398304449727e-06,-0.250140853213488,0.0536362342883881,0.0151906397607491,0.214039541214033,0,0.503566192756393,YDR050C,101,YDR050C,Prot,15_157540_YDR050C,4,555726,556472,1356984,10019344,1912710,10176884,0,TRANS,157528|157558,
1333,rs_chromosome15_157558,15,,157558,4.09398304449727e-06,-0.250140853213488,0.0536362342883881,0.0151906397607491,0.214039541214033,0,0.503566192756393,YDR050C,101,YDR050C,Prot,15_157558_YDR050C,4,555726,556472,1356984,10019344,1912710,10176902,0,TRANS,157528|157558,
6820,rs_chromosome12_803022,12,,803022,1.76928322358212e-06,-0.43559511514588,0.0899673399332119,0.11985070775163,0.221816098654959,0,0.428605513378531,YDR064W,101,YDR064W,Prot,12_803022_YDR064W,4,579458,580452,1356984,7234103,1936442,8037125,0,TRANS,802510|804978,
