BETA	cis_trans	Zscore	abs_z
-0.0607776	cis	-0.22909902945691102	0.22909902945691102
-0.281674	cis	-0.9266593590343041	0.9266593590343041
0.271103	cis	0.8189340788976976	0.8189340788976976
-2.16169	cis	-6.863490292316931	6.863490292316931
0.651891	cis	2.0214100032636737	2.0214100032636737
0.0835655	cis	0.22671654928598664	0.22671654928598664
0.145081	cis	0.4209740041567682	0.4209740041567682
0.816673	cis	2.541768805980341	2.541768805980341
0.0456899	cis	0.10711063439130519	0.10711063439130519
0.0631049	cis	0.16210479970857747	0.16210479970857747
0.0627552	cis	0.1610004953955456	0.1610004953955456
-0.453807	cis	-1.4702316047166486	1.4702316047166486
-1.25223	cis	-3.991541191573523	3.991541191573523
0.937063	cis	2.9219438023941455	2.9219438023941455
-0.110117	cis	-0.3849060418172339	0.3849060418172339
0.50754	cis	1.565569477411617	1.565569477411617
-0.85493	cis	-2.7369226512030225	2.7369226512030225
-0.201208	cis	-0.6725588418698121	0.6725588418698121
-0.0562521	cis	-0.21480812534302554	0.21480812534302554
0.0593809	cis	0.15034492192267324	0.15034492192267324
-0.216061	cis	-0.7194625649509171	0.7194625649509171
-0.543398	cis	-1.7531476118909086	1.7531476118909086
-0.392344	cis	-1.276139937596608	1.276139937596608
-0.065997	cis	-0.24558117395630644	0.24558117395630644
0.0648035	cis	0.16746874396398478	0.16746874396398478
0.136455	cis	0.3937342872445207	0.3937342872445207
-1.1181	cis	-3.567977172394326	3.567977172394326
0.333144	cis	1.01485099020685	1.01485099020685
-0.523587	cis	-1.690587209416003	1.690587209416003
-0.989696	cis	-3.1624950705626276	3.1624950705626276
-1.18089	cis	-3.766259322280718	3.766259322280718
-1.4779	cis	-4.704175890806876	4.704175890806876
-0.306075	cis	-1.0037143477168629	1.0037143477168629
-0.756061	cis	-2.424708001145406	2.424708001145406
0.162304	cis	0.4753618599856158	0.4753618599856158
-0.0689126	cis	-0.25478823616698915	0.25478823616698915
-0.99133	cis	-3.167655016938075	3.167655016938075
-0.163436	cis	-0.5532800814699265	0.5532800814699265
0.154976	cis	0.45222104784407285	0.45222104784407285
-0.235855	cis	-0.7819692837732019	0.7819692837732019
-0.401997	cis	-1.306622778699544	1.306622778699544
-0.33586	cis	-1.0977712649706646	1.0977712649706646
0.103302	cis	0.28904169104793576	0.28904169104793576
-0.0710844	cis	-0.26164648068240987	0.26164648068240987
0.0622235	cis	0.15932146021327778	0.15932146021327778
0.310055	cis	0.9419391163618602	0.9419391163618602
-0.517837	cis	-1.6724295033824503	1.6724295033824503
-0.723174	cis	-2.3208553962192426	2.3208553962192426
1.4197	cis	4.446044805335997	4.446044805335997
-0.300222	cis	-0.985231381905666	0.985231381905666
0.259187	cis	0.7813049962723393	0.7813049962723393
0.351966	cis	1.0742882672439846	1.0742882672439846
-1.11127	cis	-3.546408975488384	3.546408975488384
-0.672661	cis	-2.1613423171109236	2.1613423171109236
-0.187713	cis	-0.6299434952745442	0.6299434952745442
0.31605	cis	0.9608704985655379	0.9608704985655379
-0.238922	cis	-0.7916544462784026	0.7916544462784026
-0.209913	cis	-0.700048029873651	0.700048029873651
-0.370779	cis	-1.2080406453159893	1.2080406453159893
-0.438684	cis	-1.4224752589174463	1.4224752589174463
-0.0725575	cis	-0.26629832707511003	0.26629832707511003
0.108612	cis	0.3058099378371816	0.3058099378371816
0.200452	cis	0.5958279764669998	0.5958279764669998
-0.27557	cis	-0.9073837698814686	0.9073837698814686
-0.456116	cis	-1.4775231078873394	1.4775231078873394
-1.29486	cis	-4.126160845175321	4.126160845175321
0.096121	cis	0.2663650846084679	0.2663650846084679
-0.303414	cis	-0.9953112771507268	0.9953112771507268
0.0442542	cis	0.10257689203437106	0.10257689203437106
-0.165694	cis	-0.5604105336827545	0.5604105336827545
-1.18622	cis	-3.7830907263083415	3.7830907263083415
-0.731028	cis	-2.3456572437301157	2.3456572437301157
0.314188	cis	0.9549905596725858	0.9549905596725858
-0.300333	cis	-0.9855819045786616	0.9855819045786616
0.0461415	cis	0.10853672483387082	0.10853672483387082
0.18797	cis	0.5564115439955561	0.5564115439955561
0.0861511	cis	0.23488151706343932	0.23488151706343932
-0.0422395	cis	-0.17055826941854607	0.17055826941854607
0.457074	cis	1.4062048178134852	1.4062048178134852
-0.101415	cis	-0.35742632739915164	0.35742632739915164
-0.617966	cis	-1.9886230594578542	1.9886230594578542
-0.233989	cis	-0.7760767134325741	0.7760767134325741
0.284731	cis	0.8619694211281764	0.8619694211281764
-0.573252	cis	-1.8474224216171127	1.8474224216171127
0.203246	cis	0.6046510426683469	0.6046510426683469
-1.91768	cis	-6.092940405491343	6.092940405491343
-0.532827	cis	-1.719765853546442	1.719765853546442
0.142852	cis	0.4139351299395877	0.4139351299395877
0.124765	cis	0.3568188814128289	0.3568188814128289
-0.37687	cis	-1.2272751822638792	1.2272751822638792
-0.179861	cis	-0.6051479634875088	0.6051479634875088
-0.696158	cis	-2.2355425986188164	2.2355425986188164
0.583245	cis	1.8046354139803278	1.8046354139803278
0.140918	cis	0.40782782498847625	0.40782782498847625
-1.39845	cis	-4.4532837613519645	4.4532837613519645
-0.770232	cis	-2.4694580623978357	2.4694580623978357
-2.03542	cis	-6.464747067820119	6.464747067820119
0.137951	cis	0.3984584486751632	0.3984584486751632
-0.334532	cis	-1.0935776243423936	1.0935776243423936
0.0518692	cis	0.12662401054663222	0.12662401054663222
0.200916	cis	0.5972932243973595	0.5972932243973595
-0.192013	cis	-0.6435223015257225	0.6435223015257225
-0.431683	cis	-1.4003670676233766	1.4003670676233766
-0.306602	cis	-1.005378540948112	1.005378540948112
-0.418115	cis	-1.3575211971080305	1.3575211971080305
0.273512	cis	0.8265413682602764	0.8265413682602764
-0.589435	cis	-1.8985261010503265	1.8985261010503265
0.218461	cis	0.652697911764086	0.652697911764086
-1.51571	cis	-4.823574649959678	4.823574649959678
-0.322674	cis	-1.0561316977083302	1.0561316977083302
-0.600832	cis	-1.9345162533397868	1.9345162533397868
-1.63555	cis	-5.202012822318101	5.202012822318101
0.298231	cis	0.9046005570330387	0.9046005570330387
0.453472	cis	1.3948301991816843	1.3948301991816843
-0.950688	cis	-3.039313192831007	3.039313192831007
-1.01736	cis	-3.249854162686487	3.249854162686487
-0.621184	cis	-1.9987850591128056	1.9987850591128056
-0.269463	cis	-0.8880987071428766	0.8880987071428766
-0.303743	cis	-0.9963502137220378	0.9963502137220378
0.387251	cis	1.185713425051619	1.185713425051619
0.154688	cis	0.45131158361143575	0.45131158361143575
-0.16856	cis	-0.5694609659422608	0.5694609659422608
1.12877	cis	3.5273280372766216	3.5273280372766216
-2.1851	cis	-6.937415839837881	6.937415839837881
-0.4481	cis	-1.4522096867456078	1.4522096867456078
-0.652131	cis	-2.096511411916344	2.096511411916344
-0.0526992	cis	-0.20358855773144147	0.20358855773144147
-2.28813	cis	-7.262770353339953	7.262770353339953
0.222852	cis	0.6665640834498823	0.6665640834498823
-0.156771	cis	-0.5322329317805999	0.5322329317805999
-0.294784	cis	-0.9680589287908037	0.9680589287908037
-0.14421	cis	-0.4925670282175649	0.4925670282175649
-1.45256	cis	-4.62415566978249	4.62415566978249
-0.95113	cis	-3.040708967799152	3.040708967799152
0.504495	cis	1.5559537878686314	1.5559537878686314
-1.38391	cis	-4.407368449051468	4.407368449051468
-0.392871	cis	-1.2778041308278572	1.2778041308278572
0.0705704	cis	0.18567981786396628	0.18567981786396628
-0.28211	cis	-0.9280361868309354	0.9280361868309354
-0.515256	cis	-1.6642790617698247	1.6642790617698247
-2.00344	cis	-6.363758643654379	6.363758643654379
-0.0814351	cis	-0.2943325620461474	0.2943325620461474
0.0970206	cis	0.2692058971906912	0.2692058971906912
-0.170325	cis	-0.5750345922290817	0.5750345922290817
-0.816211	cis	-2.6146533955659588	2.6146533955659588
0.808502	cis	2.5159659162411834	2.5159659162411834
0.671305	cis	2.0827167345567847	2.0827167345567847
-1.42617	cis	-4.540819693743281	4.540819693743281
0.121035	cis	0.34504005645541147	0.34504005645541147
-0.176524	cis	-0.5946101782642106	0.5946101782642106
0.303794	cis	0.9221677428877607	0.9221677428877607
0.648179	cis	2.009688019820796	2.009688019820796
-0.0690214	cis	-0.2551318115437631	0.2551318115437631
-0.102922	cis	-0.3621852253109018	0.3621852253109018
-0.131509	cis	-0.45245902398588667	0.45245902398588667
0.13264	cis	0.3816870440239986	0.3816870440239986
0.0734897	cis	0.19489856416374882	0.19489856416374882
-0.285649	cis	-0.9392118601618469	0.9392118601618469
-0.209308	cis	-0.6981375234127294	0.6981375234127294
-0.852877	cis	-2.7304395606835645	2.7304395606835645
-2.16441	cis	-6.8720796767362815	6.8720796767362815
-0.0813992	cis	-0.2942191948032597	0.2942191948032597
0.179192	cis	0.528691832071639	0.528691832071639
-0.0596786	cis	-0.22562853920806333	0.22562853920806333
0.130451	cis	0.3747744842835732	0.3747744842835732
-1.16787	cis	-3.725143960096917	3.725143960096917
0.313694	cis	0.9534305758846596	0.9534305758846596
-0.0808273	cis	-0.29241321357185296	0.29241321357185296
-0.181901	cis	-0.6115900018020214	0.6115900018020214
-0.865297	cis	-2.7696602057160375	2.7696602057160375
-0.528378	cis	-1.7057165258693507	1.7057165258693507
0.18563	cis	0.54902214710538	0.54902214710538
0.155972	cis	0.455366278315276	0.455366278315276
-0.325775	cis	-1.0659242275187728	1.0659242275187728
0.0590989	cis	0.14945440486154946	0.14945440486154946
-0.403099	cis	-1.3101027425341483	1.3101027425341483
-0.0644059	cis	-0.24055669985717856	0.24055669985717856
-0.919951	cis	-2.942249991030433	2.942249991030433
-0.113055	cis	-0.3941838401348995	0.3941838401348995
-0.473716	cis	-1.5331014776596044	1.5331014776596044
-0.997107	cis	-3.185897985243437	3.185897985243437
-0.295574	cis	-0.9705536397067178	0.9705536397067178
-1.50011	cis	-4.774312004025171	4.774312004025171
-1.20262	cis	-3.834879661777952	3.834879661777952
-0.779998	cis	-2.500297741897605	2.500297741897605
0.378907	cis	1.1593642252004952	1.1593642252004952
0.679921	cis	2.1099248728498434	2.1099248728498434
0.26923	cis	0.813019403523638	0.813019403523638
0.106145	cis	0.29801949248330784	0.29801949248330784
0.0855181	cis	0.23288259046878915	0.23288259046878915
0.100692	cis	0.2807996714396624	0.2807996714396624
-0.797515	cis	-2.5556140091306028	2.5556140091306028
0.535187	cis	1.652874885882856	1.652874885882856
-1.37335	cis	-4.37402142718811	4.37402142718811
0.75923	cis	2.3603717437741927	2.3603717437741927
-0.974693	cis	-3.1151176681936903	3.1151176681936903
-1.12264	cis	-3.582313865506035	3.582313865506035
-0.311544	cis	-1.0209846945512104	1.0209846945512104
-0.0518046	cis	-0.20076353445881256	0.20076353445881256
-0.0693641	cis	-0.2562140108233628	0.2562140108233628
0.419724	cis	1.2882586751433664	1.2882586751433664
-0.303626	cis	-0.995980743877529	0.995980743877529
-0.230746	cis	-0.7658357672296506	0.7658357672296506
0.0967573	cis	0.26837443214745044	0.26837443214745044
-1.06584	cis	-3.402947308513725	3.402947308513725
-0.129618	cis	-0.4464875070972872	0.4464875070972872
-0.342748	cis	-1.1195226178679007	1.1195226178679007
-0.26405	cis	-0.8710052005759863	0.8710052005759863
-0.440484	cis	-1.4281594103714277	1.4281594103714277
0.189054	cis	0.5598346663156206	0.5598346663156206
0.168971	cis	0.49641532539878	0.49641532539878
0.466453	cis	1.4358224047506485	1.4358224047506485
-1.28982	cis	-4.110245221104173	4.110245221104173
0.844712	cis	2.6303120963237805	2.6303120963237805
-0.312667	cis	-1.0245309734861112	1.0245309734861112
-0.388869	cis	-1.2651663674285047	1.2651663674285047
-0.175013	cis	-0.589838648904785	0.589838648904785
0.781571	cis	2.4309215369038615	2.4309215369038615
-0.148743	cis	-0.5068816162958419	0.5068816162958419
1.81153	cis	5.683389841010231	5.683389841010231
-1.56245	cis	-4.971173116048068	4.971173116048068
1.80202	cis	5.653358574161695	5.653358574161695
0.267743	cis	0.8083236628502654	0.8083236628502654
0.465194	cis	1.43184665659478	1.43184665659478
-0.418699	cis	-1.3593653884686556	1.3593653884686556
-0.259478	cis	-0.8565674558828729	0.8565674558828729
-0.291387	cis	-0.9573316718523729	0.9573316718523729
-2.20125	cis	-6.988415309827771	6.988415309827771
-0.745722	cis	-2.3920588667661193	2.3920588667661193
0.339916	cis	1.0362360311214964	1.0362360311214964
-1.29687	cis	-4.132508147632268	4.132508147632268
0.288069	cis	0.8725103642133935	0.8725103642133935
-0.24663	cis	-0.8159952459491194	0.8159952459491194
0.306247	cis	0.9299139781747701	0.9299139781747701
0.219424	cis	0.6557389327919663	0.6557389327919663
-0.580515	cis	-1.8703579727339286	1.8703579727339286
0.675368	cis	2.0955471275331887	2.0955471275331887
-0.351058	cis	-1.1457644504137827	1.1457644504137827
1.23758	cis	3.8709349926698104	3.8709349926698104
-1.05367	cis	-3.364516128960972	3.364516128960972
-0.378822	cis	-1.2334393287295304	1.2334393287295304
1.17569	cis	3.6754949185104087	3.6754949185104087
0.139753	cis	0.40414891585298257	0.40414891585298257
0.265993	cis	0.8027974044922275	0.8027974044922275
-0.409486	cis	-1.3302720066100264	1.3302720066100264
0.420751	cis	1.2915017993340547	1.2915017993340547
0.0786795	cis	0.21128723595034538	0.21128723595034538
-0.933125	cis	-2.983851663949741	2.983851663949741
-0.348333	cis	-1.1371592766848384	1.1371592766848384
-0.457063	cis	-1.4805136031245174	1.4805136031245174
-0.251159	cis	-0.8302972025797212	0.8302972025797212
-0.228706	cis	-0.759393728915138	0.759393728915138
0.19908	cis	0.5914953899142983	0.5914953899142983
-0.128109	cis	-0.44172229346169917	0.44172229346169917
-0.360713	cis	-1.1762536072405565	1.1762536072405565
-0.714885	cis	-2.2946798787736573	2.2946798787736573
-0.0512959	cis	-0.19915713010067898	0.19915713010067898
-0.807665	cis	-2.5876663076072215	2.5876663076072215
0.738612	cis	2.295262946730752	2.295262946730752
-0.161179	cis	-0.5461527871190172	0.5461527871190172
-0.0872103	cis	-0.3125698462000556	0.3125698462000556
-0.160358	cis	-0.5435601824836178	0.5435601824836178
-1.10539	cis	-3.5278407474053775	3.5278407474053775
0.594143	cis	1.8390497931722676	1.8390497931722676
0.196675	cis	0.583900731999395	0.583900731999395
-0.210812	cis	-0.702886947738723	0.702886947738723
1.95298	cis	6.13006940943562	6.13006940943562
0.344802	cis	1.0516653444571378	1.0516653444571378
1.42363	cis	4.4584552026771895	4.4584552026771895
-0.48871	cis	-1.580450459271271	1.580450459271271
0.132243	cis	0.38043337284220374	0.38043337284220374
-0.295394	cis	-0.9699852245613196	0.9699852245613196
0.431503	cis	1.3254551306858384	1.3254551306858384
-0.266905	cis	-0.8800208963543849	0.8800208963543849
-0.047254	cis	-0.18639336801076323	0.18639336801076323
-0.157211	cis	-0.5336223910249066	0.5336223910249066
-0.0958369	cis	-0.33981145782945443	0.33981145782945443
0.753248	cis	2.3414814137754605	2.3414814137754605
0.295865	cis	0.8971290557329716	0.8971290557329716
0.498155	cis	1.5359329433029405	1.5359329433029405
0.227428	cis	0.6810144595906712	0.6810144595906712
-0.100331	cis	-0.35400320507908717	0.35400320507908717
0.639082	cis	1.980960949944757	1.980960949944757
-0.266448	cis	-0.8785777534574574	0.8785777534574574
-1.09402	cis	-3.491935857387727	3.491935857387727
-2.0767	cis	-6.595103607831432	6.595103607831432
0.626629	cis	1.9416360954689604	1.9416360954689604
-0.336285	cis	-1.099113356286188	1.099113356286188
0.602436	cis	1.8652379420655285	1.8652379420655285
-0.516813	cis	-1.6691958527775186	1.6691958527775186
-0.270074	cis	-0.8900281607753113	0.8900281607753113
-1.17179	cis	-3.7375227788189225	3.7375227788189225
0.97492	cis	3.041490981057136	3.041490981057136
-0.12862	cis	-0.44333596090224625	0.44333596090224625
-0.130695	cis	-0.44988852438391946	0.44988852438391946
-0.055927	cis	-0.21378150443319804	0.21378150443319804
-0.520086	cis	-1.6795315348380087	1.6795315348380087
-0.366586	cis	-1.194799730290131	1.194799730290131
0.230764	cis	0.6915490869520504	0.6915490869520504
0.450722	cis	1.386146078904768	1.386146078904768
0.238308	cis	0.7153719972680712	0.7153719972680712
-0.131513	cis	-0.4524716554335622	0.4524716554335622
-0.230425	cis	-0.7648220935536905	0.7648220935536905
0.13155	cis	0.3782449745324208	0.3782449745324208
0.0652587	cis	0.1689062027094584	0.1689062027094584
-0.213702	cis	-0.7120131686842823	0.7120131686842823
0.073672	cis	0.1954742423915604	0.1954742423915604
0.140246	cis	0.4057057417789899	0.4057057417789899
0.0845525	cis	0.22983335899991988	0.22983335899991988
-1.13641	cis	-3.6257976241289938	3.6257976241289938
-1.02741	cis	-3.2815906749712176	3.2815906749712176
-1.01101	cis	-3.229801739501607	3.229801739501607
-0.892058	cis	-2.8541677485271504	2.8541677485271504
-0.177234	cis	-0.5968522602266145	0.5968522602266145
0.621564	cis	1.92564152484984	1.92564152484984
-0.259635	cis	-0.8570632402041369	0.8570632402041369
-0.1814	cis	-0.6100079129806631	0.6100079129806631
-1.03409	cis	-3.302685192589327	3.302685192589327
-0.784669	cis	-2.515048114920687	2.515048114920687
-1.566	cis	-4.9823835258600875	4.9823835258600875
0.42054	cis	1.2908354904691715	1.2908354904691715
0.199403	cis	0.592515379314096	0.592515379314096
0.0403068	cis	0.09011154789578935	0.09011154789578935
-0.547683	cis	-1.7666790502133036	1.7666790502133036
-0.154781	cis	-0.5259487865620315	0.5259487865620315
-1.62159	cis	-5.157929069930554	5.157929069930554
-0.128078	cis	-0.44162439974221396	0.44162439974221396
-0.292988	cis	-0.9623874087844977	0.9623874087844977
-0.242407	cis	-0.8026595950656948	0.8026595950656948
-0.59736	cis	-1.92355215675744	1.92355215675744
0.670303	cis	2.0795525569140683	2.0795525569140683
-1.07368	cis	-3.4277049459577342	3.4277049459577342
0.534743	cis	1.6514727951908739	1.6514727951908739
-0.0908033	cis	-0.32391604407458674	0.32391604407458674
0.200769	cis	0.5968290186952844	0.5968290186952844
-0.655462	cis	-2.1070302499681293	2.1070302499681293
0.0473783	cis	0.11244236845513995	0.11244236845513995
-0.28777	cis	-0.9459096852917886	0.9459096852917886
-0.209126	cis	-0.6975627925434935	0.6975627925434935
0.196107	cis	0.582107066429472	0.582107066429472
0.231674	cis	0.69442274129823	0.69442274129823
-1.32199	cis	-4.2118336390345	4.2118336390345
0.531697	cis	1.6418539477859693	1.6418539477859693
0.785594	cis	2.4436256154035103	2.4436256154035103
0.485235	cis	1.4951333673110279	1.4951333673110279
0.0775119	cis	0.2076001163738626	0.2076001163738626
-0.64344	cis	-2.0690664339793696	2.0690664339793696
-0.303074	cis	-0.994237604098308	0.994237604098308
-0.16385	cis	-0.5545874363043422	0.5545874363043422
0.225631	cis	0.6753397817224461	0.6753397817224461
-1.97525	cis	-6.274738516161189	6.274738516161189
0.845825	cis	2.6338267966394926	2.6338267966394926
0.497343	cis	1.5333687594248109	1.5333687594248109
0.37262	cis	1.139510747316505	1.139510747316505
-0.372548	cis	-1.2136269030504856	1.2136269030504856
-0.27901	cis	-0.9182468148824113	0.9182468148824113
0.611453	cis	1.8937123829880578	1.8937123829880578
-1.55637	cis	-4.951973315581286	4.951973315581286
1.16858	cis	3.6530425202671815	3.6530425202671815
-0.123898	cis	-0.428424536921301	0.428424536921301
0.230783	cis	0.6916090863285091	0.6916090863285091
0.321728	cis	0.978800838540931	0.978800838540931
0.522485	cis	1.612763723789259	1.612763723789259
2.30343	cis	7.236742118906655	7.236742118906655
-0.46683	cis	-1.5113564404862057	1.5113564404862057
0.61028	cis	1.8900082109572132	1.8900082109572132
-2.14108	cis	-6.798406758168841	6.798406758168841
-0.310605	cis	-1.0180194622093834	1.0180194622093834
0.281301	cis	0.8511379547464225	0.8511379547464225
-0.262996	cis	-0.8676768141134882	0.8676768141134882
0.0908657	cis	0.24976957286618476	0.24976957286618476
0.20209	cis	0.6010005542901231	0.6010005542901231
-1.18498	cis	-3.7791749775289314	3.7791749775289314
-0.505516	cis	-1.6335214866799461	1.6335214866799461
-0.314865	cis	-1.0314719539838066	1.0314719539838066
-0.787782	cis	-2.5248785390741566	2.5248785390741566
-0.543808	cis	-1.7544423352776486	1.7544423352776486
0.0568999	cis	0.14251026650193524	0.14251026650193524
0.506571	cis	1.5625095092122234	1.5625095092122234
0.178284	cis	0.5258244934492972	0.5258244934492972
-0.152795	cis	-0.5196772727911383	0.5196772727911383
-0.431625	cis	-1.4001839116320816	1.4001839116320816
1.36241	cis	4.265130896003437	4.265130896003437
-0.28048	cis	-0.922888871903163	0.922888871903163
0.871103	cis	2.7136512302249076	2.7136512302249076
-0.733736	cis	-2.3542087338064395	2.3542087338064395
1.38693	cis	4.342561670254343	4.342561670254343
1.46914	cis	4.602169498605359	4.602169498605359
-0.183892	cis	-0.6178773048825088	0.6178773048825088
0.0657057	cis	0.17031776698719717	0.17031776698719717
0.221088	cis	0.6609936150249803	0.6609936150249803
0.090355	cis	0.24815685278421346	0.24815685278421346
1.47426	cis	4.618337751630017	4.618337751630017
1.05924	cis	3.3077618980569863	3.3077618980569863
-0.87143	cis	-2.789027372864521	2.789027372864521
-0.686011	cis	-2.203499773727954	2.203499773727954
-0.570247	cis	-1.837933046550882	1.837933046550882
-0.450944	cis	-1.461190646042899	1.461190646042899
-0.130136	cis	-0.4481232795712663	0.4481232795712663
0.252326	cis	0.7596389056469126	0.7596389056469126
-0.371035	cis	-1.2088490579672222	1.2088490579672222
-0.535276	cis	-1.7274994573857758	1.7274994573857758
0.12698	cis	0.36381354556314527	0.36381354556314527
0.661614	cis	2.0521138947009314	2.0521138947009314
0.243524	cis	0.7318434050369425	0.7318434050369425
-0.511236	cis	-1.6515844568559324	1.6515844568559324
-0.151462	cis	-0.5154678428532731	0.5154678428532731
0.813809	cis	2.5327246894446724	2.5327246894446724
-1.88492	cis	-5.989488849028877	5.989488849028877
-0.0806698	cis	-0.2919158503196296	0.2919158503196296
-0.841561	cis	-2.6947051952095333	2.6947051952095333
0.36502	cis	1.115510996733027	1.115510996733027
-0.455618	cis	-1.475950492651738	1.475950492651738
-0.545222	cis	-1.7589075520309432	1.7589075520309432
-0.281538	cis	-0.9262298898133366	0.9262298898133366
-0.134914	cis	-0.46321154381966867	0.46321154381966867
-0.0970322	cis	-0.3435860501810901	0.3435860501810901
-0.240816	cis	-0.7976354367527588	0.7976354367527588
0.816216	cis	2.5403256630834137	2.5403256630834137
-0.82748	cis	-2.6502393415298027	2.6502393415298027
-0.569263	cis	-1.8348257104227055	1.8348257104227055
-0.657053	cis	-2.112054408281065	2.112054408281065
-0.139386	cis	-0.4773335023208941	0.4773335023208941
0.185034	cis	0.5471400614017283	0.5471400614017283
