Pheno_Type	Pheno	Geno_Type	Chr	ChrPos	PValue	EffectSize	Loc	abs_effect	cis_trans
Transcriptomics	YAR018C	SNPs	8	262050	2.11e-07	0.00732485	Distant	0.00732485	trans
Transcriptomics	YAR020C	SNPs	1	176858	1.24e-08	0.04686063	Local	0.04686063	cis
Transcriptomics	YAR020C	SNPs	8	482359	8.89e-07	0.01475891	Distant	0.01475891	trans
Transcriptomics	YAR023C	SNPs	1	179601	2.56e-13	0.04334223	Local	0.04334223	cis
Transcriptomics	YAR023C	SNPs	1	179796	3.94e-08	0.04421439	Local	0.04421439	cis
Transcriptomics	YAR027W	SNPs	1	179601	1.7100000000000001e-29	0.1341124	Local	0.1341124	cis
Transcriptomics	YAR027W	SNPs	1	177726	3.37e-19	0.08548713	Local	0.08548713	cis
Transcriptomics	YAR027W	SNPs	1	178875	4.76e-18	0.21611476	Local	0.21611476	cis
Transcriptomics	YAR027W	SNPs	1	178674	1.42e-13	0.09810077	Local	0.09810077	cis
Transcriptomics	YAR027W	SNPs	1	177285	3.45e-08	0.06402275	Local	0.06402275	cis
Transcriptomics	YAR027W	SNPs	1	179796	1.02e-07	0.04721541	Local	0.04721541	cis
Transcriptomics	YAR028W	SNPs	14	132250	6.9e-08	0.02125139	Distant	0.02125139	trans
Transcriptomics	YAR029W	SNPs	1	179601	4.37e-09	0.00234421	Local	0.00234421	cis
Transcriptomics	YAR029W	SNPs	1	190504	2.95e-06	0.03808861	Local	0.03808861	cis
Transcriptomics	YAR030C	SNPs	1	179601	2.59e-09	0.00267462	Local	0.00267462	cis
Transcriptomics	YAR030C	SNPs	1	190504	1.21e-06	0.04273096	Local	0.04273096	cis
Transcriptomics	YAR030C	SNPs	15	61442	1.26e-06	0.00138377	Distant	0.00138377	trans
Transcriptomics	YAR033W	SNPs	1	179601	4.44e-17	0.04507782	Local	0.04507782	cis
Transcriptomics	YAR033W	SNPs	1	191149	3e-07	0.01360658	Local	0.01360658	cis
Transcriptomics	YAR033W	SNPs	7	416956	3.11e-06	0.05676312	Distant	0.05676312	trans
Transcriptomics	YAR033W	SNPs	9	358189	5.37e-06	0.00849822	Distant	0.00849822	trans
Transcriptomics	YAR033W	SNPs	10	703914	5.6e-06	0.00612029	Distant	0.00612029	trans
Transcriptomics	YAR033W	SNPs	13	370963	5.79e-06	0.00310445	Distant	0.00310445	trans
Transcriptomics	YAR033W	SNPs	13	797059	8.26e-06	0.01034599	Distant	0.01034599	trans
Transcriptomics	YAR033W	SNPs	7	437195	8.33e-06	0.05317252	Distant	0.05317252	trans
Transcriptomics	YAR042W	SNPs	2	690620	8.07e-07	0.01806783	Distant	0.01806783	trans
Transcriptomics	YAR042W	SNPs	2	198110	5.43e-06	0.00696464	Distant	0.00696464	trans
Transcriptomics	YAR050W	SNPs	1	198726	3.28e-10	0.02051386	Local	0.02051386	cis
Transcriptomics	YAR050W	SNPs	1	197890	3.39e-06	0.07548485	Local	0.07548485	cis
Transcriptomics	YAR066W	SNPs	7	625418	1.08e-06	0.00604579	Distant	0.00604579	trans
Transcriptomics	YAR068W	SNPs	9	41810	4.7e-09	0.11943154	Distant	0.11943154	trans
Transcriptomics	YAR068W	SNPs	9	40632	2.13e-07	0.01039741	Distant	0.01039741	trans
Transcriptomics	YAR068W	SNPs	9	41157	2.53e-07	0.00763973	Distant	0.00763973	trans
Transcriptomics	YAR068W	SNPs	10	249923	4.25e-06	0.00848545	Distant	0.00848545	trans
Transcriptomics	YAR068W	SNPs	9	37771	4.5e-06	0.03314105	Distant	0.03314105	trans
Transcriptomics	YAR068W	SNPs	9	41421	4.6e-06	0.00469526	Distant	0.00469526	trans
Transcriptomics	YAR068W	SNPs	2	198110	4.95e-06	0.00607408	Distant	0.00607408	trans
Transcriptomics	YAR068W	SNPs	9	39822	4.97e-06	0.03901935	Distant	0.03901935	trans
Transcriptomics	YAR070C	SNPs	16	692656	1.93e-06	0.009232	Distant	0.009232	trans
Transcriptomics	YAR071W	SNPs	7	913176	1.28e-10	0.06950281	Distant	0.06950281	trans
Transcriptomics	YAR071W	SNPs	13	231090	7.31e-08	0.01353449	Distant	0.01353449	trans
Transcriptomics	YAR071W	SNPs	12	391137	1.06e-07	0.0135832	Distant	0.0135832	trans
Transcriptomics	YAR071W	SNPs	16	702786	1.22e-07	0.0334427	Distant	0.0334427	trans
Transcriptomics	YAR071W	SNPs	16	211097	2.07e-07	0.02748702	Distant	0.02748702	trans
Transcriptomics	YAR071W	SNPs	2	729640	3.53e-06	0.01630017	Distant	0.01630017	trans
Transcriptomics	YAR071W	SNPs	15	347552	3.66e-06	0.03303305	Distant	0.03303305	trans
Transcriptomics	YAR071W	SNPs	8	202650	4.21e-06	0.02218241	Distant	0.02218241	trans
Transcriptomics	YAR071W	SNPs	4	642973	6.16e-06	0.01631914	Distant	0.01631914	trans
Transcriptomics	YAR071W	SNPs	10	46191	6.17e-06	0.00948631	Distant	0.00948631	trans
Transcriptomics	YAR073W	SNPs	7	547230	2.06e-06	0.02875139	Distant	0.02875139	trans
Transcriptomics	YBL003C	SNPs	12	1031026	2.14e-06	0.05403214	Distant	0.05403214	trans
Transcriptomics	YBL003C	SNPs	4	165975	4.23e-06	0.0127452	Distant	0.0127452	trans
Transcriptomics	YBL004W	SNPs	7	655851	4.38e-07	0.00702777	Distant	0.00702777	trans
Transcriptomics	YBL006C	SNPs	2	217109	3.96e-06	0.03507508	Local	0.03507508	cis
Transcriptomics	YBL015W	SNPs	2	193867	1.77e-06	0.08070571	Local	0.08070571	cis
Transcriptomics	YBL016W	SNPs	4	575938	3.09e-06	0.01983586	Distant	0.01983586	trans
Transcriptomics	YBL016W	SNPs	15	811578	5.18e-06	0.0153126	Distant	0.0153126	trans
Transcriptomics	YBL020W	SNPs	9	146276	1.73e-06	0.03110369	Distant	0.03110369	trans
Transcriptomics	YBL022C	SNPs	16	415343	3.51e-06	0.04487457	Distant	0.04487457	trans
Transcriptomics	YBL022C	SNPs	1	92566	4.19e-06	0.00672559	Distant	0.00672559	trans
Transcriptomics	YBL024W	SNPs	7	655851	2.83e-06	0.00598882	Distant	0.00598882	trans
Transcriptomics	YBL028C	SNPs	7	655851	2.09e-06	0.00621354	Distant	0.00621354	trans
Transcriptomics	YBL028C	SNPs	13	213896	2.53e-06	0.00598074	Distant	0.00598074	trans
Transcriptomics	YBL029W	SNPs	2	521948	1.69e-06	0.00738936	Distant	0.00738936	trans
Transcriptomics	YBL030C	SNPs	2	93811	2.92e-06	0.00539178	Distant	0.00539178	trans
Transcriptomics	YBL039C	SNPs	7	655851	1.97e-06	0.006346	Distant	0.006346	trans
Transcriptomics	YBL040C	SNPs	14	605480	3.96e-06	0.0135502	Distant	0.0135502	trans
Transcriptomics	YBL042C	SNPs	7	655851	8.84e-10	0.0106234	Distant	0.0106234	trans
Transcriptomics	YBL042C	SNPs	14	138888	4.32e-06	0.02948149	Distant	0.02948149	trans
Transcriptomics	YBL046W	SNPs	14	147322	6.1e-06	0.01065755	Distant	0.01065755	trans
Transcriptomics	YBL053W	SNPs	4	1174702	3.73e-06	0.01242164	Distant	0.01242164	trans
Transcriptomics	YBL057C	SNPs	12	722403	8.7e-07	0.01151484	Distant	0.01151484	trans
Transcriptomics	YBL058W	SNPs	16	415343	4.29e-07	0.04889172	Distant	0.04889172	trans
Transcriptomics	YBL059C-A	SNPs	7	924648	6.37e-06	0.006063	Distant	0.006063	trans
Transcriptomics	YBL059W	SNPs	7	1058166	1.35e-07	0.0096929	Distant	0.0096929	trans
Transcriptomics	YBL060W	SNPs	2	198110	1.69e-06	0.00772013	Distant	0.00772013	trans
Transcriptomics	YBL060W	SNPs	13	206138	4.19e-06	0.0079451	Distant	0.0079451	trans
Transcriptomics	YBL073W	SNPs	12	279986	2.48e-06	0.0322979	Distant	0.0322979	trans
Transcriptomics	YBL073W	SNPs	2	88039	3.49e-06	0.00529641	Local	0.00529641	cis
Transcriptomics	YBL073W	SNPs	10	145040	4.81e-06	0.01045303	Distant	0.01045303	trans
Transcriptomics	YBL078C	SNPs	2	80838	3.1e-08	0.09739933	Local	0.09739933	cis
Transcriptomics	YBL081W	SNPs	12	919791	6.39e-06	0.01226418	Distant	0.01226418	trans
Transcriptomics	YBL082C	SNPs	2	71431	1.3e-14	0.11229136	Local	0.11229136	cis
Transcriptomics	YBL082C	SNPs	11	234932	1.61e-06	0.03709443	Distant	0.03709443	trans
Transcriptomics	YBL083C	SNPs	8	324770	4.46e-06	0.08105205	Distant	0.08105205	trans
Transcriptomics	YBL084C	SNPs	3	65398	2.59e-06	0.01472703	Distant	0.01472703	trans
Transcriptomics	YBL086C	SNPs	11	290740	3.9e-07	0.01817736	Distant	0.01817736	trans
Transcriptomics	YBL089W	SNPs	2	49999	2.37e-07	0.02290971	Local	0.02290971	cis
Transcriptomics	YBL089W	SNPs	15	100319	6.15e-06	0.04361516	Distant	0.04361516	trans
Transcriptomics	YBL096C	SNPs	8	36073	1.48e-06	0.06625096	Distant	0.06625096	trans
Transcriptomics	YBL099W	SNPs	4	1318821	8.35e-07	0.06312127	Distant	0.06312127	trans
Transcriptomics	YBL100W-C	SNPs	15	351325	2.12e-06	0.0676473	Distant	0.0676473	trans
Transcriptomics	YBL100W-C	SNPs	9	276744	3.68e-06	0.07494974	Distant	0.07494974	trans
Transcriptomics	YBL101C	SNPs	2	24209	1.44e-07	0.02071125	Local	0.02071125	cis
Transcriptomics	YBL106C	SNPs	7	591793	5.75e-07	0.01471128	Distant	0.01471128	trans
Transcriptomics	YBL106C	SNPs	10	297976	2.84e-06	0.00758447	Distant	0.00758447	trans
Transcriptomics	YBL107C	SNPs	2	10621	5.18e-08	0.02049097	Local	0.02049097	cis
Transcriptomics	YBL107C	SNPs	2	12359	1.41e-07	0.02218375	Local	0.02218375	cis
Transcriptomics	YBL107C	SNPs	2	10208	1.39e-06	0.01052865	Local	0.01052865	cis
Transcriptomics	YBL107W-A	SNPs	12	508718	3.09e-06	0.06039017	Distant	0.06039017	trans
Transcriptomics	YBL108C-A	SNPs	4	492120	3.01e-06	0.00765379	Distant	0.00765379	trans
Transcriptomics	YBL112C	SNPs	4	1129035	3.88e-06	0.00783762	Distant	0.00783762	trans
Transcriptomics	YBL113C	SNPs	4	593321	1.48e-06	0.00362964	Distant	0.00362964	trans
Transcriptomics	YBR002C	SNPs	15	675643	4.25e-07	0.03158725	Distant	0.03158725	trans
Transcriptomics	YBR007C	SNPs	16	596248	6.79e-06	0.00627726	Distant	0.00627726	trans
Transcriptomics	YBR008C	SNPs	4	1138340	3.63e-06	0.01005522	Distant	0.01005522	trans
Transcriptomics	YBR008C	SNPs	12	210539	7.09e-06	0.00489323	Distant	0.00489323	trans
Transcriptomics	YBR010W	SNPs	4	380086	7.08e-08	0.08513484	Distant	0.08513484	trans
Transcriptomics	YBR013C	SNPs	4	1435238	1.71e-06	0.06351237	Distant	0.06351237	trans
Transcriptomics	YBR015C	SNPs	9	386312	7.96e-06	0.02088703	Distant	0.02088703	trans
Transcriptomics	YBR016W	SNPs	12	599955	9.6e-07	0.02255596	Distant	0.02255596	trans
Transcriptomics	YBR016W	SNPs	16	762221	1.51e-06	0.02739046	Distant	0.02739046	trans
Transcriptomics	YBR016W	SNPs	15	241656	1.7e-06	0.02737321	Distant	0.02737321	trans
Transcriptomics	YBR016W	SNPs	9	270924	3.31e-06	0.02592178	Distant	0.02592178	trans
Transcriptomics	YBR022W	SNPs	2	283431	5.93e-15	0.03604994	Local	0.03604994	cis
Transcriptomics	YBR022W	SNPs	16	904776	5.34e-08	0.03582644	Distant	0.03582644	trans
Transcriptomics	YBR025C	SNPs	12	418313	2.78e-07	0.02465092	Distant	0.02465092	trans
Transcriptomics	YBR029C	SNPs	5	326290	2.33e-06	0.01647767	Distant	0.01647767	trans
Transcriptomics	YBR029C	SNPs	11	546387	4.71e-06	0.02111481	Distant	0.02111481	trans
Transcriptomics	YBR035C	SNPs	4	1392190	3.16e-07	0.0950735	Distant	0.0950735	trans
Transcriptomics	YBR036C	SNPs	7	413763	5.52e-06	0.00730111	Distant	0.00730111	trans
Transcriptomics	YBR043C	SNPs	2	324274	4e-10	0.00875461	Local	0.00875461	cis
Transcriptomics	YBR044C	SNPs	4	869651	4.32e-06	0.01681772	Distant	0.01681772	trans
Transcriptomics	YBR047W	SNPs	13	561397	1.68e-07	0.0472927	Distant	0.0472927	trans
Transcriptomics	YBR050C	SNPs	5	259719	3.17e-06	0.00773251	Distant	0.00773251	trans
Transcriptomics	YBR053C	SNPs	12	585709	9.88e-07	0.03233657	Distant	0.03233657	trans
Transcriptomics	YBR054W	SNPs	16	390546	4.91e-07	0.01046934	Distant	0.01046934	trans
Transcriptomics	YBR055C	SNPs	7	655851	3.53e-06	0.00607404	Distant	0.00607404	trans
Transcriptomics	YBR056W-A	SNPs	2	351999	4.84e-18	0.2297531	Local	0.2297531	cis
Transcriptomics	YBR056W-A	SNPs	12	65485	2.44e-06	0.02902639	Distant	0.02902639	trans
Transcriptomics	YBR056W-A	SNPs	7	581206	3.18e-06	0.07634141	Distant	0.07634141	trans
Transcriptomics	YBR060C	SNPs	13	524221	2.98e-06	0.0716865	Distant	0.0716865	trans
Transcriptomics	YBR061C	SNPs	7	655851	2.07e-06	0.0062545	Distant	0.0062545	trans
Transcriptomics	YBR061C	SNPs	13	213896	2.47e-06	0.00604623	Distant	0.00604623	trans
Transcriptomics	YBR062C	SNPs	2	366409	5.41e-06	0.00791542	Local	0.00791542	cis
Transcriptomics	YBR063C	SNPs	2	370007	1.0300000000000001e-21	0.3340374	Local	0.3340374	cis
Transcriptomics	YBR063C	SNPs	4	1477889	9.06e-07	0.01972877	Distant	0.01972877	trans
Transcriptomics	YBR063C	SNPs	14	593545	1.02e-06	0.02116992	Distant	0.02116992	trans
Transcriptomics	YBR063C	SNPs	2	484159	1.24e-06	0.02081821	Distant	0.02081821	trans
Transcriptomics	YBR063C	SNPs	11	252841	4.26e-06	0.0048192	Distant	0.0048192	trans
Transcriptomics	YBR065C	SNPs	2	370007	4.07e-18	0.24987869	Local	0.24987869	cis
Transcriptomics	YBR067C	SNPs	2	373349	8.91e-07	0.02329701	Local	0.02329701	cis
Transcriptomics	YBR068C	SNPs	2	376375	1.01e-08	0.07471564	Local	0.07471564	cis
Transcriptomics	YBR068C	SNPs	9	177659	7.08e-08	0.0335207	Distant	0.0335207	trans
Transcriptomics	YBR068C	SNPs	6	41083	1.05e-06	0.01979414	Distant	0.01979414	trans
Transcriptomics	YBR069C	SNPs	2	376375	8.53e-18	0.15137549	Local	0.15137549	cis
Transcriptomics	YBR069C	SNPs	2	381013	4.21e-07	0.01609239	Local	0.01609239	cis
Transcriptomics	YBR069C	SNPs	2	376523	8.9e-07	0.06921989	Local	0.06921989	cis
Transcriptomics	YBR079C	SNPs	7	655851	5.65e-07	0.00684609	Distant	0.00684609	trans
Transcriptomics	YBR083W	SNPs	1	108718	4.38e-06	0.00720906	Distant	0.00720906	trans
Transcriptomics	YBR088C	SNPs	12	210539	4.33e-07	0.00634251	Distant	0.00634251	trans
Transcriptomics	YBR088C	SNPs	3	93194	2.08e-06	0.00769711	Distant	0.00769711	trans
Transcriptomics	YBR091C	SNPs	16	220077	6.52e-08	0.02695523	Distant	0.02695523	trans
Transcriptomics	YBR091C	SNPs	7	775197	2.01e-06	0.00891748	Distant	0.00891748	trans
Transcriptomics	YBR091C	SNPs	11	552930	2.04e-06	0.01452536	Distant	0.01452536	trans
Transcriptomics	YBR091C	SNPs	4	797276	3.35e-06	0.01412761	Distant	0.01412761	trans
Transcriptomics	YBR092C	SNPs	2	450742	3.02e-06	0.00798834	Local	0.00798834	cis
Transcriptomics	YBR092C	SNPs	15	197844	7.06e-06	0.00692372	Distant	0.00692372	trans
Transcriptomics	YBR093C	SNPs	7	65930	2.18e-08	0.01562541	Distant	0.01562541	trans
Transcriptomics	YBR093C	SNPs	2	202801	2.01e-06	0.00897945	Distant	0.00897945	trans
Transcriptomics	YBR093C	SNPs	7	346793	4.54e-06	0.04465553	Distant	0.04465553	trans
Transcriptomics	YBR094W	SNPs	2	431912	1.32e-16	0.20538226	Local	0.20538226	cis
Transcriptomics	YBR096W	SNPs	15	586701	6.47e-06	0.01342463	Distant	0.01342463	trans
Transcriptomics	YBR097W	SNPs	14	230725	2.28e-06	0.03583962	Distant	0.03583962	trans
Transcriptomics	YBR098W	SNPs	2	447158	4.61e-07	0.07030516	Local	0.07030516	cis
Transcriptomics	YBR098W	SNPs	4	357312	2.56e-06	0.0220583	Distant	0.0220583	trans
Transcriptomics	YBR098W	SNPs	14	230535	5.96e-06	0.01305639	Distant	0.01305639	trans
Transcriptomics	YBR101C	SNPs	4	1285035	4.01e-07	0.08953947	Distant	0.08953947	trans
Transcriptomics	YBR101C	SNPs	4	1281066	1.74e-06	0.03694947	Distant	0.03694947	trans
Transcriptomics	YBR103C-A	SNPs	2	449325	8.84e-58	0.05057708	Local	0.05057708	cis
Transcriptomics	YBR103C-A	SNPs	7	952343	5.31e-09	0.01012678	Distant	0.01012678	trans
Transcriptomics	YBR103C-A	SNPs	14	752921	2.98e-08	0.00899787	Distant	0.00899787	trans
Transcriptomics	YBR103C-A	SNPs	14	503166	6.01e-08	0.00858529	Distant	0.00858529	trans
Transcriptomics	YBR103C-A	SNPs	7	983376	3.24e-07	0.0211877	Distant	0.0211877	trans
Transcriptomics	YBR103C-A	SNPs	13	674833	4.58e-07	0.02911086	Distant	0.02911086	trans
Transcriptomics	YBR103C-A	SNPs	3	141783	2.48e-06	0.00481179	Distant	0.00481179	trans
Transcriptomics	YBR103C-A	SNPs	4	1474060	4.73e-06	0.0077055	Distant	0.0077055	trans
Transcriptomics	YBR103C-A	SNPs	2	435279	6.74e-06	0.0068618	Local	0.0068618	cis
Transcriptomics	YBR103W	SNPs	2	447158	1.56e-09	0.10984591	Local	0.10984591	cis
Transcriptomics	YBR103W	SNPs	12	210539	2.16e-06	0.00530955	Distant	0.00530955	trans
Transcriptomics	YBR107C	SNPs	15	159763	1.75e-06	0.03075358	Distant	0.03075358	trans
Transcriptomics	YBR109C	SNPs	15	586701	2.55e-07	0.01602139	Distant	0.01602139	trans
Transcriptomics	YBR111W-A	SNPs	11	290740	4.95e-06	0.01281891	Distant	0.01281891	trans
Transcriptomics	YBR112C	SNPs	4	699872	3.09e-06	0.00679282	Distant	0.00679282	trans
Transcriptomics	YBR126W-B	SNPs	8	284856	7.46e-06	0.00872005	Distant	0.00872005	trans
Transcriptomics	YBR127C	SNPs	2	690620	3.56e-06	0.01632636	Distant	0.01632636	trans
Transcriptomics	YBR130C	SNPs	11	430859	3.93e-07	0.01196831	Distant	0.01196831	trans
Transcriptomics	YBR131W	SNPs	12	386506	4.92e-06	0.02183457	Distant	0.02183457	trans
Transcriptomics	YBR133C	SNPs	16	239611	7.35e-06	0.01088944	Distant	0.01088944	trans
Transcriptomics	YBR137W	SNPs	16	681719	3.61e-06	0.08001294	Distant	0.08001294	trans
Transcriptomics	YBR140C	SNPs	11	335915	3.46e-06	0.04418867	Distant	0.04418867	trans
Transcriptomics	YBR141C	SNPs	15	715193	2.77e-06	0.05086098	Distant	0.05086098	trans
Transcriptomics	YBR143C	SNPs	7	655851	9.05e-06	0.00553161	Distant	0.00553161	trans
Transcriptomics	YBR143C	SNPs	16	662572	9.14e-06	0.01461717	Distant	0.01461717	trans
Transcriptomics	YBR144C	SNPs	2	533330	1.58e-07	0.05662665	Local	0.05662665	cis
Transcriptomics	YBR147W	SNPs	2	536682	1.05e-09	0.04396152	Local	0.04396152	cis
Transcriptomics	YBR150C	SNPs	14	448099	3.15e-06	0.01112802	Distant	0.01112802	trans
Transcriptomics	YBR153W	SNPs	2	547256	1.51e-06	0.0146592	Local	0.0146592	cis
Transcriptomics	YBR154C	SNPs	13	213896	2.64e-08	0.00858721	Distant	0.00858721	trans
Transcriptomics	YBR154C	SNPs	7	655851	1.61e-06	0.00652949	Distant	0.00652949	trans
Transcriptomics	YBR156C	SNPs	10	329903	5.74e-06	0.04791008	Distant	0.04791008	trans
Transcriptomics	YBR157C	SNPs	13	157323	1.04e-06	0.0222516	Distant	0.0222516	trans
Transcriptomics	YBR158W	SNPs	4	1492828	2.21e-07	0.10729524	Distant	0.10729524	trans
Transcriptomics	YBR158W	SNPs	13	157323	1.72e-06	0.02268384	Distant	0.02268384	trans
Transcriptomics	YBR160W	SNPs	10	705917	4.29e-06	0.02079965	Distant	0.02079965	trans
Transcriptomics	YBR163W	SNPs	2	565735	3.28e-07	0.07034679	Local	0.07034679	cis
Transcriptomics	YBR166C	SNPs	2	571349	2.28e-06	0.05481256	Local	0.05481256	cis
Transcriptomics	YBR167C	SNPs	7	547230	2.59e-06	0.02659011	Distant	0.02659011	trans
Transcriptomics	YBR170C	SNPs	2	575784	1.03e-07	0.08891649	Local	0.08891649	cis
Transcriptomics	YBR175W	SNPs	4	1453164	3.43e-06	0.0195484	Distant	0.0195484	trans
Transcriptomics	YBR176W	SNPs	2	592634	5.78e-08	0.0982051	Local	0.0982051	cis
Transcriptomics	YBR176W	SNPs	2	575877	9.67e-07	0.089298	Local	0.089298	cis
Transcriptomics	YBR180W	SNPs	2	591323	2.5e-06	0.09123798	Local	0.09123798	cis
Transcriptomics	YBR182C-A	SNPs	2	594942	4.17e-06	0.02464761	Local	0.02464761	cis
Transcriptomics	YBR182C	SNPs	12	393700	5.09e-08	0.0156917	Distant	0.0156917	trans
Transcriptomics	YBR182C	SNPs	12	391675	1.26e-06	0.08786447	Distant	0.08786447	trans
Transcriptomics	YBR182C	SNPs	12	963928	5.15e-06	0.06355897	Distant	0.06355897	trans
Transcriptomics	YBR188C	SNPs	8	216636	3.63e-06	0.00788351	Distant	0.00788351	trans
Transcriptomics	YBR191W	SNPs	12	585709	6.02e-06	0.02947636	Distant	0.02947636	trans
Transcriptomics	YBR193C	SNPs	2	609255	2.8e-11	0.14704109	Local	0.14704109	cis
Transcriptomics	YBR193C	SNPs	13	31924	7.49e-06	0.01830922	Distant	0.01830922	trans
Transcriptomics	YBR195C	SNPs	9	94804	1.19e-06	0.04120341	Distant	0.04120341	trans
Transcriptomics	YBR196C-A	SNPs	2	596654	1.5e-14	0.10996707	Local	0.10996707	cis
Transcriptomics	YBR196C-A	SNPs	2	618908	1.28e-09	0.02203875	Local	0.02203875	cis
Transcriptomics	YBR196C-A	SNPs	2	626455	2.03e-07	0.02937028	Local	0.02937028	cis
Transcriptomics	YBR196C-A	SNPs	2	626092	7.13e-07	0.01312661	Local	0.01312661	cis
Transcriptomics	YBR196C-A	SNPs	2	639793	1.05e-06	0.01168788	Distant	0.01168788	trans
Transcriptomics	YBR196C-B	SNPs	2	618908	4.78e-07	0.01468723	Local	0.01468723	cis
Transcriptomics	YBR196C-B	SNPs	2	617513	2.58e-06	0.0189532	Local	0.0189532	cis
Transcriptomics	YBR196C-B	SNPs	15	898827	6.36e-06	0.01633868	Distant	0.01633868	trans
Transcriptomics	YBR197C	SNPs	2	615698	4.95e-18	0.14402138	Local	0.14402138	cis
Transcriptomics	YBR197C	SNPs	2	621176	3.58e-07	0.01320048	Local	0.01320048	cis
Transcriptomics	YBR197C	SNPs	2	610045	1.01e-06	0.01313281	Local	0.01313281	cis
Transcriptomics	YBR197C	SNPs	2	639793	1.76e-06	0.01033967	Local	0.01033967	cis
Transcriptomics	YBR197C	SNPs	2	626092	3e-06	0.01074107	Local	0.01074107	cis
Transcriptomics	YBR197C	SNPs	2	617606	5.25e-06	0.01582455	Local	0.01582455	cis
Transcriptomics	YBR197C	SNPs	16	705306	6.35e-06	0.05666172	Distant	0.05666172	trans
Transcriptomics	YBR199W	SNPs	2	618736	1.62e-06	0.06470381	Local	0.06470381	cis
Transcriptomics	YBR200W	SNPs	2	620684	3.31e-09	0.01208598	Local	0.01208598	cis
Transcriptomics	YBR200W	SNPs	16	777117	4.63e-06	0.07305222	Distant	0.07305222	trans
Transcriptomics	YBR201C-A	SNPs	12	924398	4.69e-06	0.01186386	Distant	0.01186386	trans
Transcriptomics	YBR202W	SNPs	14	605480	2.32e-06	0.01456764	Distant	0.01456764	trans
Transcriptomics	YBR202W	SNPs	16	422588	4.65e-06	0.0822922	Distant	0.0822922	trans
Transcriptomics	YBR209W	SNPs	5	476870	2.01e-06	0.01162493	Distant	0.01162493	trans
Transcriptomics	YBR210W	SNPs	2	645512	3.52e-09	0.01092307	Local	0.01092307	cis
Transcriptomics	YBR210W	SNPs	2	646253	3.96e-08	0.00697266	Local	0.00697266	cis
Transcriptomics	YBR220C	SNPs	2	722617	9.25e-06	0.03460077	Distant	0.03460077	trans
Transcriptomics	YBR221C	SNPs	1	92566	1.02e-06	0.00778187	Distant	0.00778187	trans
