sid_index	SNP	Chr	ChrPos	PValue	EffectSize	Pheno	type	abs_effect	cis_trans
5736	rs_chromosome15_617402	15	617402	2.74572922360923e-06	0.0234871480188529	YDL126C	TRANS	0.0234871480188529	trans
278	rs_chromosome5_56063	5	56063	4.03436978053231e-06	0.0148425828248555	YDL130W	TRANS	0.0148425828248555	trans
3608	rs_chromosome12_392605	12	392605	2.73961110204961e-06	0.118528739958956	YDL140C	TRANS	0.118528739958956	trans
6266	rs_chromosome7_730694	7	730694	4.06617614891392e-06	0.0122108768263594	YDL143W	TRANS	0.0122108768263594	trans
2421	rs_chromosome15_257356	15	257356	1.27550565752291e-06	0.0968301867472809	YDL147W	TRANS	0.0968301867472809	trans
1231	rs_chromosome4_159428	4	159428	2.0987394619314302e-25	0.264639468139442	YDL168W	CIS	0.264639468139442	cis
1234	rs_chromosome4_159505	4	159505	9.67569729903042e-08	0.18060255361833	YDL168W	CIS	0.18060255361833	cis
1371	rs_chromosome4_173776	4	173776	8.27805114996062e-07	0.078323317174785	YDL168W	CIS	0.078323317174785	cis
1231	rs_chromosome16_138102	16	138102	1.63085106703224e-06	0.0587346759994708	YDL181W	TRANS	0.0587346759994708	trans
3392	rs_chromosome14_363234	14	363234	6.98260648237026e-06	0.0983748145176006	YDL195W	TRANS	0.0983748145176006	trans
4055	rs_chromosome2_522687	2	522687	3.7898531354992e-06	0.185510507006952	YDL198C	TRANS	0.185510507006952	trans
610	rs_chromosome4_80723	4	80723	4.01148157531661e-06	0.120305464269849	YDL198C	CIS	0.120305464269849	cis
904	rs_chromosome4_112308	4	112308	2.8363656855506e-06	0.0213502480204439	YDL198C	CIS	0.0213502480204439	cis
927	rs_chromosome4_114279	4	114279	1.28870942465081e-06	0.0931389716118422	YDL198C	CIS	0.0931389716118422	cis
12398	rs_chromosome4_1498558	4	1498558	3.6249816370963e-06	0.0105525486345756	YDL198C	TRANS	0.0105525486345756	trans
1303	rs_chromosome9_173151	9	173151	3.84328885328833e-06	0.0918301144615989	YDR019C	TRANS	0.0918301144615989	trans
1304	rs_chromosome9_173286	9	173286	3.84328885328833e-06	0.0918301144615989	YDR019C	TRANS	0.0918301144615989	trans
1710	rs_chromosome16_193987	16	193987	2.65247658167856e-06	0.0259163693999713	YDR023W	TRANS	0.0259163693999713	trans
1332	rs_chromosome15_157540	15	157540	4.09398304449727e-06	0.0151906397607491	YDR050C	TRANS	0.0151906397607491	trans
1333	rs_chromosome15_157558	15	157558	4.09398304449727e-06	0.0151906397607491	YDR050C	TRANS	0.0151906397607491	trans
6820	rs_chromosome12_803022	12	803022	1.76928322358212e-06	0.11985070775163	YDR064W	TRANS	0.11985070775163	trans
916	rs_chromosome12_106104	12	106104	1.28669703584206e-06	0.0169412288531148	YDR127W	TRANS	0.0169412288531148	trans
2672	rs_chromosome16_300745	16	300745	8.12040515433752e-06	0.0280927587896764	YDR129C	TRANS	0.0280927587896764	trans
4371	rs_chromosome16_525725	16	525725	4.05519712636052e-06	0.140307285684764	YDR129C	TRANS	0.140307285684764	trans
4952	rs_chromosome7_585438	7	585438	3.21298585461508e-06	0.0075593817622265	YDR135C	TRANS	0.0075593817622265	trans
165	rs_chromosome6_48886	6	48886	2.5691219950859e-06	0.0437238094827939	YDR155C	TRANS	0.0437238094827939	trans
295	rs_chromosome8_35255	8	35255	4.22011103691615e-07	0.053548676462345	YDR155C	TRANS	0.053548676462345	trans
3803	rs_chromosome12_407581	12	407581	1.64891268690993e-07	0.0180588019643826	YDR158W	TRANS	0.0180588019643826	trans
73	rs_chromosome11_11751	11	11751	1.57523921690558e-06	0.0462892005642866	YDR174W	TRANS	0.0462892005642866	trans
1240	rs_chromosome16_139660	16	139660	6.6795186073304e-08	0.141627410948835	YDR174W	TRANS	0.141627410948835	trans
6807	rs_chromosome4_820419	4	820419	1.28063435101477e-06	0.0743984594192404	YDR177W	CIS	0.0743984594192404	cis
3768	rs_chromosome9_432021	9	432021	7.13364864088913e-06	0.0120083291410927	YDR226W	TRANS	0.0120083291410927	trans
3327	rs_chromosome14_357524	14	357524	5.57555020110974e-06	0.149838929365388	YDR226W	TRANS	0.149838929365388	trans
4989	rs_chromosome16_588966	16	588966	5.89139926612895e-06	0.0289426412895631	YDR226W	TRANS	0.0289426412895631	trans
7647	rs_chromosome4_930077	4	930077	2.08292312865766e-06	0.0259291081676776	YDR233C	CIS	0.0259291081676776	cis
1302	rs_chromosome13_146132	13	146132	7.30641287230357e-06	0.0150904794032427	YDR234W	TRANS	0.0150904794032427	trans
4623	rs_chromosome16_560903	16	560903	7.89186068469448e-07	0.0540427799877939	YDR293C	TRANS	0.0540427799877939	trans
4342	rs_chromosome12_508385	12	508385	1.09532683326634e-06	0.136315496741618	YDR322C-A	TRANS	0.136315496741618	trans
4994	rs_chromosome4_594035	4	594035	4.74111913338733e-06	0.0440904002756127	YDR382W	TRANS	0.0440904002756127	trans
4989	rs_chromosome16_588966	16	588966	4.07871423390122e-06	0.028886894406672	YDR394W	TRANS	0.028886894406672	trans
4024	rs_chromosome4_495107	4	495107	7.69989022121179e-07	0.0125911155063169	YDR429C	TRANS	0.0125911155063169	trans
299	rs_chromosome12_41107	12	41107	5.53248621437094e-06	0.008537660568665	YDR429C	TRANS	0.008537660568665	trans
1134	rs_chromosome9_151961	9	151961	3.74897409329549e-06	0.0175660342284511	YDR454C	TRANS	0.0175660342284511	trans
8184	rs_chromosome7_943177	7	943177	7.06322370331706e-07	0.0099557087241717	YDR513W	TRANS	0.0099557087241717	trans
3149	rs_chromosome5_393626	5	393626	1.47472280283572e-06	0.0133156465392801	YEL047C	TRANS	0.0133156465392801	trans
1259	rs_chromosome10_148061	10	148061	2.73578879426228e-07	0.0233418485629664	YEL047C	TRANS	0.0233418485629664	trans
983	rs_chromosome12_111438	12	111438	1.16054549718649e-06	0.0262860659675252	YEL047C	TRANS	0.0262860659675252	trans
2810	rs_chromosome13_363801	13	363801	1.38724359101427e-06	0.0527716973404525	YEL047C	TRANS	0.0527716973404525	trans
11028	rs_chromosome4_1347991	4	1347991	4.31612968898149e-06	0.0131030383895201	YEL071W	TRANS	0.0131030383895201	trans
7492	rs_chromosome7_862090	7	862090	3.3144510569109e-06	0.0159816450634726	YEL071W	TRANS	0.0159816450634726	trans
8358	rs_chromosome7_959587	7	959587	3.68174274272659e-07	0.219860033079491	YEL071W	TRANS	0.219860033079491	trans
2741	rs_chromosome2_371555	2	371555	8.34613981266829e-07	0.161042946297675	YER003C	TRANS	0.161042946297675	trans
1648	rs_chromosome13_195862	13	195862	1.40814659504328e-06	0.168702223487388	YER004W	TRANS	0.168702223487388	trans
5594	rs_chromosome10_660475	10	660475	3.50179309598205e-07	0.0126311628325714	YER023W	TRANS	0.0126311628325714	trans
6682	rs_chromosome2_809024	2	809024	2.06327472349865e-06	0.0129087824470923	YER025W	TRANS	0.0129087824470923	trans
79	rs_chromosome11_12080	11	12080	2.12946334751231e-06	0.061407083336642	YER043C	TRANS	0.061407083336642	trans
2361	rs_chromosome2_326686	2	326686	4.31012613811175e-06	0.0245377050916491	YER044C	TRANS	0.0245377050916491	trans
7861	rs_chromosome4_955222	4	955222	3.98629002573085e-06	0.0469237956293047	YER044C	TRANS	0.0469237956293047	trans
5501	rs_chromosome7_653750	7	653750	3.09825848157124e-06	0.17614167507031	YER057C	TRANS	0.17614167507031	trans
5122	rs_chromosome7_606541	7	606541	5.52343051382088e-06	0.0467552434150739	YER069W	TRANS	0.0467552434150739	trans
6291	rs_chromosome7_733771	7	733771	1.63261510276837e-06	0.238893456615252	YER069W	TRANS	0.238893456615252	trans
6292	rs_chromosome7_733821	7	733821	1.63261510276837e-06	0.238893456615252	YER069W	TRANS	0.238893456615252	trans
8564	rs_chromosome7_986418	7	986418	6.40300608545334e-07	0.177643834668604	YER070W	TRANS	0.177643834668604	trans
11430	rs_chromosome4_1405995	4	1405995	5.20880815469368e-06	0.203788343493538	YER081W	TRANS	0.203788343493538	trans
11447	rs_chromosome4_1406893	4	1406893	1.42642557390603e-06	0.174375165290157	YER081W	TRANS	0.174375165290157	trans
2293	rs_chromosome5_276075	5	276075	2.95938062587168e-06	0.0121151446654476	YER081W	TRANS	0.0121151446654476	trans
794	rs_chromosome12_92408	12	92408	5.56740250003195e-06	0.157274762881853	YER081W	TRANS	0.157274762881853	trans
4103	rs_chromosome14_438523	14	438523	3.90483127398844e-06	0.0147897804543728	YER086W	TRANS	0.0147897804543728	trans
1257	rs_chromosome16_142443	16	142443	1.96180398987103e-06	0.0157224976190976	YER089C	TRANS	0.0157224976190976	trans
2011	rs_chromosome6_245484	6	245484	2.88755765166912e-06	0.0690671773143753	YER091C	TRANS	0.0690671773143753	trans
5116	rs_chromosome10_609498	10	609498	6.60890246267736e-06	0.140445037901578	YER110C	TRANS	0.140445037901578	trans
3134	rs_chromosome16_357842	16	357842	2.66812521773467e-06	0.070076155870277	YER156C	TRANS	0.070076155870277	trans
4985	rs_chromosome16_588825	16	588825	1.29041229848053e-07	0.0958915257764137	YFL039C	TRANS	0.0958915257764137	trans
115	rs_chromosome6_44552	6	44552	8.10291391836216e-07	0.0788371031026361	YFL045C	CIS	0.0788371031026361	cis
1579	rs_chromosome16_177989	16	177989	6.83198639044816e-08	0.0511332157618551	YFL045C	TRANS	0.0511332157618551	trans
6751	rs_chromosome4_810893	4	810893	5.79445417254679e-06	0.0357643755910398	YFR044C	TRANS	0.0357643755910398	trans
409	rs_chromosome10_72556	10	72556	5.09953738850392e-06	0.0349485240695673	YFR044C	TRANS	0.0349485240695673	trans
4832	rs_chromosome12_565346	12	565346	1.11171377357419e-06	0.0394193873025432	YFR044C	TRANS	0.0394193873025432	trans
5439	rs_chromosome12_641544	12	641544	3.40028238729491e-07	0.0266582154325966	YFR044C	TRANS	0.0266582154325966	trans
80	rs_chromosome13_14341	13	14341	7.04574760475035e-06	0.0681713238508849	YFR044C	TRANS	0.0681713238508849	trans
2024	rs_chromosome15_213883	15	213883	9.81833171434349e-06	0.009536973264568	YFR044C	TRANS	0.009536973264568	trans
3555	rs_chromosome15_373454	15	373454	8.54950239488816e-06	0.0767537612592949	YFR044C	TRANS	0.0767537612592949	trans
766	rs_chromosome2_111999	2	111999	2.12138552589211e-07	0.068776736274542	YGL008C	TRANS	0.068776736274542	trans
295	rs_chromosome8_35255	8	35255	2.36117887023293e-06	0.0479130868062703	YGL103W	TRANS	0.0479130868062703	trans
4468	rs_chromosome14_485955	14	485955	1.2428291063177e-07	0.0265758500469479	YGL106W	TRANS	0.0265758500469479	trans
11872	rs_chromosome4_1446482	4	1446482	3.22365579924838e-07	0.0659040734514312	YGL125W	TRANS	0.0659040734514312	trans
11962	rs_chromosome4_1453212	4	1453212	5.77833314586977e-06	0.104382517015151	YGL125W	TRANS	0.104382517015151	trans
3205	rs_chromosome2_424031	2	424031	2.62747396765268e-06	0.189128423158087	YGL148W	TRANS	0.189128423158087	trans
3443	rs_chromosome2_454884	2	454884	4.2992950975417e-06	0.111707905781679	YGL148W	TRANS	0.111707905781679	trans
11271	rs_chromosome4_1387755	4	1387755	6.87069355639183e-06	0.0266443712745091	YGL148W	TRANS	0.0266443712745091	trans
919	rs_chromosome5_122792	5	122792	1.98819638916224e-06	0.0132581914064882	YGL234W	TRANS	0.0132581914064882	trans
4933	rs_chromosome14_542117	14	542117	8.67068895177643e-08	0.294126554120193	YGL234W	TRANS	0.294126554120193	trans
5009	rs_chromosome10_605976	10	605976	9.08065585469691e-06	0.0081146683466416	YGL245W	TRANS	0.0081146683466416	trans
639	rs_chromosome7_67009	7	67009	7.88217996518916e-06	0.053540860227828	YGL252C	TRANS	0.053540860227828	trans
4858	rs_chromosome13_622063	13	622063	5.28509026917622e-06	0.0763640898589887	YGL252C	TRANS	0.0763640898589887	trans
4860	rs_chromosome13_622076	13	622076	5.28509026917622e-06	0.0763640898589887	YGL252C	TRANS	0.0763640898589887	trans
5786	rs_chromosome11_610769	11	610769	4.66399339162242e-06	0.0402528956329647	YGL256W	TRANS	0.0402528956329647	trans
1198	rs_chromosome12_130405	12	130405	6.4171169203358e-06	0.0137350373386384	YGL256W	TRANS	0.0137350373386384	trans
776	rs_chromosome2_112537	2	112537	1.17080370111646e-06	0.0147832130887683	YGR037C	TRANS	0.0147832130887683	trans
2551	rs_chromosome2_349229	2	349229	1.98245116746102e-08	0.0347037018183443	YGR037C	TRANS	0.0347037018183443	trans
4436	rs_chromosome15_466738	15	466738	7.50018049671016e-07	0.0405304095791289	YGR037C	TRANS	0.0405304095791289	trans
4841	rs_chromosome10_586032	10	586032	1.30817297146318e-06	0.0281282824795413	YGR078C	TRANS	0.0281282824795413	trans
5715	rs_chromosome7_675722	7	675722	3.44789216577423e-08	0.0151637524906622	YGR094W	CIS	0.0151637524906622	cis
2333	rs_chromosome5_283424	5	283424	4.0847515771134e-06	0.00968017837761	YGR103W	TRANS	0.00968017837761	trans
1131	rs_chromosome8_114771	8	114771	4.89194865173196e-06	0.106080963212015	YGR103W	TRANS	0.106080963212015	trans
1036	rs_chromosome9_141480	9	141480	2.98665792356724e-06	0.0389730132615083	YGR124W	TRANS	0.0389730132615083	trans
7041	rs_chromosome7_798425	7	798425	9.1226157872037e-07	0.0128050072114509	YGR155W	CIS	0.0128050072114509	cis
6546	rs_chromosome2_802952	2	802952	1.82869757343735e-06	0.0368447251187118	YGR157W	TRANS	0.0368447251187118	trans
7491	rs_chromosome16_899602	16	899602	1.22134554883747e-06	0.151302614307889	YGR159C	TRANS	0.151302614307889	trans
1874	rs_chromosome14_185309	14	185309	2.23249952736035e-06	0.155436066698124	YGR167W	TRANS	0.155436066698124	trans
5948	rs_chromosome7_698505	7	698505	6.20410969776415e-06	0.0280102963589578	YGR175C	TRANS	0.0280102963589578	trans
8314	rs_chromosome15_931656	15	931656	8.67949042574012e-06	0.0170980536233086	YGR180C	TRANS	0.0170980536233086	trans
2495	rs_chromosome2_342041	2	342041	3.89437337966277e-06	0.0326216180856433	YGR181W	TRANS	0.0326216180856433	trans
776	rs_chromosome2_112537	2	112537	2.00007234025374e-06	0.019590419005398	YGR189C	TRANS	0.019590419005398	trans
3400	rs_chromosome11_340770	11	340770	6.25218802346447e-07	0.0667514120761006	YGR204W	TRANS	0.0667514120761006	trans
4081	rs_chromosome15_427400	15	427400	8.86235592637857e-07	0.0101758764191931	YGR208W	TRANS	0.0101758764191931	trans
5725	rs_chromosome16_666095	16	666095	1.46010832453775e-06	0.0518645116779006	YGR208W	TRANS	0.0518645116779006	trans
6423	rs_chromosome16_755594	16	755594	2.70236187920161e-06	0.0175028672904222	YGR208W	TRANS	0.0175028672904222	trans
5754	rs_chromosome7_680048	7	680048	7.35203040840985e-08	0.0337426648069516	YGR211W	TRANS	0.0337426648069516	trans
4985	rs_chromosome16_588825	16	588825	2.61128104218135e-06	0.0665442760014836	YGR211W	TRANS	0.0665442760014836	trans
7169	rs_chromosome13_850191	13	850191	6.27113233624651e-06	0.143653640271756	YGR231C	TRANS	0.143653640271756	trans
5116	rs_chromosome16_596797	16	596797	4.00426821096633e-06	0.0781427270501709	YGR254W	TRANS	0.0781427270501709	trans
5868	rs_chromosome11_617158	11	617158	2.16466577618447e-06	0.0678273285193476	YGR264C	TRANS	0.0678273285193476	trans
8474	rs_chromosome7_974397	7	974397	3.18675145777037e-06	0.0093678890589813	YGR267C	TRANS	0.0093678890589813	trans
312	rs_chromosome1_52733	1	52733	3.26816475844104e-08	0.221769513215458	YGR279C	TRANS	0.221769513215458	trans
3160	rs_chromosome4_386845	4	386845	3.32596336734355e-07	0.0116208653283767	YGR279C	TRANS	0.0116208653283767	trans
9094	rs_chromosome7_1050159	7	1050159	2.62206808713943e-08	0.0630184833406	YGR279C	CIS	0.0630184833406	cis
9095	rs_chromosome7_1050164	7	1050164	2.62206808713943e-08	0.0630184833406	YGR279C	CIS	0.0630184833406	cis
3069	rs_chromosome8_354752	8	354752	3.62709605019068e-06	0.0125947079972734	YHL034C	TRANS	0.0125947079972734	trans
651	rs_chromosome7_68133	7	68133	2.82543929019941e-07	0.0322185991988408	YHR024C	TRANS	0.0322185991988408	trans
5319	rs_chromosome13_678753	13	678753	2.92356009842993e-07	0.0193560557409013	YHR024C	TRANS	0.0193560557409013	trans
6274	rs_chromosome15_668741	15	668741	2.46094611005384e-06	0.0117736549192765	YHR024C	TRANS	0.0117736549192765	trans
346	rs_chromosome10_64900	10	64900	1.89242020956498e-07	0.0443769774857096	YHR025W	TRANS	0.0443769774857096	trans
4518	rs_chromosome4_539207	4	539207	4.27320003157309e-06	0.0505920826831464	YHR037W	TRANS	0.0505920826831464	trans
2619	rs_chromosome13_335870	13	335870	1.554308101491e-06	0.106925626584172	YHR039C-A	TRANS	0.106925626584172	trans
12051	rs_chromosome4_1461391	4	1461391	2.53901868982595e-06	0.0870730881895055	YHR051W	TRANS	0.0870730881895055	trans
6216	rs_chromosome12_736058	12	736058	4.33351887484927e-06	0.082537243637734	YHR063C	TRANS	0.082537243637734	trans
52	rs_chromosome14_18858	14	18858	3.54579340572509e-06	0.0305370816007076	YHR087W	TRANS	0.0305370816007076	trans
5069	rs_chromosome4_600833	4	600833	4.14747385640777e-06	0.0139615950060855	YHR107C	TRANS	0.0139615950060855	trans
8509	rs_chromosome12_974574	12	974574	5.92790897758249e-07	0.0555687974752509	YHR107C	TRANS	0.0555687974752509	trans
6615	rs_chromosome15_702790	15	702790	7.0691620868868e-07	0.0152405470692856	YHR107C	TRANS	0.0152405470692856	trans
5789	rs_chromosome12_685997	12	685997	3.32505288722509e-06	0.0709719837075591	YHR108W	TRANS	0.0709719837075591	trans
2445	rs_chromosome7_252721	7	252721	2.00846472350659e-06	0.0080469832099161	YHR128W	TRANS	0.0080469832099161	trans
6680	rs_chromosome7_771068	7	771068	1.28900775010802e-07	0.139439366375799	YHR128W	TRANS	0.139439366375799	trans
757	rs_chromosome14_87321	14	87321	1.00863671601346e-06	0.179836301517244	YHR128W	TRANS	0.179836301517244	trans
6994	rs_chromosome15_757952	15	757952	5.55392254075834e-07	0.0619718582288809	YHR128W	TRANS	0.0619718582288809	trans
