sid_index	SNP	Chr	ChrPos	PValue	EffectSize	Pheno	type	abs_effect	cis_trans
5496	rs_chromosome13_698569	13	698569	7.30480635717148e-06	0.0508281998187211	YDL229W	TRANS	0.0508281998187211	trans
11768	rs_chromosome4_1437868	4	1437868	3.68229201897701e-07	0.0551868453210201	YDL236W	TRANS	0.0551868453210201	trans
41	rs_chromosome5_25974	5	25974	6.36111658216772e-08	0.0161957646624302	YDL236W	TRANS	0.0161957646624302	trans
4518	rs_chromosome12_528702	12	528702	9.78432169255333e-06	0.024843027783031	YDR023W	TRANS	0.024843027783031	trans
205	rs_chromosome8_26753	8	26753	8.48997284047492e-06	0.0413055504925302	YDR032C	TRANS	0.0413055504925302	trans
1090	rs_chromosome9_147476	9	147476	4.75001809912993e-07	0.0161230986524367	YDR050C	TRANS	0.0161230986524367	trans
3387	rs_chromosome10_381896	10	381896	3.73193619503144e-06	0.0661384830833651	YDR050C	TRANS	0.0661384830833651	trans
1323	rs_chromosome6_173887	6	173887	4.64848506726435e-06	0.0118695459999828	YDR064W	TRANS	0.0118695459999828	trans
724	rs_chromosome14_84464	14	84464	1.91632979962132e-06	0.0596687613630699	YDR064W	TRANS	0.0596687613630699	trans
7670	rs_chromosome15_842183	15	842183	5.91651569314809e-08	0.0233838741758213	YDR135C	TRANS	0.0233838741758213	trans
1071	rs_chromosome14_122891	14	122891	2.95827361405489e-06	0.0123590561755926	YDR158W	TRANS	0.0123590561755926	trans
3003	rs_chromosome10_337322	10	337322	4.90319979610846e-06	0.0147063674613375	YDR172W	TRANS	0.0147063674613375	trans
727	rs_chromosome4_95378	4	95378	2.41479531247654e-07	0.0570784136429981	YDR174W	TRANS	0.0570784136429981	trans
7863	rs_chromosome4_955274	4	955274	5.30424937517213e-06	0.0353383231392964	YDR174W	TRANS	0.0353383231392964	trans
3111	rs_chromosome10_350479	10	350479	1.13407636648001e-06	0.0271166731226975	YDR174W	TRANS	0.0271166731226975	trans
1159	rs_chromosome11_108911	11	108911	1.38610536222297e-06	0.0220986673986742	YDR174W	TRANS	0.0220986673986742	trans
1393	rs_chromosome11_129709	11	129709	2.99646980278637e-07	0.025274258750846	YDR174W	TRANS	0.025274258750846	trans
1601	rs_chromosome11_148491	11	148491	3.44907960463331e-06	0.0193829844529785	YDR174W	TRANS	0.0193829844529785	trans
6348	rs_chromosome7_740010	7	740010	4.98194029144192e-07	0.013533371025125	YDR177W	TRANS	0.013533371025125	trans
2459	rs_chromosome7_253916	7	253916	4.99035721765005e-06	0.0662936379155521	YDR226W	TRANS	0.0662936379155521	trans
337	rs_chromosome8_39906	8	39906	9.74826945242748e-07	0.0114571614952114	YDR226W	TRANS	0.0114571614952114	trans
7654	rs_chromosome4_930989	4	930989	2.40147918918455e-06	0.0970953504199412	YDR233C	CIS	0.0970953504199412	cis
7762	rs_chromosome15_850889	15	850889	6.42203279570209e-06	0.016064900409351	YDR233C	TRANS	0.016064900409351	trans
135	rs_chromosome11_16303	11	16303	8.46095918725719e-06	0.0587205111898422	YDR238C	TRANS	0.0587205111898422	trans
5699	rs_chromosome7_673934	7	673934	4.0467727675805e-06	0.0281383295809212	YDR293C	TRANS	0.0281383295809212	trans
287	rs_chromosome6_64321	6	64321	3.47474175594367e-06	0.0592794027891495	YDR298C	TRANS	0.0592794027891495	trans
5515	rs_chromosome12_657022	12	657022	8.12246143258393e-06	0.0914442387987212	YDR298C	TRANS	0.0914442387987212	trans
5528	rs_chromosome15_588288	15	588288	3.84438549714226e-06	0.182969139297512	YDR368W	TRANS	0.182969139297512	trans
5018	rs_chromosome2_620149	2	620149	2.72803426752878e-06	0.0250023220551008	YDR382W	TRANS	0.0250023220551008	trans
1372	rs_chromosome13_158654	13	158654	1.16369781439345e-06	0.0519819457011476	YDR427W	TRANS	0.0519819457011476	trans
7701	rs_chromosome16_921388	16	921388	3.15428079738752e-06	0.0099033659953948	YDR454C	TRANS	0.0099033659953948	trans
571	rs_chromosome4_78181	4	78181	3.09501917503307e-08	0.180148232863961	YDR502C	TRANS	0.180148232863961	trans
3732	rs_chromosome12_399187	12	399187	8.7592458738791e-07	0.0217415416640484	YEL002C	TRANS	0.0217415416640484	trans
7058	rs_chromosome13_833534	13	833534	6.40421629996573e-06	0.0505451263155864	YEL002C	TRANS	0.0505451263155864	trans
145	rs_chromosome14_25390	14	25390	2.01126859276422e-06	0.0200770917533628	YEL013W	TRANS	0.0200770917533628	trans
5726	rs_chromosome15_616835	15	616835	1.1936468337984e-06	0.0187307858757908	YEL013W	TRANS	0.0187307858757908	trans
3003	rs_chromosome10_337322	10	337322	7.86059718560041e-07	0.0165303357924131	YEL042W	TRANS	0.0165303357924131	trans
1323	rs_chromosome6_173887	6	173887	3.19919988561005e-06	0.0126148487684609	YEL051W	TRANS	0.0126148487684609	trans
3492	rs_chromosome10_395144	10	395144	4.94483108928939e-06	0.0148943709894156	YEL051W	TRANS	0.0148943709894156	trans
2092	rs_chromosome8_225830	8	225830	1.82437184765074e-06	0.0252741250005558	YEL071W	TRANS	0.0252741250005558	trans
1173	rs_chromosome5_159475	5	159475	1.3613858897442e-07	0.136177947544394	YER004W	CIS	0.136177947544394	cis
3848	rs_chromosome2_501746	2	501746	6.09454718059859e-06	0.028559405855872	YER021W	TRANS	0.028559405855872	trans
2081	rs_chromosome3_208066	3	208066	1.54392390703203e-06	0.0442432168536315	YER021W	TRANS	0.0442432168536315	trans
3492	rs_chromosome10_395144	10	395144	2.88604253299987e-06	0.0181843590318315	YER023W	TRANS	0.0181843590318315	trans
1141	rs_chromosome11_105814	11	105814	7.4292578761413e-07	0.0253979823443755	YER023W	TRANS	0.0253979823443755	trans
3557	rs_chromosome16_420298	16	420298	2.94067009846731e-07	0.0835403056749975	YER036C	TRANS	0.0835403056749975	trans
3980	rs_chromosome8_456359	8	456359	1.89546544293391e-06	0.0085588749182219	YER055C	TRANS	0.0085588749182219	trans
2396	rs_chromosome15_254944	15	254944	2.353862244727e-06	0.0157421187262069	YER055C	TRANS	0.0157421187262069	trans
3696	rs_chromosome4_451706	4	451706	1.64151836115095e-06	0.0227374612780762	YER070W	TRANS	0.0227374612780762	trans
4523	rs_chromosome14_491097	14	491097	2.28516924665094e-06	0.0578561905894212	YER070W	TRANS	0.0578561905894212	trans
3197	rs_chromosome16_363977	16	363977	5.68085041858948e-07	0.164563310160915	YER080W	TRANS	0.164563310160915	trans
6904	rs_chromosome16_821491	16	821491	6.93015769952838e-06	0.060928880476024	YER086W	TRANS	0.060928880476024	trans
1508	rs_chromosome9_194686	9	194686	8.0262800916736e-07	0.106649544932509	YER094C	TRANS	0.106649544932509	trans
3003	rs_chromosome10_337322	10	337322	2.59209030103864e-06	0.0156553893455573	YER110C	TRANS	0.0156553893455573	trans
6348	rs_chromosome7_740010	7	740010	3.6111933593342e-06	0.0119209184154475	YER177W	TRANS	0.0119209184154475	trans
10566	rs_chromosome4_1288278	4	1288278	8.79851138620973e-07	0.0188328252514365	YER178W	TRANS	0.0188328252514365	trans
6041	rs_chromosome13_754943	13	754943	4.34503908533683e-06	0.0961288044274504	YFL022C	TRANS	0.0961288044274504	trans
6196	rs_chromosome16_725524	16	725524	1.82392466693599e-06	0.0124777937665591	YFL037W	TRANS	0.0124777937665591	trans
2334	rs_chromosome13_293539	13	293539	2.64899086990609e-06	0.122075314941211	YFL039C	TRANS	0.122075314941211	trans
3224	rs_chromosome9_394283	9	394283	2.67082094714856e-06	0.0159356066785362	YGL008C	TRANS	0.0159356066785362	trans
6274	rs_chromosome15_668741	15	668741	4.06795084416495e-06	0.0121615309682665	YGL008C	TRANS	0.0121615309682665	trans
5018	rs_chromosome2_620149	2	620149	4.14513618980807e-06	0.0245521327327468	YGL030W	TRANS	0.0245521327327468	trans
724	rs_chromosome14_84464	14	84464	5.39483247201178e-07	0.0653204018171971	YGL030W	TRANS	0.0653204018171971	trans
2092	rs_chromosome6_254882	6	254882	2.87042610789978e-06	0.21045135662798	YGL048C	TRANS	0.21045135662798	trans
2484	rs_chromosome10_287568	10	287568	3.04512315494474e-07	0.0083334840251684	YGL103W	TRANS	0.0083334840251684	trans
6548	rs_chromosome12_776449	12	776449	6.00621210738084e-07	0.0137055970778496	YGL103W	TRANS	0.0137055970778496	trans
2532	rs_chromosome16_282972	16	282972	2.28505524138366e-06	0.0608355582269412	YGL123W	TRANS	0.0608355582269412	trans
6332	rs_chromosome12_750337	12	750337	9.24253762006363e-07	0.0428180571762584	YGL125W	TRANS	0.0428180571762584	trans
7980	rs_chromosome12_908785	12	908785	6.99220167408734e-07	0.0347261753281165	YGL137W	TRANS	0.0347261753281165	trans
2813	rs_chromosome4_357312	4	357312	2.86663460552347e-06	0.0440357823642472	YGL148W	TRANS	0.0440357823642472	trans
1306	rs_chromosome13_147350	13	147350	7.67197924859275e-07	0.0108851135896626	YGL202W	TRANS	0.0108851135896626	trans
47	rs_chromosome5_26417	5	26417	2.23780049782281e-06	0.0326495081701329	YGL206C	TRANS	0.0326495081701329	trans
3696	rs_chromosome4_451706	4	451706	1.9497018471576e-06	0.0208798655498369	YGL207W	TRANS	0.0208798655498369	trans
7670	rs_chromosome15_842183	15	842183	9.47335383222048e-07	0.0197987283542073	YGL207W	TRANS	0.0197987283542073	trans
7066	rs_chromosome13_835289	13	835289	3.95339741696419e-06	0.137849806484138	YGL253W	TRANS	0.137849806484138	trans
3250	rs_chromosome15_332789	15	332789	3.11905938118219e-06	0.0308942964767769	YGL253W	TRANS	0.0308942964767769	trans
6781	rs_chromosome14_750776	14	750776	2.7209350106188e-06	0.0555938632602231	YGR037C	TRANS	0.0555938632602231	trans
8754	rs_chromosome4_1059598	4	1059598	5.84595496466419e-07	0.116282081053225	YGR132C	TRANS	0.116282081053225	trans
8755	rs_chromosome4_1059600	4	1059600	5.84595496466419e-07	0.116282081053225	YGR132C	TRANS	0.116282081053225	trans
2148	rs_chromosome3_214369	3	214369	5.96885568923484e-07	0.0187086364790659	YGR135W	TRANS	0.0187086364790659	trans
1752	rs_chromosome7_172624	7	172624	2.70707681907128e-06	0.0356201185876606	YGR155W	TRANS	0.0356201185876606	trans
1971	rs_chromosome7_199929	7	199929	4.3408064022145e-06	0.0146748813122117	YGR155W	TRANS	0.0146748813122117	trans
2058	rs_chromosome7_207715	7	207715	4.46029351834602e-06	0.0429343960116386	YGR155W	TRANS	0.0429343960116386	trans
3416	rs_chromosome7_362116	7	362116	1.80633065780242e-06	0.072413048552132	YGR157W	TRANS	0.072413048552132	trans
7346	rs_chromosome7_846990	7	846990	1.671924294066e-06	0.177433702122581	YGR173W	CIS	0.177433702122581	cis
866	rs_chromosome15_105291	15	105291	1.04695639879954e-06	0.135128057050112	YGR178C	TRANS	0.135128057050112	trans
5276	rs_chromosome16_610294	16	610294	2.66919530151841e-06	0.0648857881129914	YGR178C	TRANS	0.0648857881129914	trans
3841	rs_chromosome11_382913	11	382913	2.67364527192662e-06	0.0615060367435202	YGR189C	TRANS	0.0615060367435202	trans
7665	rs_chromosome13_910506	13	910506	5.01516297630497e-06	0.0157267795673262	YGR204W	TRANS	0.0157267795673262	trans
8014	rs_chromosome7_916853	7	916853	2.50594154098167e-06	0.0753583583767759	YGR211W	CIS	0.0753583583767759	cis
5458	rs_chromosome11_571065	11	571065	2.68047840411602e-06	0.0278479764789533	YGR211W	TRANS	0.0278479764789533	trans
6551	rs_chromosome12_776923	12	776923	2.58694364760589e-06	0.0409449028005887	YGR267C	TRANS	0.0409449028005887	trans
1306	rs_chromosome13_147350	13	147350	2.57121519150675e-06	0.0089193624150906	YGR267C	TRANS	0.0089193624150906	trans
9094	rs_chromosome7_1050159	7	1050159	1.79652806492414e-06	0.0485156224533118	YGR279C	CIS	0.0485156224533118	cis
9095	rs_chromosome7_1050164	7	1050164	1.79652806492414e-06	0.0485156224533118	YGR279C	CIS	0.0485156224533118	cis
345	rs_chromosome10_64629	10	64629	7.67470211104743e-07	0.0238889830710458	YHR019C	TRANS	0.0238889830710458	trans
6565	rs_chromosome15_699816	15	699816	2.97521867166199e-06	0.0092006601562852	YHR025W	TRANS	0.0092006601562852	trans
3771	rs_chromosome13_486389	13	486389	9.31133052836874e-07	0.013677878203972	YHR027C	TRANS	0.013677878203972	trans
1326	rs_chromosome7_134770	7	134770	3.26195350547965e-06	0.0120653543503559	YHR037W	TRANS	0.0120653543503559	trans
7937	rs_chromosome4_962979	4	962979	1.91585897704878e-06	0.0259522080692989	YHR051W	TRANS	0.0259522080692989	trans
3820	rs_chromosome14_411046	14	411046	5.53438868780308e-06	0.0080619213733841	YHR051W	TRANS	0.0080619213733841	trans
3696	rs_chromosome4_451706	4	451706	7.79661819393354e-07	0.0237644861433973	YHR087W	TRANS	0.0237644861433973	trans
3162	rs_chromosome7_330896	7	330896	2.42152878336953e-06	0.0089482505528814	YHR146W	TRANS	0.0089482505528814	trans
1960	rs_chromosome14_193388	14	193388	4.06359584424351e-06	0.0118997963373335	YHR193C	TRANS	0.0118997963373335	trans
3081	rs_chromosome13_398820	13	398820	2.90462702601199e-06	0.0343994127992033	YIL033C	TRANS	0.0343994127992033	trans
282	rs_chromosome9_57857	9	57857	3.38889219722352e-06	0.0341267173584721	YIL041W	TRANS	0.0341267173584721	trans
1815	rs_chromosome2_249967	2	249967	2.15405729551461e-06	0.11765460396449	YIL109C	TRANS	0.11765460396449	trans
4518	rs_chromosome12_528702	12	528702	4.42685446035453e-06	0.0260173387273198	YIL142W	TRANS	0.0260173387273198	trans
5777	rs_chromosome12_684046	12	684046	5.09876735350406e-06	0.0559935781828946	YIR006C	TRANS	0.0559935781828946	trans
1229	rs_chromosome1_146738	1	146738	1.16594708102171e-06	0.163632219783968	YIR034C	TRANS	0.163632219783968	trans
1260	rs_chromosome14_136306	14	136306	2.1517411949011e-06	0.069017121892898	YJL001W	TRANS	0.069017121892898	trans
625	rs_chromosome12_78868	12	78868	4.22641428302082e-06	0.0561959625450056	YJL008C	TRANS	0.0561959625450056	trans
7058	rs_chromosome13_833534	13	833534	7.11379285078535e-06	0.0478296372736634	YJL008C	TRANS	0.0478296372736634	trans
7353	rs_chromosome15_801745	15	801745	3.01179115780447e-06	0.036366008258148	YJL014W	TRANS	0.036366008258148	trans
7505	rs_chromosome16_900592	16	900592	1.72097755990826e-06	0.0774392597526811	YJL014W	TRANS	0.0774392597526811	trans
47	rs_chromosome5_26417	5	26417	4.58299187312711e-06	0.0303077505003208	YJL020C	TRANS	0.0303077505003208	trans
5272	rs_chromosome10_624658	10	624658	3.19279742194279e-06	0.013726013058214	YJL052W	TRANS	0.013726013058214	trans
4104	rs_chromosome14_438531	14	438531	3.10789998830523e-06	0.046406453333152	YJL052W	TRANS	0.046406453333152	trans
5490	rs_chromosome13_698372	13	698372	3.72354667942204e-06	0.0568526313022254	YJL080C	TRANS	0.0568526313022254	trans
188	rs_chromosome15_57711	15	57711	1.71967540131499e-06	0.0408099374000472	YJL111W	TRANS	0.0408099374000472	trans
1299	rs_chromosome10_150921	10	150921	3.67731844534526e-06	0.143822795510589	YJL140W	CIS	0.143822795510589	cis
8888	rs_chromosome12_1020076	12	1020076	1.00950682833097e-06	0.0804708208335164	YJL140W	TRANS	0.0804708208335164	trans
6904	rs_chromosome16_821491	16	821491	2.56660479167927e-06	0.0905066173056909	YJL200C	TRANS	0.0905066173056909	trans
4249	rs_chromosome7_469734	7	469734	8.61152962802422e-07	0.0374448489158428	YJR014W	TRANS	0.0374448489158428	trans
5585	rs_chromosome12_668131	12	668131	2.11383763270665e-06	0.0293493575785182	YJR045C	TRANS	0.0293493575785182	trans
2149	rs_chromosome2_302254	2	302254	2.69953108041354e-06	0.0320170093484673	YJR069C	TRANS	0.0320170093484673	trans
4249	rs_chromosome7_469734	7	469734	2.10602573356419e-06	0.0363060286128417	YJR069C	TRANS	0.0363060286128417	trans
5983	rs_chromosome16_697099	16	697099	2.81353432644222e-06	0.0132924781789617	YJR069C	TRANS	0.0132924781789617	trans
585	rs_chromosome3_78442	3	78442	3.9369082984614e-06	0.0126475960824885	YJR073C	TRANS	0.0126475960824885	trans
1717	rs_chromosome13_206354	13	206354	4.11427346808049e-06	0.0369152705758073	YJR073C	TRANS	0.0369152705758073	trans
724	rs_chromosome14_84464	14	84464	1.25604960364026e-06	0.0617889883949899	YJR123W	TRANS	0.0617889883949899	trans
1141	rs_chromosome11_105814	11	105814	7.43868176530839e-08	0.0282693988850188	YJR139C	TRANS	0.0282693988850188	trans
5941	rs_chromosome13_740894	13	740894	5.25852843757094e-07	0.0595981912029509	YJR139C	TRANS	0.0595981912029509	trans
4936	rs_chromosome16_586008	16	586008	3.29719260438383e-06	0.0165896427126888	YJR139C	TRANS	0.0165896427126888	trans
3847	rs_chromosome11_383487	11	383487	1.00915864902449e-06	0.142255928885934	YKL024C	CIS	0.142255928885934	cis
3946	rs_chromosome11_392226	11	392226	1.90407220184821e-07	0.20464916884919	YKL024C	CIS	0.20464916884919	cis
2813	rs_chromosome4_357312	4	357312	2.83889817755575e-06	0.0431664865557602	YKL056C	TRANS	0.0431664865557602	trans
6980	rs_chromosome16_828223	16	828223	3.4478161545873e-06	0.035947642391253	YKL060C	TRANS	0.035947642391253	trans
1651	rs_chromosome12_179029	12	179029	1.67956856865619e-06	0.120464287506955	YKL080W	TRANS	0.120464287506955	trans
1153	rs_chromosome9_154387	9	154387	4.60159728848549e-06	0.0316904315031342	YKL081W	TRANS	0.0316904315031342	trans
7492	rs_chromosome7_862090	7	862090	7.05686563624242e-06	0.015747541911627	YKL085W	TRANS	0.015747541911627	trans
6285	rs_chromosome14_711925	14	711925	5.6825015720549e-07	0.0213559482146859	YKL103C	TRANS	0.0213559482146859	trans
503	rs_chromosome11_46828	11	46828	2.41092204357496e-06	0.0549462053398997	YKL117W	TRANS	0.0549462053398997	trans
6348	rs_chromosome7_740010	7	740010	2.37777314748502e-06	0.0122237042596617	YKL142W	TRANS	0.0122237042596617	trans
