gene	var.exp	beta	cis	cis_trans
YBR089C-A	0.000102159	0.014293984748837533	False	trans
YBR109C	0.004670993	0.0966539497382285	False	trans
YBR114W	0.019207536	0.1959976326387643	False	trans
YBR117C	0.004210061	0.09176122274686623	False	trans
YBR121C	0.013511186	0.1643848289836991	False	trans
YBR137W	0.008788321	0.13257692861127837	False	trans
YBR150C	0.006198035	0.1113376396372763	False	trans
YBR151W	0.008686127	0.1318038466813469	False	trans
YBR157C	0.012758259	0.15973890571804977	False	trans
YBR159W	0.102008756	0.4516829773192698	False	trans
YBR167C	0.027539714	0.23469006796198258	False	trans
YBR168W	0.027359973	0.23392294885282205	False	trans
YBR182C	0.009806657	0.14004754192773253	False	trans
YBR183W	0.000908032	0.04261530241591628	False	trans
YBR218C	0.0136813	0.16541644416441795	False	trans
YBR229C	0.00313965	0.079242034299985	False	trans
YBR230C	0.016239932	0.1802217079044586	False	trans
YBR231C	0.016421362	0.1812256162908544	False	trans
YBR239C	0.018836966	0.19409773826606017	False	trans
YBR241C	0.020424727	0.20211247858556383	False	trans
YBR260C	0.013676856	0.16538957645510796	False	trans
YBR268W	0.00964029	0.13885452819407798	False	trans
YBR272C	0.005343505	0.10337799572442871	False	trans
YBR286W	0.001917483	0.06192710230585636	False	trans
YBR287W	0.017258078	0.18578524160976834	False	trans
YCL063W	0.006484182	0.11387872496651866	False	trans
YCL059C	0.023892309	0.21859693044505452	False	trans
YCL050C	0.018464637	0.19216990919496216	False	trans
YCL049C	0.006834416	0.11691378019720344	False	trans
YCL048W-A	0.001929142	0.06211508673422263	False	trans
YCL026C-B	0.00483536	0.09833981899515577	False	trans
YCL024W	0.013154798	0.16220233043948537	False	trans
YCL011C	0.022833696	0.2136993027597423	False	trans
YCL008C	0.018210244	0.19084152587945843	False	trans
YCR011C	0.017796858	0.18866296933950763	False	trans
YCR016W	0.016834221	0.18348962368482857	False	trans
YCR018C-A	0.01838266	0.19174284862805183	False	trans
YCR036W	0.029210319	0.24170361602590887	False	trans
YCR063W	0.016345044	0.180804004380434	False	trans
YDL237W	0.007494427	0.12242897532855529	False	trans
YDL234C	0.010988716	0.1482478735092008	False	trans
YDL230W	0.018167035	0.1906149784250965	False	trans
YDL229W	0.022204615	0.21073497573967165	False	trans
YDL222C	0.007525133	0.12267952559412675	False	trans
YDL220C	0.016547366	0.18191957563714797	False	trans
YDL208W	0.020601052	0.20298301406768007	False	trans
YDL188C	0.009289441	0.13630437263712417	False	trans
YDL169C	0.012762695	0.15976667362125305	False	trans
YDL153C	0.016549851	0.1819332350066914	False	trans
YDL144C	0.006303175	0.11227800318851418	False	trans
YDL139C	0.006914962	0.11760069727684441	False	trans
YDL134C	0.010054609	0.14180697444061066	False	trans
YDL133W	0.013350222	0.16340270499597	False	trans
YDL129W	0.015097596	0.17376763795367653	False	trans
YDL111C	0.01362402	0.16506980341661523	False	trans
YDL110C	0.016387275	0.1810374270696532	False	trans
YDL091C	0.008635405	0.1314184538031094	False	trans
YDL085C-A	0.024320456	0.22054684763106455	False	trans
YDL082W	0.018623059	0.19299253353433132	False	trans
YDL078C	0.002915734	0.07636404913308356	False	trans
YDL052C	0.034462189	0.2625345272530834	False	trans
YDL051W	0.018601868	0.19288270010553046	False	trans
YDL049C	0.057770145	0.3399121798347332	False	trans
YDL045W-A	0.013400367	0.16370929723140346	False	trans
YDL039C	0.032319752	0.254243001870258	False	trans
YDL029W	0.002469	0.07027090436304345	False	trans
YDL027C	0.012016957	0.15502875217197615	False	trans
YDL020C	0.016851258	0.18358245014161895	False	trans
YDL014W	0.019436468	0.19716220733193265	False	trans
YDR001C	0.018852935	0.19417999382016676	False	trans
YDR002W	0.022458391	0.21193579688198028	False	trans
YDR014W-A	0.011803551	0.15364602825976337	False	trans
YDR018C	0.021234515	0.20608015430894844	False	trans
YDR023W	0.009479246	0.13768983985755812	False	trans
YDR037W	0.015702804	0.1772162746476745	False	trans
YDR056C	0.076369651	0.390818758505781	False	trans
YDR057W	0.024435408	0.22106744672158313	False	trans
YDR059C	0.03461306	0.26310857074599453	False	trans
YDR070C	0.005739293	0.10713816313527127	False	trans
YDR072C	0.027216631	0.23330936972183522	False	trans
YDR073W	0.019452443	0.19724321534592767	False	trans
YDR085C	0.012202284	0.15621961464553674	False	trans
YDR098C-B	0.00540501	0.1039712460250429	False	trans
YDR105C	0.013887782	0.16666002520100615	False	trans
YDR107C	0.007045603	0.11870638567490799	False	trans
YDR120C	0.020763337	0.20378094611616662	False	trans
YDR123C	0.012923734	0.16077147756987245	False	trans
YDR124W	0.040303242	0.28391281055986184	False	trans
YDR129C	0.029509716	0.2429391528757767	False	trans
YDR148C	0.009090567	0.13483743545469856	False	trans
YDR161W	0.019247581	0.1962018399505978	False	trans
YDR186C	0.026021155	0.22812783696866107	False	trans
YDR202C	0.014525352	0.17044267071364494	False	trans
YDR206W	0.017668671	0.1879822917191936	False	trans
YDR216W	0.004913935	0.09913561418582123	False	trans
YDR222W	0.005565475	0.10550331748338533	False	trans
YDR224C	0.010763807	0.14672291572893445	False	trans
YDR231C	0.005477688	0.10466793205179893	False	trans
YDR232W	0.013607689	0.16497083984753183	False	trans
YDR233C	0.029268442	0.24194396872003235	False	trans
YDR234W	0.010031615	0.14164473163517238	False	trans
YDR239C	0.009787043	0.13990741938868004	False	trans
YDR243C	0.031248326	0.24999330391032476	False	trans
YDR244W	0.103914759	0.4558832284697475	False	trans
YDR247W	0.011605691	0.1523528207812379	False	trans
YDR266C	0.010709427	0.14635181584114357	False	trans
YDR275W	0.026021376	0.22812880572167996	False	trans
YDR276C	0.014022284	0.16746512472750855	False	trans
YDR282C	0.007683238	0.12396159082554564	False	trans
YDR300C	0.026465569	0.23006768134616387	False	trans
YDR321W	0.014746439	0.17173490617809764	False	trans
YDR322W	0.014329891	0.16929200217375895	False	trans
YDR331W	0.008534817	0.13065080941195886	False	trans
YDR346C	0.009599608	0.13856123556031102	False	trans
YDR347W	0.01750809	0.1871261072111532	False	trans
YDR361C	0.021989122	0.20970990439175732	False	trans
YDR362C	0.072782042	0.3815286149163651	False	trans
YDR363W	0.012467331	0.15790713093460979	False	trans
YDR376W	0.013986082	0.16724880866541322	False	trans
YDR379C-A	0.017098476	0.1849241790572558	False	trans
YDR381C-A	0.010310653	0.1436012047303225	False	trans
YDR391C	0.015568933	0.17645924741990712	False	trans
YDR399W	0.016345369	0.18080580189805856	False	trans
YDR404C	0.011834445	0.15384696942091516	False	trans
YDR406W	0.016430617	0.181276678036641	False	trans
YDR408C	0.004412773	0.09394437716010469	False	trans
YDR411C	0.013696652	0.16550922632892706	False	trans
YDR414C	0.011140382	0.14926742444351346	False	trans
YDR429C	0.020209927	0.20104689502700607	False	trans
YDR430C	0.015805533	0.17779501117860422	False	trans
YDR435C	0.002603702	0.07216234475126207	False	trans
YDR454C	0.009929219	0.14091997019585265	False	trans
YDR465C	0.01670837	0.1828024616902081	False	trans
YDR476C	0.008210899	0.12814756337909824	False	trans
YDR477W	0.007141933	0.11951512874945999	False	trans
YDR479C	0.012077804	0.15542074507606762	False	trans
YDR487C	0.017159243	0.18525249256082899	False	trans
YDR490C	0.018119253	0.19036414053072073	False	trans
YDR492W	0.039406884	0.28073789911588354	False	trans
YDR503C	0.013724415	0.16567688432608818	False	trans
YDR506C	0.047513756	0.30826532727506023	False	trans
YDR511W	0.013140799	0.16211600167781093	False	trans
YDR512C	0.026770171	0.23138786052859384	False	trans
YDR513W	0.018894949	0.19439623967556574	False	trans
YEL070W	0.010741985	0.1465741109473293	False	trans
YEL068C	0.017798257	0.1886703845334503	False	trans
YEL063C	0.009942307	0.1410128150204796	False	trans
YEL053C	0.011406246	0.1510380481865414	False	trans
YEL041W	0.010425637	0.14439970221575943	False	trans
YEL032W	0.00686604	0.1171839579464698	False	trans
YEL024W	0.018589625	0.19281921584738385	False	trans
YEL011W	0.014582592	0.17077817190730202	False	trans
YER001W	0.016795146	0.18327654514421643	False	trans
YER005W	0.023397013	0.21631926867479928	False	trans
YER006W	0.018084647	0.19018226520893056	False	trans
YER010C	0.024803753	0.2227274253431759	False	trans
YER015W	0.103319983	0.4545766887995908	False	trans
YER035W	0.01052177	0.14506391694697893	False	trans
YER044C	0.000163906	0.018105579250606706	False	trans
YER045C	0.002088873	0.06463548560968657	False	trans
YER050C	0.008272963	0.12863096827747197	False	trans
YER053C	0.010095082	0.14209209689493643	False	trans
YER056C	0.017450196	0.18681646608369404	False	trans
YER075C	0.02952961	0.24302102789676452	False	trans
YER080W	0.008526276	0.13058542031942155	False	trans
YER081W	0.007823831	0.12509061515557432	False	trans
YER083C	0.025084155	0.2239828341636921	False	trans
YER099C	0.016839035	0.1835158576254379	False	trans
YER102W	0.014218852	0.16863482439875815	False	trans
YER119C	0.027363568	0.23393831665633572	False	trans
YER124C	0.009835522	0.14025349906508572	False	trans
YER126C	0.017821185	0.18879186952832477	False	trans
YER130C	0.022071842	0.210103983779461	False	trans
YER137C	0.05766093	0.3395907242549478	False	trans
YER138C	0.004471697	0.09456951940239519	False	trans
YER141W	0.018713237	0.19345923084722527	False	trans
YER150W	0.024854969	0.22295725599316116	False	trans
YER154W	0.019412356	0.19703987413719082	False	trans
YER164W	0.011173006	0.1494858254149871	False	trans
YFL050C	0.081173565	0.4029232309013716	False	trans
YFL042C	0.015919761	0.1784363247772157	False	trans
YFL033C	0.010048301	0.14176248445904158	False	trans
YFL031W	0.005436543	0.10427409074166027	False	trans
YFL020C	0.177746818	0.5962328706134877	False	trans
YFL014W	0.003070793	0.07836827164101554	False	trans
YFL009W	0.018740749	0.19360138945782387	False	trans
YFL005W	0.009423245	0.13728251891628446	False	trans
YFL002W-A	0.016040929	0.17911409213124466	False	trans
YFR015C	0.011680812	0.15284509805682353	False	trans
YFR017C	0.011330094	0.1505330129905065	False	trans
YFR019W	0.019058129	0.1952338546461653	False	trans
YFR030W	0.008955545	0.13383232046109042	False	trans
YFR031C-A	0.008738568	0.13220111951114483	False	trans
YFR036W	0.006383659	0.11299255727701714	False	trans
YFR037C	0.008540651	0.130695455161991	False	trans
YFR055W	0.047451226	0.30806241575369103	False	trans
YGL256W	0.007879404	0.12553409098726928	False	trans
YGL255W	0.017730648	0.1883116990523956	False	trans
YGL254W	0.008884865	0.1333031507504605	False	trans
YGL253W	0.00083557	0.04087957925419487	False	trans
YGL242C	0.012587749	0.15866788584965769	False	trans
YGL236C	0.009559921	0.13827451681347508	False	trans
YGL219C	0.005107763	0.10107188530941728	False	trans
YGL205W	0.405985948	0.9010948318573356	False	trans
YGL198W	0.02753138	0.2346545546116674	False	trans
YGL185C	0.012985096	0.16115269777450206	False	trans
YGL171W	0.020707574	0.20350712026855472	False	trans
YGL154C	0.087644896	0.418676237682532	False	trans
YGL153W	0.076708561	0.3916849780116669	False	trans
YGL148W	0.019533785	0.19765517954255588	False	trans
YGL147C	0.007639082	0.12360487045420177	False	trans
YGL144C	0.010765491	0.14673439269646363	False	trans
YGL142C	0.010981728	0.14820072874314755	False	trans
YGL135W	0.014008196	0.1673809786086818	False	trans
YGL134W	0.024248633	0.22022094814072524	False	trans
YGL131C	0.013540824	0.16456502666119555	False	trans
YGL127C	0.010166789	0.14259585547974388	False	trans
YGL123W	0.01374934	0.16582725952026103	False	trans
YGL121C	0.013699888	0.1655287769543411	False	trans
YGL119W	0.009051179	0.134545003623323	False	trans
YGL111W	0.016848905	0.18356963256486625	False	trans
YGL104C	0.022599327	0.21259975070540416	False	trans
YGL087C	0.020659114	0.20326885644387335	False	trans
YGL078C	0.020306202	0.20152519445468847	False	trans
YGL076C	0.005497891	0.10486077436296187	False	trans
YGL067W	0.017354446	0.18630322595167267	False	trans
YGL055W	0.030837172	0.24834319801436075	False	trans
YGL051W	0.585586758	1.0822077046482343	False	trans
YGL047W	0.009571011	0.13835469634240827	False	trans
YGL039W	0.026869115	0.23181507716281097	False	trans
YGL038C	0.022490075	0.21208524229658227	False	trans
YGL036W	0.017085939	0.18485637127240165	False	trans
YGL028C	0.009591947	0.13850593489089194	False	trans
YGL012W	0.0102333	0.14306152522603693	False	trans
YGR004W	0.024369975	0.22077126171673703	False	trans
YGR027W-A	0.015855217	0.17807423732814356	False	trans
YGR029W	0.004312063	0.09286617252799859	False	trans
YGR031W	0.019081476	0.19535340283701227	False	trans
YGR035C	0.311698571	0.7895550278479645	False	trans
YGR037C	0.012924134	0.1607739655541282	False	trans
YGR041W	0.001295052	0.0508930643604804	False	trans
YGR062C	0.007630721	0.12353720896960559	False	trans
YGR063C	0.010858566	0.14736733695089968	False	trans
YGR065C	0.015793786	0.1777289284275354	False	trans
YGR077C	0.017026235	0.1845331135595994	False	trans
YGR088W	0.008713675	0.13201268878407105	False	trans
YGR101W	0.008112094	0.12737420460988166	False	trans
YGR103W	0.02226521	0.21102232109423874	False	trans
YGR110W	0.011120046	0.14913112351216296	False	trans
YGR111W	0.016345266	0.1808052322251765	False	trans
YGR122C-A	0.009639445	0.13884844255518317	False	trans
YGR123C	0.018653503	0.1931502161531278	False	trans
YGR125W	0.015865636	0.17813273702495003	False	trans
YGR135W	0.007379479	0.12148645191954534	False	trans
YGR149W	0.014987757	0.17313438133426878	False	trans
YGR161W-B	0.016040929	0.17911409213124466	False	trans
YGR165W	0.001853181	0.0608798981602302	False	trans
YGR175C	0.008654467	0.13156342196826595	False	trans
YGR177C	0.021101407	0.2054332348964013	False	trans
YGR181W	0.005006325	0.10006323000982928	False	trans
YGR187C	0.018493207	0.19231852224889834	False	trans
YGR199W	0.009579507	0.13841609010516082	False	trans
YGR212W	0.020413223	0.2020555517673296	False	trans
YGR214W	0.012031561	0.1551229254494641	False	trans
YGR218W	0.013745215	0.1658023823713037	False	trans
YGR225W	0.011625448	0.15248244489120708	False	trans
YGR227W	0.0139959	0.16730750132615094	False	trans
YGR235C	0.008931671	0.13365381401217102	False	trans
YGR245C	0.015365683	0.17530363943740587	False	trans
YGR248W	0.011528987	0.15184852320651657	False	trans
YGR255C	0.008377592	0.1294418170453428	False	trans
YGR264C	0.021667351	0.20816988735165326	False	trans
YGR267C	0.015885826	0.17824604343434947	False	trans
YGR277C	0.007704593	0.12413374239101953	False	trans
YGR285C	0.022773754	0.21341862149306465	False	trans
YGR286C	0.040481369	0.28453951922360454	False	trans
YGR287C	0.00583885	0.10806340731255885	False	trans
YGR296W	0.000674646	0.03673271021855044	False	trans
YHL032C	0.018152286	0.19053758684312133	False	trans
YHL031C	0.013204668	0.16250949510720905	False	trans
YHL027W	0.019211997	0.19602039179636388	False	trans
YHL011C	0.015412246	0.17556905194253342	False	trans
YHL002W	0.001257808	0.05015591689920542	False	trans
YHR001W-A	0.011566831	0.15209754107151108	False	trans
YHR004C	0.016991984	0.18434741115621886	False	trans
YHR009C	0.00966592	0.13903898733808442	False	trans
YHR019C	0.010118822	0.14225907352432743	False	trans
YHR020W	0.017318975	0.18611273465295167	False	trans
YHR029C	0.006836176	0.11692883305669308	False	trans
YHR030C	0.009066715	0.1346604247728337	False	trans
YHR033W	0.001983772	0.06298844338448126	False	trans
YHR047C	0.009751512	0.1396532276748375	False	trans
YHR052W	0.016657395	0.1825233957606531	False	trans
YHR061C	0.010959502	0.1480506805117761	False	trans
YHR062C	0.015768049	0.1775840589692667	False	trans
YHR064C	0.01311667	0.16196709542373106	False	trans
YHR068W	0.0123405	0.15710187777362816	False	trans
YHR073W	0.015426626	0.17565093794227232	False	trans
YHR078W	0.010720889	0.14643011302324396	False	trans
YHR089C	0.024456319	0.22116201753465717	False	trans
YHR116W	0.006624006	0.11510000868809697	False	trans
YHR128W	0.013033029	0.1614498621863766	False	trans
YHR140W	0.099157139	0.44532491284454323	False	trans
YHR142W	0.007664953	0.12381399759316392	False	trans
YHR146W	0.008627598	0.131359034710217	False	trans
YHR147C	0.003901401	0.08833347044014517	False	trans
YHR148W	0.016687138	0.18268627753610833	False	trans
YHR149C	0.010649628	0.14594264626900527	False	trans
YHR162W	0.008898565	0.1334058844279367	False	trans
YHR170W	0.020442376	0.20219978239355255	False	trans
YHR174W	0.012775157	0.159844655838098	False	trans
YHR175W	0.018845472	0.19414155660239257	False	trans
YHR177W	0.011950561	0.15459987710215037	False	trans
YHR178W	0.008343899	0.12918126025085838	False	trans
YHR179W	0.019105488	0.19547627989093716	False	trans
YHR188C	0.012285495	0.15675136363043227	False	trans
YHR199C	0.009116008	0.13502598268481514	False	trans
YHR202W	0.017308461	0.18605623343494837	False	trans
YHR203C	0.013039071	0.1614872812329194	False	trans
YHR206W	0.018084087	0.1901793206423874	False	trans
YHR211W	0.010952964	0.14800651337018922	False	trans
YHR215W	0.122112222	0.4941906959868832	False	trans
YHR216W	0.00565279	0.10632770100025675	False	trans
YIL162W	0.015043995	0.17345890003110245	False	trans
YIL160C	0.070197769	0.3746939257580779	False	trans
YIL159W	0.023914731	0.21869947873737605	False	trans
YIL157C	0.012302287	0.15685845211527494	False	trans
YIL156W-B	0.017208174	0.18551643592954237	False	trans
YIL155C	0.01237158	0.15729958677631675	False	trans
YIL133C	0.012547837	0.15841614185429462	False	trans
YIL128W	0.013978934	0.1672060644833195	False	trans
YIL117C	0.022555109	0.21239166179490193	False	trans
YIL101C	0.005716592	0.10692606791610734	False	trans
YIL097W	0.012509362	0.15817308241290615	False	trans
YIL087C	0.009942929	0.14101722589811502	False	trans
YIL083C	0.012054555	0.15527108552463978	False	trans
YIL080W	0.004091931	0.09046470029796153	False	trans
YIL078W	0.021011064	0.2049929950022683	False	trans
YIL065C	0.009654594	0.138957504295378	False	trans
YIL064W	0.015222513	0.1744850308765769	False	trans
YIL062C	0.002812732	0.07500309326954456	False	trans
YIL053W	0.022389434	0.2116101793392747	False	trans
YIL050W	0.013393759	0.16366892802239527	False	trans
YIL042C	0.013703667	0.1655516052474273	False	trans
YIL034C	0.022372301	0.2115291989300768	False	trans
YIL033C	0.008285468	0.12872814766009802	False	trans
YIL006W	0.008776799	0.13248999207487333	False	trans
YIR012W	0.01789259	0.18916971216344333	False	trans
YIR017C	0.015348036	0.17520294518072463	False	trans
YIR033W	0.233351507	0.6831566540699139	False	trans
YIR036C	0.017919923	0.1893141463282657	False	trans
YIR043C	0.001600857	0.05658369022960592	False	trans
YJL213W	0.105494451	0.4593352827728347	False	trans
YJL199C	0.014779012	0.1719244717892133	False	trans
YJL198W	0.009288129	0.1362947467806445	False	trans
YJL196C	0.013851475	0.16644203195106697	False	trans
YJL190C	0.007771034	0.12466783065410258	False	trans
YJL177W	0.013318451	0.16320815543348316	False	trans
YJL163C	0.013313941	0.16318051967070088	False	trans
YJL161W	0.01133893	0.1505916996384595	False	trans
YJL158C	0.00914726	0.13525723640530293	False	trans
YJL157C	0.004979755	0.0997973446540538	False	trans
YJL155C	0.014360546	0.16947298309760173	False	trans
YJL154C	0.01009168	0.1420681526592079	False	trans
YJL151C	0.004119408	0.09076792384978297	False	trans
YJL148W	0.019566743	0.1978218542022089	False	trans
YJL138C	0.006270734	0.11198869585810882	False	trans
YJL116C	0.007064595	0.11886626939548495	False	trans
YJL112W	0.011322036	0.15047947368329012	False	trans
YJL101C	0.011862463	0.15402897779314126	False	trans
YJL097W	0.046743842	0.30575755755173084	False	trans
YJL096W	0.004447761	0.09431607498194568	False	trans
YJL095W	0.007838655	0.12520906516702374	False	trans
YJL068C	0.012141346	0.1558290473563899	False	trans
YJL066C	0.007473542	0.12225826761409635	False	trans
YJL062W-A	0.010435554	0.1444683633187557	False	trans
YJL055W	0.005894353	0.10857580761845614	False	trans
YJR002W	0.017484636	0.18700072727131303	False	trans
YJR005W	0.005908628	0.10870720307320945	False	trans
YJR013W	0.018786533	0.19383773110516953	False	trans
YJR019C	0.036949745	0.271844606347082	False	trans
YJR029W	0.011809973	0.15368781994679995	False	trans
YJR028W	0.240948844	0.6941885104206206	False	trans
YJR051W	0.009987075	0.14132993313519965	False	trans
YJR061W	0.01477027	0.171873616358067	False	trans
YJR064W	0.015583802	0.1765434903925942	False	trans
YJR070C	0.024572072	0.22168478522442625	False	trans
YJR077C	0.008928344	0.13362891902578572	False	trans
YJR086W	0.013795696	0.16610656820246453	False	trans
YJR113C	0.002735426	0.07396520803729277	False	trans
YJR115W	0.041231826	0.2871648516096634	False	trans
YJR116W	0.067155168	0.36648374588786337	False	trans
YJR121W	0.013469313	0.16412990586727333	False	trans
YJR122W	0.017967287	0.18956416855513597	False	trans
YJR123W	0.010834849	0.1472063110060163	False	trans
YJR127C	0.003953561	0.08892199952767595	False	trans
YJR137C	0.013855006	0.16646324519244482	False	trans
YJR145C	0.011228014	0.14985335498413108	False	trans
YJR151C	0.01270887	0.15942942012062894	False	trans
YJR154W	0.017573623	0.1874759877957708	False	trans
YJR155W	0.031246045	0.24998417949942353	False	trans
YKL219W	0.011773806	0.1534523118105426	False	trans
YKL218C	0.010089306	0.14205144138656248	False	trans
YKL217W	0.007066946	0.11888604627962022	False	trans
YKL216W	0.013813349	0.16621280937400704	False	trans
YKL206C	0.012503157	0.158133848369032	False	trans
YKL182W	0.138579476	0.5264588796857738	False	trans
YKL181W	0.019126661	0.19558456483066347	False	trans
YKL175W	0.0125265	0.1582813949900619	False	trans
YKL161C	0.017877281	0.1890887675140964	False	trans
YKL155C	0.009077732	0.1347422131330787	False	trans
YKL150W	0.008968924	0.1339322515303913	False	trans
YKL127W	0.029024473	0.24093348874741344	False	trans
YKL096W-A	0.002269752	0.06737584136765937	False	trans
YKL094W	0.034089875	0.2611125236368413	False	trans
YKL084W	0.009246991	0.1359925806799768	False	trans
YKL081W	0.017850913	0.18894926832353703	False	trans
YKL078W	0.014641662	0.17112370963720955	False	trans
YKL069W	0.004480284	0.09466027677965029	False	trans
YKL062W	0.013152686	0.16218930914212565	False	trans
YKL051W	0.016695348	0.182731212440568	False	trans
YKL050C	0.005865851	0.10831298167809804	False	trans
YKL043W	0.008522364	0.13055545947987007	False	trans
YKL008C	0.002595016	0.07204187671070209	False	trans
YKL002W	0.019694959	0.19846893459682804	False	trans
YKR006C	0.00328974	0.08111399386049241	False	trans
YKR049C	0.008398813	0.12960565574078933	False	trans
YKR067W	0.012509251	0.15817238064845582	False	trans
YKR070W	0.007793259	0.12484597710779471	False	trans
YKR076W	0.011705058	0.15300364701535712	False	trans
YKR077W	0.013990689	0.16727635218404305	False	trans
YKR088C	0.009893328	0.14066504896384177	False	trans
YKR092C	0.029867517	0.24440751625103513	False	trans
YLL064C	0.026086811	0.22841545919661393	False	trans
YLL053C	5.6e-07	0.0010583005244258362	False	trans
YLL045C	0.016212043	0.1800668931258603	False	trans
YLL041C	0.011886317	0.15418376697953648	False	trans
YLL034C	0.015917247	0.17842223516142824	False	trans
YLL024C	0.048764236	0.3122954882799302	False	trans
YLL020C	0.010304955	0.14356151991393792	False	trans
YLL008W	0.015988903	0.17882339332425162	False	trans
YLR001C	0.021288342	0.20634118348017683	False	trans
YLR002C	0.01410112	0.16793522560797064	False	trans
YLR023C	0.023494139	0.21676779742387936	False	trans
YLR024C	0.020240101	0.20119692343572254	False	trans
YLR035C-A	0.009134476	0.13516268715884575	False	trans
YLR056W	0.00191434	0.06187632826857133	False	trans
YLR059C	0.01800832	0.1897805047943545	False	trans
YLR071C	0.014682888	0.17136445372363546	False	trans
YLR075W	0.012154363	0.15591255882705538	False	trans
YLR077W	0.032490744	0.25491466807541696	False	trans
