SNP,SNP_marker,chr,pos,start,end
555,chr2:419943,2,419943,419803,425467
557,chr2:425467,2,425467,419803,425467
558,chr2:427842,2,427842,427842,427869
559,chr2:427869,2,427869,427842,427869
560,chr2:429095,2,429095,429095,455247
561,chr2:431266,2,431266,429095,455247
562,chr2:431446,2,431446,429095,455247
563,chr2:432524,2,432524,429095,455247
568,chr2:449537,2,449537,429095,455247
569,chr2:450017,2,450017,429095,455247
570,chr2:451779,2,451779,429095,455247
571,chr2:451784,2,451784,429095,455247
572,chr2:453525,2,453525,429095,455247
573,chr2:453768,2,453768,429095,455247
574,chr2:454027,2,454027,429095,455247
575,chr2:455029,2,455029,429095,455247
580,chr2:457024,2,457024,455756,460202
581,chr2:457298,2,457298,455756,460202
582,chr2:460202,2,460202,455756,460202
588,chr2:470145,2,470145,464424,477508
590,chr2:471144,2,471144,464424,477508
594,chr2:473888,2,473888,464424,477508
597,chr2:475703,2,475703,464424,477508
598,chr2:476732,2,476732,464424,477508
600,chr2:477272,2,477272,464424,477508
601,chr2:477273,2,477273,464424,477508
603,chr2:479414,2,479414,479414,486033
605,chr2:480340,2,480340,479414,486033
606,chr2:481293,2,481293,479414,486033
608,chr2:483628,2,483628,479414,486033
610,chr2:484651,2,484651,479414,486033
611,chr2:485249,2,485249,479414,486033
618,chr2:495558,2,495558,488757,499384
619,chr2:495559,2,495559,488757,499384
621,chr2:498889,2,498889,488757,499384
622,chr2:499266,2,499266,488757,499384
623,chr2:499294,2,499294,488757,499384
625,chr2:500276,2,500276,500276,505207
628,chr2:501170,2,501170,500276,505207
630,chr2:505207,2,505207,500276,505207
633,chr2:507491,2,507491,507274,528468
637,chr2:517869,2,517869,507274,528468
638,chr2:518106,2,518106,507274,528468
640,chr2:518385,2,518385,507274,528468
641,chr2:518844,2,518844,507274,528468
644,chr2:528468,2,528468,507274,528468
646,chr2:530047,2,530047,530047,538990
650,chr2:541028,2,541028,541028,541028
653,chr2:542505,2,542505,542505,552681
654,chr2:544518,2,544518,542505,552681
655,chr2:544904,2,544904,542505,552681
656,chr2:544912,2,544912,542505,552681
657,chr2:544962,2,544962,542505,552681
658,chr2:552681,2,552681,542505,552681
659,chr2:553512,2,553512,553512,553512
662,chr2:555633,2,555633,553949,558703
666,chr2:559798,2,559798,559798,559798
669,chr2:567265,2,567265,567265,567339
672,chr2:571362,2,571362,571362,573624
676,chr2:573624,2,573624,571362,573624
679,chr2:573983,2,573983,573868,574678
680,chr2:574281,2,574281,573868,574678
681,chr2:574592,2,574592,573868,574678
684,chr2:577915,2,577915,577915,579042
685,chr2:579042,2,579042,577915,579042
687,chr2:582226,2,582226,581558,582226
688,chr2:583485,2,583485,583485,583485
689,chr2:591478,2,591478,591478,591478
701,chr2:602542,2,602542,592973,610624
704,chr2:610624,2,610624,592973,610624
705,chr2:612133,2,612133,612133,612133
707,chr2:618646,2,618646,616723,638637
709,chr2:619593,2,619593,616723,638637
714,chr2:622849,2,622849,616723,638637
719,chr2:628692,2,628692,616723,638637
721,chr2:633052,2,633052,616723,638637
724,chr2:633308,2,633308,616723,638637
725,chr2:633859,2,633859,616723,638637
734,chr2:645476,2,645476,645476,649511
735,chr2:646360,2,646360,645476,649511
737,chr2:647884,2,647884,645476,649511
740,chr2:650257,2,650257,650257,650257
741,chr2:650924,2,650924,650924,662669
743,chr2:657722,2,657722,650924,662669
744,chr2:660189,2,660189,650924,662669
746,chr2:668152,2,668152,668152,680493
747,chr2:671051,2,671051,668152,680493
748,chr2:671554,2,671554,668152,680493
749,chr2:672334,2,672334,668152,680493
750,chr2:678375,2,678375,668152,680493
754,chr2:682076,2,682076,682076,682239
757,chr2:687998,2,687998,687998,698030
759,chr2:690583,2,690583,687998,698030
760,chr2:694474,2,694474,687998,698030
762,chr2:696541,2,696541,687998,698030
763,chr2:697507,2,697507,687998,698030
767,chr2:699381,2,699381,699381,701195
768,chr2:699384,2,699384,699381,701195
776,chr2:705106,2,705106,705106,712761
779,chr2:707848,2,707848,705106,712761
781,chr2:712303,2,712303,705106,712761
786,chr2:712962,2,712962,712877,717833
789,chr2:717833,2,717833,712877,717833
797,chr2:722169,2,722169,722169,723281
798,chr2:723281,2,723281,722169,723281
803,chr2:734586,2,734586,725477,747212
805,chr2:737571,2,737571,725477,747212
809,chr2:741554,2,741554,725477,747212
811,chr2:742620,2,742620,725477,747212
812,chr2:742623,2,742623,725477,747212
815,chr2:744147,2,744147,725477,747212
820,chr2:746573,2,746573,725477,747212
821,chr2:747212,2,747212,725477,747212
828,chr2:760471,2,760471,758111,773629
829,chr2:762267,2,762267,758111,773629
830,chr2:764689,2,764689,758111,773629
831,chr2:767731,2,767731,758111,773629
832,chr2:769972,2,769972,758111,773629
834,chr2:773629,2,773629,758111,773629
836,chr2:774509,2,774509,774509,774509
840,chr2:778895,2,778895,774837,780187
841,chr2:779029,2,779029,774837,780187
843,chr2:780404,2,780404,780404,780404
845,chr2:780443,2,780443,780443,788140
846,chr2:780545,2,780545,780443,788140
847,chr2:782605,2,782605,780443,788140
848,chr2:784284,2,784284,780443,788140
849,chr2:785333,2,785333,780443,788140
852,chr2:787277,2,787277,780443,788140
853,chr2:788140,2,788140,780443,788140
854,chr2:789108,2,789108,789108,789108
855,chr2:789465,2,789465,789465,792233
856,chr2:789530,2,789530,789465,792233
858,chr2:790998,2,790998,789465,792233
859,chr2:791790,2,791790,789465,792233
867,chr2:799317,2,799317,794032,801662
869,chr2:799991,2,799991,794032,801662
887,chr3:450,3,450,450,450
890,chr3:506,3,506,506,506
904,chr3:1886,3,1886,1886,1933
912,chr3:4582,3,4582,4582,4582
913,chr3:4794,3,4794,4794,4794
914,chr3:5784,3,5784,5784,5784
915,chr3:6078,3,6078,6078,6190
916,chr3:6190,3,6190,6078,6190
922,chr3:13866,3,13866,13866,13866
931,chr3:29113,3,29113,29113,31109
932,chr3:30748,3,30748,29113,31109
933,chr3:31109,3,31109,29113,31109
934,chr3:37651,3,37651,37651,37651
935,chr3:39540,3,39540,39540,39540
937,chr3:41458,3,41458,40865,49785
939,chr3:46486,3,46486,40865,49785
941,chr3:48180,3,48180,40865,49785
943,chr3:48656,3,48656,40865,49785
944,chr3:48764,3,48764,40865,49785
946,chr3:49221,3,49221,40865,49785
947,chr3:49250,3,49250,40865,49785
951,chr3:50551,3,50551,50551,50551
952,chr3:52350,3,52350,52350,56674
954,chr3:54110,3,54110,52350,56674
963,chr3:61460,3,61460,59518,64656
964,chr3:61462,3,61462,59518,64656
970,chr3:68046,3,68046,67277,76147
972,chr3:69265,3,69265,67277,76147
977,chr3:75503,3,75503,67277,76147
979,chr3:76131,3,76131,67277,76147
980,chr3:76147,3,76147,67277,76147
985,chr3:82672,3,82672,82672,82672
1025,chr3:130489,3,130489,130489,130489
1094,chr3:201026,3,201026,201026,201026
1107,chr3:210472,3,210472,210472,211348
1108,chr3:210757,3,210757,210472,211348
1111,chr3:211881,3,211881,211881,212095
1114,chr3:214156,3,214156,214156,214156
1117,chr3:218769,3,218769,218769,224310
1118,chr3:219050,3,219050,218769,224310
1121,chr3:222829,3,222829,218769,224310
1125,chr3:226510,3,226510,226294,241126
1128,chr3:229226,3,229226,226294,241126
1131,chr3:230175,3,230175,226294,241126
1135,chr3:237105,3,237105,226294,241126
1140,chr3:242578,3,242578,242578,247158
1144,chr3:248454,3,248454,248454,259458
1145,chr3:249311,3,249311,248454,259458
1170,chr3:260010,3,260010,260010,260010
1171,chr3:261281,3,261281,261281,262631
1172,chr3:262631,3,262631,261281,262631
1177,chr3:273631,3,273631,265059,291204
1178,chr3:274530,3,274530,265059,291204
1182,chr3:278675,3,278675,265059,291204
1183,chr3:278791,3,278791,265059,291204
1184,chr3:282537,3,282537,265059,291204
1185,chr3:284743,3,284743,265059,291204
1186,chr3:285299,3,285299,265059,291204
1188,chr3:286180,3,286180,265059,291204
1189,chr3:286440,3,286440,265059,291204
1200,chr3:291075,3,291075,265059,291204
1209,chr3:291544,3,291544,291544,291544
1210,chr3:292662,3,292662,292662,292662
1212,chr3:293842,3,293842,293842,293855
1219,chr3:298996,3,298996,295047,299460
1223,chr3:299701,3,299701,299701,302380
1258,chr4:20302,4,20302,20302,20302
1262,chr4:26950,4,26950,26950,27059
1263,chr4:27059,4,27059,26950,27059
1265,chr4:32140,4,32140,32140,32140
1266,chr4:34142,4,34142,34142,34142
1267,chr4:37106,4,37106,37106,39021
1271,chr4:43687,4,43687,43687,43823
1272,chr4:43708,4,43708,43687,43823
1277,chr4:48617,4,48617,48617,48723
1281,chr4:51735,4,51735,51735,52141
1282,chr4:51859,4,51859,51735,52141
1283,chr4:52093,4,52093,51735,52141
1284,chr4:52141,4,52141,51735,52141
1287,chr4:56089,4,56089,53342,56089
1290,chr4:60023,4,60023,57719,62324
1291,chr4:60460,4,60460,57719,62324
1293,chr4:62324,4,62324,57719,62324
1297,chr4:66159,4,66159,65329,82701
1299,chr4:68860,4,68860,65329,82701
1300,chr4:68911,4,68911,65329,82701
1301,chr4:69269,4,69269,65329,82701
1304,chr4:70552,4,70552,65329,82701
1308,chr4:72764,4,72764,65329,82701
1312,chr4:77245,4,77245,65329,82701
1313,chr4:77997,4,77997,65329,82701
1315,chr4:82454,4,82454,65329,82701
1317,chr4:83418,4,83418,83418,83418
1319,chr4:83425,4,83425,83425,135409
1321,chr4:84004,4,84004,83425,135409
1326,chr4:85809,4,85809,83425,135409
1327,chr4:86292,4,86292,83425,135409
1331,chr4:90424,4,90424,83425,135409
1332,chr4:90554,4,90554,83425,135409
1335,chr4:96178,4,96178,83425,135409
1337,chr4:98110,4,98110,83425,135409
1341,chr4:99543,4,99543,83425,135409
1342,chr4:102509,4,102509,83425,135409
1343,chr4:102705,4,102705,83425,135409
1344,chr4:103444,4,103444,83425,135409
1346,chr4:105908,4,105908,83425,135409
1347,chr4:106371,4,106371,83425,135409
1349,chr4:108510,4,108510,83425,135409
1350,chr4:108791,4,108791,83425,135409
1351,chr4:111205,4,111205,83425,135409
1352,chr4:112474,4,112474,83425,135409
1353,chr4:112969,4,112969,83425,135409
1356,chr4:115541,4,115541,83425,135409
1357,chr4:116018,4,116018,83425,135409
1358,chr4:116782,4,116782,83425,135409
1359,chr4:117170,4,117170,83425,135409
1363,chr4:122050,4,122050,83425,135409
1364,chr4:122309,4,122309,83425,135409
1365,chr4:122365,4,122365,83425,135409
1366,chr4:122560,4,122560,83425,135409
1368,chr4:122617,4,122617,83425,135409
1373,chr4:127308,4,127308,83425,135409
1374,chr4:127323,4,127323,83425,135409
1375,chr4:132281,4,132281,83425,135409
1378,chr4:135298,4,135298,83425,135409
1379,chr4:135409,4,135409,83425,135409
1382,chr4:135873,4,135873,135462,148075
1383,chr4:136069,4,136069,135462,148075
1384,chr4:136920,4,136920,135462,148075
1387,chr4:141606,4,141606,135462,148075
1388,chr4:142711,4,142711,135462,148075
1392,chr4:147814,4,147814,135462,148075
1393,chr4:148075,4,148075,135462,148075
1395,chr4:149204,4,149204,149204,158963
1396,chr4:149457,4,149457,149204,158963
1397,chr4:149464,4,149464,149204,158963
1398,chr4:149678,4,149678,149204,158963
1399,chr4:154434,4,154434,149204,158963
1403,chr4:157969,4,157969,149204,158963
1404,chr4:158123,4,158123,149204,158963
1405,chr4:158426,4,158426,149204,158963
1407,chr4:160842,4,160842,160842,173461
1412,chr4:165032,4,165032,160842,173461
1416,chr4:167436,4,167436,160842,173461
1418,chr4:168238,4,168238,160842,173461
1419,chr4:168256,4,168256,160842,173461
1421,chr4:172408,4,172408,160842,173461
1422,chr4:173416,4,173416,160842,173461
1423,chr4:173461,4,173461,160842,173461
1425,chr4:174131,4,174131,174097,174131
1427,chr4:174546,4,174546,174272,198420
1428,chr4:174974,4,174974,174272,198420
1431,chr4:177207,4,177207,174272,198420
1432,chr4:177280,4,177280,174272,198420
1433,chr4:177330,4,177330,174272,198420
1435,chr4:177756,4,177756,174272,198420
1436,chr4:178032,4,178032,174272,198420
1437,chr4:178058,4,178058,174272,198420
1440,chr4:178489,4,178489,174272,198420
1442,chr4:178705,4,178705,174272,198420
1443,chr4:178974,4,178974,174272,198420
1444,chr4:179020,4,179020,174272,198420
1445,chr4:179134,4,179134,174272,198420
1446,chr4:179240,4,179240,174272,198420
1447,chr4:179480,4,179480,174272,198420
1448,chr4:179651,4,179651,174272,198420
1449,chr4:179674,4,179674,174272,198420
1450,chr4:179696,4,179696,174272,198420
1453,chr4:179890,4,179890,174272,198420
1455,chr4:180086,4,180086,174272,198420
1456,chr4:180121,4,180121,174272,198420
1459,chr4:188017,4,188017,174272,198420
1460,chr4:191790,4,191790,174272,198420
1467,chr4:195463,4,195463,174272,198420
1468,chr4:195795,4,195795,174272,198420
1471,chr4:199642,4,199642,199642,199642
1472,chr4:203027,4,203027,203027,205977
1474,chr4:205977,4,205977,203027,205977
1475,chr4:210685,4,210685,210685,210685
1479,chr4:210833,4,210833,210795,210833
1480,chr4:211091,4,211091,211091,211612
1481,chr4:211612,4,211612,211091,211612
1482,chr4:212428,4,212428,212428,212428
1483,chr4:212488,4,212488,212488,212488
1487,chr4:218148,4,218148,218148,218148
1489,chr4:219124,4,219124,219124,219124
1492,chr4:221261,4,221261,220692,224966
1495,chr4:223039,4,223039,220692,224966
1496,chr4:223328,4,223328,220692,224966
1497,chr4:223356,4,223356,220692,224966
1498,chr4:224819,4,224819,220692,224966
1502,chr4:228580,4,228580,228580,232107
1503,chr4:232107,4,232107,228580,232107
1507,chr4:234536,4,234536,234153,251719
1510,chr4:243657,4,243657,234153,251719
1512,chr4:248779,4,248779,234153,251719
1514,chr4:249864,4,249864,234153,251719
1519,chr4:256620,4,256620,256620,256620
1523,chr4:259994,4,259994,256985,270158
1524,chr4:263044,4,263044,256985,270158
1526,chr4:265022,4,265022,256985,270158
1527,chr4:267372,4,267372,256985,270158
1528,chr4:267844,4,267844,256985,270158
1532,chr4:271035,4,271035,271035,271787
1534,chr4:274059,4,274059,274059,285234
1535,chr4:274409,4,274409,274059,285234
1536,chr4:274840,4,274840,274059,285234
1537,chr4:274870,4,274870,274059,285234
1540,chr4:275038,4,275038,274059,285234
1541,chr4:275108,4,275108,274059,285234
1542,chr4:275111,4,275111,274059,285234
1544,chr4:275191,4,275191,274059,285234
1547,chr4:275637,4,275637,274059,285234
1548,chr4:275645,4,275645,274059,285234
1550,chr4:275721,4,275721,274059,285234
1551,chr4:275859,4,275859,274059,285234
1552,chr4:275865,4,275865,274059,285234
1553,chr4:275877,4,275877,274059,285234
1555,chr4:276066,4,276066,274059,285234
1556,chr4:276194,4,276194,274059,285234
1559,chr4:276645,4,276645,274059,285234
1560,chr4:276806,4,276806,274059,285234
1561,chr4:276820,4,276820,274059,285234
1562,chr4:276934,4,276934,274059,285234
1563,chr4:277129,4,277129,274059,285234
1568,chr4:277649,4,277649,274059,285234
1569,chr4:277971,4,277971,274059,285234
1572,chr4:278971,4,278971,274059,285234
1574,chr4:280703,4,280703,274059,285234
1575,chr4:280859,4,280859,274059,285234
1576,chr4:280934,4,280934,274059,285234
1579,chr4:283570,4,283570,274059,285234
1581,chr4:285234,4,285234,274059,285234
1584,chr4:287068,4,287068,285568,299599
1587,chr4:289631,4,289631,285568,299599
1588,chr4:289647,4,289647,285568,299599
1589,chr4:290003,4,290003,285568,299599
1590,chr4:290096,4,290096,285568,299599
1591,chr4:291044,4,291044,285568,299599
1596,chr4:293625,4,293625,285568,299599
1597,chr4:294073,4,294073,285568,299599
1598,chr4:294288,4,294288,285568,299599
1599,chr4:294760,4,294760,285568,299599
1602,chr4:297638,4,297638,285568,299599
1603,chr4:297848,4,297848,285568,299599
1605,chr4:299599,4,299599,285568,299599
1607,chr4:300148,4,300148,300148,300148
1608,chr4:302333,4,302333,302333,302347
1609,chr4:302334,4,302334,302333,302347
1612,chr4:302611,4,302611,302611,302611
1614,chr4:303011,4,303011,303011,314192
1616,chr4:307387,4,307387,303011,314192
1617,chr4:308154,4,308154,303011,314192
1619,chr4:311787,4,311787,303011,314192
1622,chr4:314015,4,314015,303011,314192
1625,chr4:320017,4,320017,315072,331098
1626,chr4:320510,4,320510,315072,331098
1627,chr4:328073,4,328073,315072,331098
1628,chr4:331098,4,331098,315072,331098
1629,chr4:336922,4,336922,336922,340555
1632,chr4:353020,4,353020,351322,353020
1641,chr4:357632,4,357632,356055,357802
1642,chr4:357802,4,357802,356055,357802
1645,chr4:362266,4,362266,362032,364690
1646,chr4:363194,4,363194,362032,364690
1647,chr4:364690,4,364690,362032,364690
1648,chr4:368078,4,368078,368078,369403
1651,chr4:369403,4,369403,368078,369403
1654,chr4:370948,4,370948,370874,370948
1683,chr4:390389,4,390389,384094,397927
1685,chr4:397927,4,397927,384094,397927
1686,chr4:400669,4,400669,400669,400864
1687,chr4:400864,4,400864,400669,400864
1691,chr4:408981,4,408981,405368,408981
1693,chr4:413029,4,413029,413029,425858
1695,chr4:414243,4,414243,413029,425858
1698,chr4:420255,4,420255,413029,425858
1699,chr4:421542,4,421542,413029,425858
1700,chr4:422070,4,422070,413029,425858
1702,chr4:425689,4,425689,413029,425858
1703,chr4:425858,4,425858,413029,425858
1707,chr4:428826,4,428826,428826,434351
1709,chr4:433301,4,433301,428826,434351
1712,chr4:434351,4,434351,428826,434351
1715,chr4:442926,4,442926,442926,442926
1716,chr4:444482,4,444482,444482,444482
1719,chr4:449745,4,449745,449745,449745
1746,chr4:472549,4,472549,472549,472549
1750,chr4:474265,4,474265,472918,481074
1751,chr4:474320,4,474320,472918,481074
1752,chr4:474321,4,474321,472918,481074
1753,chr4:474625,4,474625,472918,481074
1754,chr4:474628,4,474628,472918,481074
1756,chr4:476181,4,476181,472918,481074
1758,chr4:476833,4,476833,472918,481074
1759,chr4:478092,4,478092,472918,481074
1761,chr4:480076,4,480076,472918,481074
1762,chr4:481074,4,481074,472918,481074
1783,chr4:513607,4,513607,513607,513607
1796,chr4:523964,4,523964,521148,523964
1798,chr4:538009,4,538009,537994,542062
1799,chr4:538030,4,538030,537994,542062
1800,chr4:538039,4,538039,537994,542062
1801,chr4:538042,4,538042,537994,542062
1802,chr4:538051,4,538051,537994,542062
1803,chr4:538054,4,538054,537994,542062
1804,chr4:538057,4,538057,537994,542062
1805,chr4:538066,4,538066,537994,542062
1806,chr4:538069,4,538069,537994,542062
1807,chr4:538120,4,538120,537994,542062
1808,chr4:538141,4,538141,537994,542062
1832,chr4:538866,4,538866,537994,542062
1835,chr4:542062,4,542062,537994,542062
1838,chr4:544372,4,544372,544372,551365
1839,chr4:546036,4,546036,544372,551365
1840,chr4:546402,4,546402,544372,551365
1842,chr4:547460,4,547460,544372,551365
1843,chr4:547792,4,547792,544372,551365
