SNP,PPI,DRUG,eQTL_gene,eQTL_gene_id,Chromosome,piQTL_peak,piQTL_left,piQTL_right,eQTL_peak,eQTL_left,eQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,eQTL_LOD,eQTL_gene_dist,eQTL_cis,peak_distance,is_piQTL_peak_in_eQTL,is_eQTL_peak_in_piQTL,eQTL_gene_description,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
51,SSH1_PIS1,Metformin,YLR152C,YLR152C,Chr1,68621,62308,69417,62361,33040,93789,-0.596248308,4.85783922,0.004403929,3.486977862,,False,6260,True,True,"""Putative protein of unknown function; YLR152C is not an essential gene""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Metformin,NPT1,YOR209C,Chr1,68621,62308,69417,67476,33040,74327,-0.596248308,4.85783922,0.004403929,3.402197414,,False,1145,True,True,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Metformin,PNG1,YPL096W,Chr1,68621,62308,69417,67275,37008,133080,-0.596248308,4.85783922,0.004403929,4.67666265,,False,1346,True,True,"""Conserved peptide N-glycanase; deglycosylating enzyme that cleaves N-glycans that are attached to misfolded ERAD substrate glycoproteins prior to proteasome-dependent degradation; localizes to the cytoplasm and nucleus; activity is enhanced by interaction with Rad23p; human ortholog NGLY1 is associated with a syndrome characterized by developmental delays ; epilepsy ; absence of tears and liver disease""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Metformin,SUT2,YPR009W,Chr1,68621,62308,69417,62869,35128,68621,-0.596248308,4.85783922,0.004403929,6.033362528,,False,5752,True,True,"""Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2 ; NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog ; SUT1 ; that arose from the whole genome duplication""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Trifluoperazine,ERV46,YAL042W,Chr1,68621,62308,69417,62361,62361,68621,-0.695319223,5.377629264,0.001414868,21.71631224,0.0,True,6260,True,True,"""Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Trifluoperazine,CDC19,YAL038W,Chr1,68621,62308,69417,65365,33040,74327,-0.695319223,5.377629264,0.001414868,3.141328525,0.0,True,3256,True,True,"""Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate ; the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog ; PYK2 ; that arose from the whole genome duplication""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Trifluoperazine,SNF11,YDR073W,Chr1,68621,62308,69417,62361,54198,68621,-0.695319223,5.377629264,0.001414868,6.73298832,,False,6260,True,True,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Trifluoperazine,YLR152C,YLR152C,Chr1,68621,62308,69417,62361,33040,93789,-0.695319223,5.377629264,0.001414868,3.486977862,,False,6260,True,True,"""Putative protein of unknown function; YLR152C is not an essential gene""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Trifluoperazine,NPT1,YOR209C,Chr1,68621,62308,69417,67476,33040,74327,-0.695319223,5.377629264,0.001414868,3.402197414,,False,1145,True,True,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Trifluoperazine,PNG1,YPL096W,Chr1,68621,62308,69417,67275,37008,133080,-0.695319223,5.377629264,0.001414868,4.67666265,,False,1346,True,True,"""Conserved peptide N-glycanase; deglycosylating enzyme that cleaves N-glycans that are attached to misfolded ERAD substrate glycoproteins prior to proteasome-dependent degradation; localizes to the cytoplasm and nucleus; activity is enhanced by interaction with Rad23p; human ortholog NGLY1 is associated with a syndrome characterized by developmental delays ; epilepsy ; absence of tears and liver disease""",SUT003_NFR/NDR,,
51,SSH1_PIS1,Trifluoperazine,SUT2,YPR009W,Chr1,68621,62308,69417,62869,35128,68621,-0.695319223,5.377629264,0.001414868,6.033362528,,False,5752,True,True,"""Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2 ; NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog ; SUT1 ; that arose from the whole genome duplication""",SUT003_NFR/NDR,,
51,SSH1_PIS1,noDrug,ERV46,YAL042W,Chr1,68621,62308,69417,62361,62361,68621,-0.669136259,4.793128266,0.005062931,21.71631224,0.0,True,6260,True,True,"""Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport""",SUT003_NFR/NDR,,
51,SSH1_PIS1,noDrug,CDC19,YAL038W,Chr1,68621,62308,69417,65365,33040,74327,-0.669136259,4.793128266,0.005062931,3.141328525,0.0,True,3256,True,True,"""Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate ; the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog ; PYK2 ; that arose from the whole genome duplication""",SUT003_NFR/NDR,,
51,SSH1_PIS1,noDrug,SNF11,YDR073W,Chr1,68621,62308,69417,62361,54198,68621,-0.669136259,4.793128266,0.005062931,6.73298832,,False,6260,True,True,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",SUT003_NFR/NDR,,
51,SSH1_PIS1,noDrug,YLR152C,YLR152C,Chr1,68621,62308,69417,62361,33040,93789,-0.669136259,4.793128266,0.005062931,3.486977862,,False,6260,True,True,"""Putative protein of unknown function; YLR152C is not an essential gene""",SUT003_NFR/NDR,,
51,SSH1_PIS1,noDrug,NPT1,YOR209C,Chr1,68621,62308,69417,67476,33040,74327,-0.669136259,4.793128266,0.005062931,3.402197414,,False,1145,True,True,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",SUT003_NFR/NDR,,
51,SSH1_PIS1,noDrug,PNG1,YPL096W,Chr1,68621,62308,69417,67275,37008,133080,-0.669136259,4.793128266,0.005062931,4.67666265,,False,1346,True,True,"""Conserved peptide N-glycanase; deglycosylating enzyme that cleaves N-glycans that are attached to misfolded ERAD substrate glycoproteins prior to proteasome-dependent degradation; localizes to the cytoplasm and nucleus; activity is enhanced by interaction with Rad23p; human ortholog NGLY1 is associated with a syndrome characterized by developmental delays ; epilepsy ; absence of tears and liver disease""",SUT003_NFR/NDR,,
51,SSH1_PIS1,noDrug,SUT2,YPR009W,Chr1,68621,62308,69417,62869,35128,68621,-0.669136259,4.793128266,0.005062931,6.033362528,,False,5752,True,True,"""Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2 ; NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog ; SUT1 ; that arose from the whole genome duplication""",SUT003_NFR/NDR,,
82,ADE17_PGM2,Metformin,SAW1,YAL027W,Chr1,106800,106011,116283,107538,74327,107538,-0.413688959,3.683090522,0.049706934,4.488930861,0.0,True,738,True,True,"""5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,YCL049C,YCL049C,Chr1,106800,106011,116283,114652,81999,157927,-0.413688959,3.683090522,0.049706934,3.333136193,,False,7852,True,True,"""Protein of unknown function; localizes to membrane fraction; YCL049C is not an essential gene""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,AIM6,YDL237W,Chr1,106800,106011,116283,112136,94351,189123,-0.413688959,3.683090522,0.049706934,2.97385987,,False,5336,True,True,"""Protein of unknown function; required for respiratory growth; YDL237W is not an essential gene""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,HAC1,YFL031W,Chr1,106800,106011,116283,112136,94351,189123,-0.413688959,3.683090522,0.049706934,3.07919027,,False,5336,True,True,"""Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response ; via UPRE binding ; and membrane biogenesis; ER stress-induced splicing pathway triggers efficient Hac1p translation; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,FOL2,YGR267C,Chr1,106800,106011,116283,107538,34308,113326,-0.413688959,3.683090522,0.049706934,4.747509746,,False,738,True,True,"""GTP-cyclohydrolase I ; catalyzes first step in folic acid biosynthesis; human homolog GCH1 is implicated in dopa-responsive dystonia (DRD) ; and can complement yeast null mutant""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,MPC2,YHR162W,Chr1,106800,106011,116283,107538,87445,116327,-0.413688959,3.683090522,0.049706934,3.422309031,,False,738,True,True,"""Highly conserved subunit of the mitochondrial pyruvate carrier (MPC); expressed during growth on fermentable carbon sources ; and heterodimerizes with Mpc1p to form the fermentative isoform of MPC; MPC localizes to the mitochondrial inner membrane and mediates pyruvate uptake; MPC2 paralog ; MPC3 ; heterodimerizes with Mpc1p to form the respiratory MPC isoform""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,FAR1,YJL157C,Chr1,106800,106011,116283,107538,46375,116327,-0.413688959,3.683090522,0.049706934,2.78919875,,False,738,True,True,"""CDK inhibitor and nuclear anchor; during the cell cycle Far1p sequesters the GEF Cdc24p in the nucleus; phosphorylation by Cdc28p-Cln results in SCFCdc4 complex-mediated ubiquitin-dependent degradation ; releasing Cdc24p for export and activation of GTPase Cdc42p; in response to pheromone ; phosphorylation of Far1p by MAPK Fus3p results in association with ; and inhibition of Cdc28p-Cln ; as well as Msn5p mediated nuclear export of Far1p-Cdc24p ; targeting Cdc24p to polarity sites""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,MRPL49,YJL096W,Chr1,106800,106011,116283,114824,39795,178682,-0.413688959,3.683090522,0.049706934,2.989038577,,False,8024,True,True,"""Mitochondrial ribosomal protein of the large subunit""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,ADD66,YKL206C,Chr1,106800,106011,116283,112136,81262,189123,-0.413688959,3.683090522,0.049706934,3.985386402,,False,5336,True,True,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Pba1p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC2 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,MRPL13,YKR006C,Chr1,106800,106011,116283,114824,40914,139132,-0.413688959,3.683090522,0.049706934,2.796257086,,False,8024,True,True,"""Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,YLL020C,YLL020C,Chr1,106800,106011,116283,114628,33040,186987,-0.413688959,3.683090522,0.049706934,2.808987078,,False,7828,True,True,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,TOM5,YPR133W-A,Chr1,106800,106011,116283,114824,68785,127853,-0.413688959,3.683090522,0.049706934,2.913082337,,False,8024,True,True,"""Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import of all mitochondrially directed proteins; involved in transfer of precursors from the Tom70p and Tom20p receptors to the Tom40p pore""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
82,ADE17_PGM2,Metformin,MSS18,YPR134W,Chr1,106800,106011,116283,109735,37976,171975,-0.413688959,3.683090522,0.049706934,3.892410671,,False,2935,True,True,"""Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions""",YAL023C,PMT2,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,YBR076C-A,YBR076C-A,Chr2,393340,393340,395042,394376,382471,400486,-4.798446914,4.217761513,0.017252965,10.57338788,0.0,True,1036,True,True,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified gene ECM8; identified by fungal homology and RT-PCR""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,ECM33,YBR078W,Chr2,393340,393340,395042,393489,382146,425467,-4.798446914,4.217761513,0.017252965,6.415581655,0.0,True,149,True,True,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,YND1,YER005W,Chr2,393340,393340,395042,394430,375370,406889,-4.798446914,4.217761513,0.017252965,3.581570255,,False,1090,True,True,"""Apyrase with wide substrate specificity; helps prevent inhibition of glycosylation by hydrolyzing nucleoside tri- and diphosphates that inhibit glycotransferases; partially redundant with Gda1p; mediates adenovirus E4orf4-induced toxicity""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,RIM4,YHL024W,Chr2,393340,393340,395042,393489,379311,479267,-4.798446914,4.217761513,0.017252965,6.304982986,,False,149,True,True,"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,TDA4,YJR116W,Chr2,393340,393340,395042,394430,379311,427545,-4.798446914,4.217761513,0.017252965,6.554957318,,False,1090,True,True,"""Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; null mutant is sensitive to expression of the top1-T722A allele; mutation confers sensitivity to copper""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,FAA4,YMR246W,Chr2,393340,393340,395042,394461,376186,582433,-4.798446914,4.217761513,0.017252965,4.189629003,,False,1121,True,True,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,AKR2,YOR034C,Chr2,393340,393340,395042,394430,389867,431703,-4.798446914,4.217761513,0.017252965,5.084957483,,False,1090,True,True,"""Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog ; AKR1 ; that arose from the whole genome duplication""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
527,SRO9_GIS2,5-FC,EEB1,YPL095C,Chr2,393340,393340,395042,394430,369657,398429,-4.798446914,4.217761513,0.017252965,4.971236658,,False,1090,True,True,"""Acyl-coenzymeA:ethanol O-acyltransferase; responsible for the major part of medium-chain fatty acid ethyl ester biosynthesis during fermentation; possesses short-chain esterase activity; may be involved in lipid metabolism and detoxification; EEB1 has a paralog ; EHT1 ; that arose from the whole genome duplication""",YBR078W,ECM33,"""GPI-anchored protein involved in efficient glucose uptake; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog ; PST1 ; that arose from the whole genome duplication"""
537,ERG11_TPO4,Fluconazole,EXG2,YDR261C,Chr2,400847,395228,405100,397984,351335,454587,-0.496157031,3.820539959,0.03823186,8.670297437,,False,2863,True,True,"""Exo-1,3-beta-glucanase; involved in cell wall beta-glucan assembly; may be anchored to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor""",YBR080C,SEC18,"""AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi ; the 'priming' step in homotypic vacuole fusion ; autophagy ; and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)"""
537,ERG11_TPO4,Fluconazole,GRH1,YDR517W,Chr2,400847,395228,405100,399535,380871,450377,-0.496157031,3.820539959,0.03823186,6.428548778,,False,1312,True,True,"""Acetylated cis-Golgi protein ; homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; required for unconventional protein secretion (UPS) of Acb1p in response to starvation; protein abundance increases in response to DNA replication stress""",YBR080C,SEC18,"""AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi ; the 'priming' step in homotypic vacuole fusion ; autophagy ; and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)"""
