gene_symbol	QTL_type	percent_variance	beta	cis_trans
Ephx1	LOCAL	17.36242087	0.5892778779149952	cis
Bcl10	DISTANT	24.25336417	0.696467718849912	trans
Mia3	LOCAL	21.03705298	0.6486455577586268	cis
Igfbp2	DISTANT	29.75798915	0.7714659960101936	trans
Snrpe	DISTANT	18.3297632	0.6054711091373394	trans
Marc1	LOCAL	46.03823362	0.9595648349121596	cis
Eprs	LOCAL	24.97870118	0.706805506203793	cis
Lyplal1	LOCAL	70.92614512	1.191017591137931	cis
Hnrnpa3	DISTANT	17.55742088	0.5925777734610032	trans
Arf4	DISTANT	16.36618776	0.5721221505937346	trans
Copb2	DISTANT	16.89785705	0.5813408131208405	trans
Nudt9	DISTANT	16.74278049	0.5786670975612835	trans
Tatdn3	LOCAL	48.24139978	0.9822565833833846	cis
Hsd11b1	LOCAL	23.65232573	0.6877837702359659	cis
Fam107b	LOCAL	17.06300987	0.5841748003808449	cis
Phyh	LOCAL	23.73406826	0.6889712368451967	cis
Cdc123	LOCAL	29.0998267	0.7628869732797907	cis
Upf2	LOCAL	19.7893655	0.6291162929061686	cis
Dhtkd1	LOCAL	65.93764293	1.1483696524203346	cis
Echdc3	LOCAL	35.25487819	0.8397008775748659	cis
Optn	LOCAL	17.04105241	0.5837988079809687	cis
Nudt5	LOCAL	19.56377948	0.6255202551476651	cis
Map3k7	DISTANT	21.45232455	0.6550164051380698	trans
Pter	LOCAL	37.44160732	0.865350880510328	cis
Thnsl1	LOCAL	25.19063176	0.7097976015738571	cis
Lrrc14	DISTANT	26.07134023	0.722098888380255	trans
Cgn	DISTANT	17.49695199	0.5915564552939981	trans
Sike1	DISTANT	29.51996158	0.7683744084754515	trans
Msrb2	LOCAL	31.60701852	0.7950725566890107	cis
Etl4	LOCAL	29.06189015	0.7623895349491624	cis
Hnmt	LOCAL	31.2557966	0.7906427334770111	cis
Dph7	LOCAL	30.01467525	0.7747861027406209	cis
Entpd8	LOCAL	28.27408968	0.7519852349614319	cis
Dpp7	LOCAL	36.82262866	0.8581681497235842	cis
Uap1l1	LOCAL	26.19890004	0.7238632473057325	cis
Phpt1	LOCAL	24.21627613	0.6959349988325059	cis
Dnlz	LOCAL	25.63532966	0.716035329575294	cis
Mrps28	DISTANT	16.34181266	0.5716959447118721	trans
Rexo4	LOCAL	24.64715642	0.7020990873089069	cis
Vav2	LOCAL	23.83657007	0.69045738565099	cis
Fam25c	DISTANT	25.45881354	0.7135658839939029	trans
Coq4	LOCAL	34.35095346	0.828866134668319	cis
Fam73b	LOCAL	47.34089842	0.9730457175282157	cis
Ccbl1	LOCAL	36.98711944	0.8600827802019989	cis
Stxbp1	LOCAL	20.91231465	0.6467196401842146	cis
Rab10	DISTANT	16.63679295	0.5768326091683791	trans
Zer1	LOCAL	20.38060552	0.6384450723437374	cis
Ppp2r4	LOCAL	27.72604156	0.7446615548019113	cis
Gpr107	LOCAL	17.3708417	0.5894207614259952	cis
Tor2a	LOCAL	34.02948817	0.8249786442084425	cis
Ptges2	LOCAL	17.24711263	0.5873178463149235	cis
Fpgs	LOCAL	42.60080734	0.9230472072434865	cis
Lrsam1	LOCAL	40.29204086	0.8976863690621575	cis
Stom	LOCAL	16.99568092	0.5830211131682969	cis
Uck1	LOCAL	16.63794215	0.5768525314150923	cis
Cutal	LOCAL	32.531803	0.8066201460414932	cis
Fpgs	LOCAL	23.68461047	0.688253012634162	cis
Hc	LOCAL	59.66388622	1.092372520892026	cis
Mrrf	LOCAL	29.04429271	0.7621586804596534	cis
Nek6	LOCAL	23.60183201	0.6870492269117258	cis
AI182371	LOCAL	17.69780127	0.5949420353278124	cis
Snap29	DISTANT	16.5870171	0.5759690460432748	trans
Slc25a25	DISTANT	16.65090448	0.577077195529333	trans
Cirh1a	DISTANT	19.01289908	0.6166506155028145	trans
Cyp4a32	DISTANT	18.89571118	0.6147472843372307	trans
Serbp1	DISTANT	16.22524764	0.5696533619667314	trans
Fmnl2	LOCAL	27.90874788	0.7471110744728658	cis
Gpd2	LOCAL	23.03251536	0.6787122418227036	cis
Desi1	DISTANT	28.1407333	0.7502097480038499	trans
Polr1b	DISTANT	20.78390495	0.6447310284141752	trans
Coq10a	DISTANT	16.94521105	0.5821548084487493	trans
Lama5	DISTANT	16.93675382	0.5820095157297688	trans
Gca	LOCAL	29.31342146	0.7656816761553067	cis
Srp68	DISTANT	16.7192853	0.5782609324517782	trans
Cobll1	LOCAL	34.0864714	0.8256690789898821	cis
Ccdc86	DISTANT	17.10247579	0.5848499942720355	trans
Cers6	LOCAL	25.21514969	0.7101429389918624	cis
Abcb11	LOCAL	18.56073022	0.6092738336741534	cis
AU040320	DISTANT	17.17102554	0.5860209132786985	trans
Asap1	DISTANT	17.7739079	0.596219890644383	trans
Metap1d	LOCAL	24.90451851	0.7057551772392463	cis
Slc25a12	LOCAL	19.36691407	0.6223650708386518	cis
Scrn3	LOCAL	38.64436018	0.8791400363992076	cis
Agps	LOCAL	19.97442448	0.6320510181939429	cis
Epb4.1l3	DISTANT	26.38489023	0.7264281138557346	trans
Ccdc141	LOCAL	35.58566974	0.8436310774266201	cis
Ssrp1	LOCAL	22.93488123	0.6772721938777643	cis
Cwc22	LOCAL	24.32788597	0.6975368946514586	cis
Abcb6	DISTANT	16.31855627	0.5712890033949541	trans
Dnajc10	LOCAL	33.67202783	0.8206342404506407	cis
Ube2l6	LOCAL	21.33175424	0.6531730894640408	cis
Trim65	DISTANT	21.70286282	0.6588302181897852	trans
Tnks1bp1	LOCAL	23.29897945	0.6826269764666498	cis
Alkbh3	LOCAL	40.06777622	0.8951846314587846	cis
Sptan1	DISTANT	17.14501794	0.5855769452428946	trans
Ckap5	LOCAL	17.19777436	0.5864771838699269	cis
Metap2	DISTANT	16.90369588	0.581441241743308	trans
Slc1a2	LOCAL	25.9356724	0.7202176393285574	cis
Apip	LOCAL	24.30557038	0.6972169014015652	cis
Gm5431	DISTANT	28.90940731	0.7603868398387758	trans
0610012H03Rik	LOCAL	37.97888225	0.8715375178384462	cis
Immp1l	LOCAL	21.72105079	0.6591062249743966	cis
Dnajc24	LOCAL	23.13678196	0.6802467487610654	cis
Abtb2	LOCAL	19.83865462	0.6298992716299964	cis
Asgr2	DISTANT	17.98932984	0.5998221376374834	trans
Nova2	DISTANT	18.74519323	0.6122939364390276	trans
BC035947	DISTANT	23.76099383	0.6893619344002104	trans
Fam160a2	DISTANT	19.77836245	0.6289413716714778	trans
Bbox1	LOCAL	26.83356544	0.732578534220052	cis
Spata5	DISTANT	20.77326211	0.6445659331674302	trans
Mrpl51	DISTANT	18.47682161	0.6078950832174908	trans
Fam98b	LOCAL	21.18840153	0.6509746773876846	cis
Pgpep1	DISTANT	19.19710943	0.6196306872645996	trans
Araf	DISTANT	16.49608392	0.5743880904057813	trans
Rmdn3	LOCAL	23.41456357	0.6843181068772037	cis
Ivd	LOCAL	39.63617494	0.8903502113213654	cis
Rpap1	LOCAL	22.14167355	0.6654573397296027	cis
Ganc	LOCAL	52.57090063	1.0253867624462487	cis
Ehd4	LOCAL	18.50829264	0.6084125679175275	cis
Sord	LOCAL	37.11262436	0.8615407635161554	cis
Ubr1	LOCAL	18.00036142	0.6000060236364299	cis
Adal	LOCAL	40.40643852	0.8989598269110807	cis
Prkaca	DISTANT	17.56177227	0.592651200454365	trans
Gatm	LOCAL	28.18928841	0.7508566895220419	cis
Myef2	LOCAL	16.87347617	0.5809212712579908	cis
Dut	LOCAL	32.27122655	0.8033831781908307	cis
Galk2	LOCAL	39.05279022	0.8837736160352379	cis
Blvra	LOCAL	25.27254349	0.7109506802866146	cis
Mertk	LOCAL	16.6754051	0.5775016034609773	cis
Fastkd5	LOCAL	24.55743232	0.7008199814503008	cis
Ctsf	DISTANT	16.21554053	0.5694829326678719	trans
Cds2	LOCAL	19.53860764	0.6251177111552672	cis
Trmt6	LOCAL	39.38139951	0.8874840788431081	cis
Mrps30	DISTANT	16.52351814	0.5748655171429228	trans
Mrpl39	DISTANT	16.20278768	0.5692589512691039	trans
Hao1	LOCAL	42.24367477	0.9191700035357986	cis
Arfrp1	DISTANT	20.58167813	0.6415867537597703	trans
Pcyox1	DISTANT	16.70876545	0.5780789816279434	trans
Xrcc4	DISTANT	26.96118088	0.734318471509467	trans
Dpp3	DISTANT	16.26509768	0.5703524818916808	trans
Pecr	DISTANT	16.84927895	0.5805045899904668	trans
Hp	DISTANT	16.19022906	0.5690382950206427	trans
Rbbp9	LOCAL	41.5178797	0.9112395919844573	cis
Taok3	DISTANT	17.73352545	0.5955421974973729	trans
Alox5ap	DISTANT	24.94551705	0.7063358556664103	trans
Pigs	DISTANT	16.38509889	0.5724525987363495	trans
Cst3	LOCAL	17.77744423	0.5962792002074196	cis
Cand1	DISTANT	17.36041355	0.5892438128652688	trans
Apmap	LOCAL	27.78667539	0.7454753569367669	cis
Psmf1	LOCAL	46.40398068	0.9633688876022517	cis
Slc9a8	DISTANT	22.37111658	0.6688963534061163	trans
Eif2s2	LOCAL	23.34575076	0.6833117994005372	cis
Gstt1	DISTANT	19.74284842	0.6283764543647383	trans
H13	LOCAL	18.47084118	0.6077966959436354	cis
Eif2s3x	DISTANT	17.80210885	0.5966926989665619	trans
Bcl2l1	LOCAL	19.5288747	0.6249619940444379	cis
Pofut1	LOCAL	17.81333876	0.5968808718664051	cis
Eif2s1	DISTANT	16.19390238	0.5691028444841933	trans
Itch	LOCAL	20.69928566	0.6434172154986219	cis
Pigu	LOCAL	19.09016088	0.6179022718844784	cis
Arl6	DISTANT	27.97438022	0.7479890402940407	trans
Cpne1	LOCAL	49.39761574	0.9939579039375863	cis
Pigt	LOCAL	18.17203975	0.6028605104002086	cis
Plcg1	LOCAL	17.58119189	0.5929787836002229	cis
Manbal	LOCAL	54.91256288	1.0479748363391175	cis
Ndrg3	LOCAL	32.29733617	0.8037081083328699	cis
Wdr77	DISTANT	21.84964363	0.6610543643301964	trans
Ctsd	DISTANT	16.91691349	0.5816685222702016	trans
Tomm34	LOCAL	18.59958707	0.6099112569874408	cis
Ada	LOCAL	40.73185188	0.9025724555956713	cis
Rnf114	LOCAL	18.37571242	0.6062295344174514	cis
Gm20716	LOCAL	27.06233566	0.7356947146745041	cis
Mocs3	LOCAL	20.45427308	0.6395978905531193	cis
Atp9b	DISTANT	18.41827995	0.6069312967708949	trans
Rnaset2b	DISTANT	18.1760434	0.6029269176276674	trans
Atp9a	LOCAL	40.68401006	0.9020422391440436	cis
Reln	DISTANT	28.38503084	0.7534591009470919	trans
Nudt14	DISTANT	18.64599141	0.6106716205948988	trans
Rtfdc1	LOCAL	20.75270456	0.6442469178816458	cis
Fam210b	LOCAL	20.7528992	0.6442499390764427	cis
Ctsb	DISTANT	17.0459181	0.5838821473550977	trans
Hspa1b	DISTANT	17.81386613	0.5968897072324166	trans
Rab22a	LOCAL	27.41766751	0.74050884545696	cis
Ctsz	LOCAL	19.34356304	0.62198975940123	cis
Clptm1l	DISTANT	17.45655111	0.5908731016047354	trans
Tpd52l2	LOCAL	17.13504121	0.5854065460857096	cis
Tbc1d17	DISTANT	19.39139278	0.6227582641763978	trans
Tpd52	LOCAL	25.79962136	0.7183261287187039	cis
Irf2bpl	DISTANT	19.51580428	0.6247528196014805	trans
Fabp4	LOCAL	25.68678288	0.7167535542988259	cis
Optn	DISTANT	19.97620918	0.6320792542078881	trans
Impa1	LOCAL	36.85074604	0.8584957313813505	cis
Slc10a5	LOCAL	24.76989385	0.7038450660479194	cis
Slc25a22	DISTANT	17.49396109	0.5915058932927042	trans
Car3	LOCAL	17.24004619	0.5871975168544227	cis
2010107G23Rik	DISTANT	27.14825913	0.7368617119921486	trans
Acss3	DISTANT	17.30333217	0.5882742926560705	trans
Cyp7b1	LOCAL	18.54450608	0.6090074889523117	cis
Car1	LOCAL	17.36070196	0.5892487074232747	cis
Hltf	LOCAL	22.74559713	0.6744716025156285	cis
Dnajc19	LOCAL	21.43387786	0.6547347227694588	cis
Mrpl47	LOCAL	17.25889752	0.5875184681352579	cis
Rab35	DISTANT	18.01679136	0.6002797907642735	trans
Acad9	LOCAL	29.63407477	0.7698581008211838	cis
Mccc2	DISTANT	25.79861724	0.7183121499738119	trans
Mccc1	LOCAL	26.18391605	0.7236562174126606	cis
Nudt6	LOCAL	52.12595511	1.021038247177842	cis
Exosc9	LOCAL	18.11808675	0.6019648951558554	cis
Hspa4l	LOCAL	23.25515344	0.6819846543728092	cis
3110057O12Rik	LOCAL	25.1350612	0.709014262197877	cis
D3Ertd751e	LOCAL	36.26242068	0.8516151792916798	cis
Ltn1	DISTANT	16.22394222	0.5696304454644256	trans
Spint2	DISTANT	21.38666558	0.6540132350342767	trans
Rab33b	LOCAL	27.69354434	0.7442250243038055	cis
Alg5	LOCAL	21.95031925	0.6625755692749319	cis
Taok1	DISTANT	16.73771802	0.5785796059316298	trans
Sik3	DISTANT	16.49198472	0.5743167195894614	trans
Spg20	LOCAL	19.59842377	0.6260738577835685	cis
Tm4sf4	LOCAL	42.37682016	0.920617403268046	cis
Commd3	DISTANT	16.18416775	0.5689317665590488	trans
Tlr3	DISTANT	24.04807503	0.6935138791689752	trans
Eif2a	LOCAL	19.80835278	0.6294180292937278	cis
Commd2	LOCAL	18.0553896	0.6009224509036087	cis
Pfn2	LOCAL	56.75149376	1.0653778086669536	cis
E130311K13Rik	LOCAL	19.23665367	0.6202685494203297	cis
Aadac	LOCAL	47.59041218	0.9756066028886848	cis
Mme	LOCAL	28.71002145	0.7577601394900632	cis
Dnajb4	DISTANT	16.73045123	0.5784539952321187	trans
Gfm1	LOCAL	32.9845804	0.8122140161312165	cis
Rarres1	LOCAL	26.49506501	0.7279431984708697	cis
Gpr89	DISTANT	18.40735013	0.6067511867314311	trans
Bche	LOCAL	26.17740272	0.7235662059549216	cis
Golim4	LOCAL	21.7072933	0.6588974624325092	cis
Nadk	DISTANT	17.93330789	0.598887433329503	trans
Trim2	LOCAL	23.77296916	0.6895356286661335	cis
Sh3d19	LOCAL	20.70124611	0.6434476841204729	cis
Cd1d2	LOCAL	30.67570172	0.7832713670242262	cis
Nt5c3	DISTANT	18.11922758	0.6019838466271333	trans
Sema4a	LOCAL	33.96527195	0.8241998780635679	cis
Pklr	LOCAL	21.17445335	0.6507603760217735	cis
Yipf3	DISTANT	20.3232051	0.6375453725030086	trans
Rab13	LOCAL	25.12062828	0.708810669784252	cis
S100a1	LOCAL	21.07302087	0.6491998285582029	cis
S100a13	LOCAL	42.68049129	0.9239100745202424	cis
Cgn	LOCAL	23.86037577	0.690802081207056	cis
Cers2	LOCAL	33.85655039	0.8228797043310766	cis
Cnn1	DISTANT	19.12634892	0.6184876542017634	trans
Tars2	LOCAL	43.61531486	0.9339733921263496	cis
Myh11	DISTANT	18.76298746	0.6125844833163832	trans
Tagln	DISTANT	21.32912522	0.6531328382496168	trans
S100a6	LOCAL	17.16888801	0.5859844368240508	cis
Myl9	DISTANT	20.3395418	0.6378015647519218	trans
Pdzk1	LOCAL	21.26916628	0.6522141715724982	cis
Nova2	DISTANT	17.57901205	0.5929420216176283	trans
Rhbg	LOCAL	16.34810191	0.5718059445301352	cis
Acp6	LOCAL	32.62580398	0.8077846740313906	cis
Fmo5	LOCAL	20.66428155	0.6428729509008759	cis
Hsd3b3	LOCAL	21.68292509	0.6585275254687537	cis
Wars2	LOCAL	38.99306619	0.8830975732046827	cis
Nt5c2	DISTANT	16.26136216	0.5702869831935496	trans
Isoc2a	DISTANT	16.40946639	0.5728781090249478	trans
Mov10	LOCAL	20.45420051	0.6395967559329863	cis
Chi3l3	LOCAL	51.87802369	1.0186071243614978	cis
Dram2	LOCAL	23.94412383	0.6920133500157348	cis
Rhoc	LOCAL	31.28748173	0.7910433835131927	cis
Gnai3	LOCAL	30.79843901	0.7848367857077037	cis
Gstm7	LOCAL	44.42094421	0.9425597509972511	cis
Gstm5	LOCAL	32.01861678	0.8002326759136995	cis
Sike1	LOCAL	26.61272732	0.729557774545649	cis
Gstm3	LOCAL	45.279277	0.9516225827501152	cis
Gstm2	LOCAL	38.17751894	0.8738136979928846	cis
Gstm6	LOCAL	30.52623135	0.7813607534295538	cis
Sars	LOCAL	19.32576133	0.621703487685247	cis
Ampd2	LOCAL	39.04203419	0.8836519019387669	cis
Gstm4	LOCAL	40.92182272	0.9046747782490678	cis
Clcc1	LOCAL	31.48546555	0.7935422553336401	cis
Slc25a24	LOCAL	21.42301887	0.6545688484796691	cis
Agl	LOCAL	18.8699239	0.6143276633849398	cis
Dph5	LOCAL	31.40685403	0.7925509955832496	cis
Rtca	LOCAL	59.30144081	1.0890495012624541	cis
Ctnna1	DISTANT	16.9148321	0.5816327380744657	trans
Prpf38b	LOCAL	19.2332157	0.6202131198225332	cis
Psmd13	DISTANT	17.57721236	0.5929116689693331	trans
Slc35a3	LOCAL	22.89366505	0.6766633586947057	cis
Snx7	LOCAL	44.03955445	0.938504709098468	cis
Snx4	DISTANT	40.7641637	0.9029303815909618	trans
Dpyd	LOCAL	26.2903428	0.725125407084871	cis
Mrps18a	DISTANT	17.29714007	0.5881690245159125	trans
Mrpl18	DISTANT	18.65241969	0.6107768772637026	trans
Tmem56	LOCAL	36.66607679	0.8563419502745384	cis
Ctsb	DISTANT	16.2646276	0.5703442399113013	trans
Gclm	LOCAL	37.07681426	0.8611250113659457	cis
H2-Ab1	DISTANT	20.86720113	0.6460216889547905	trans
Sec24d	LOCAL	31.69812949	0.7962176773973308	cis
Fnbp1l	LOCAL	16.66296608	0.5772861695900916	cis
Casp6	LOCAL	17.80682136	0.5967716709094023	cis
Alg14	LOCAL	21.48433386	0.6555049024988295	cis
Adnp	DISTANT	17.10933416	0.5849672496815527	trans
Coasy	DISTANT	16.44511082	0.5734999707061893	trans
Ap1ar	LOCAL	22.31057346	0.6679906205928343	cis
Camk2d	LOCAL	19.56338858	0.6255140059183327	cis
Tifa	LOCAL	34.55270932	0.831296689756431	cis
Sms	DISTANT	22.83332342	0.6757710177271588	trans
9630033F20Rik	DISTANT	18.61366665	0.6101420596877419	trans
Enpep	LOCAL	43.84753389	0.9364564473588721	cis
C8a	DISTANT	16.11660022	0.5677429034342921	trans
Cfi	LOCAL	16.95115848	0.5822569618304276	cis
Yrdc	DISTANT	25.60017488	0.7155441968180581	trans
Sec24b	LOCAL	22.40798409	0.6694472957597185	cis
Nudcd1	DISTANT	16.62566876	0.5766397273861731	trans
Etnppl	LOCAL	23.79993076	0.689926528842021	cis
Cyp2u1	LOCAL	20.08220638	0.6337539961215235	cis
Endod1	DISTANT	28.00361451	0.7483797767176769	trans
Papss1	LOCAL	34.90510113	0.8355249981897609	cis
